task_id,exp,manifest,source,template_name,route,cost,points,status,reason,sha256,exp_status,validation_hint
18,exp_b025_submit_safe_delta_union,experiments\exp_b025_submit_safe_delta_union\selected_manifest.csv,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,no accepted seddik-style gain,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,submit_candidate,validation_all_ok
24,exp_b025_submit_safe_delta_union,experiments\exp_b025_submit_safe_delta_union\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,no accepted seddik-style gain,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,submit_candidate,validation_all_ok
29,exp_b025_submit_safe_delta_union,experiments\exp_b025_submit_safe_delta_union\selected_manifest.csv,massimilianoghiotto_6254,,crop_or_resize,97117.0,13.516328283804857,baseline,no accepted seddik-style gain,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,submit_candidate,validation_all_ok
2,exp_b028_task251_closed_component_lowering_probe,experiments\exp_b028_task251_closed_component_lowering_probe\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,97293.0,13.514517676859928,baseline,base exp_b025,d59734521ec12a1d642cebe2ec724b91f44b1228a0358483dcb8c806d5655bd8,no_cost_gain,
9,exp_b028_task251_closed_component_lowering_probe,experiments\exp_b028_task251_closed_component_lowering_probe\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,81241.0,13.69482467517415,baseline,base exp_b025,45db58da83a7b9c702a7bbd970799482117c1f484ca73713c988ce613ada688f,no_cost_gain,
13,exp_b028_task251_closed_component_lowering_probe,experiments\exp_b028_task251_closed_component_lowering_probe\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,116882.0,13.3310798421544,baseline,base exp_b025,1ff4c48f660d6df8129fec9e6de9e996a6c64dd656af07456998c2f9366580b0,no_cost_gain,
18,exp_b028_task251_closed_component_lowering_probe,experiments\exp_b028_task251_closed_component_lowering_probe\selected_manifest.csv,kojimar_5800_minimal_blend,,sparse_edit_or_object_completion,114578.0,13.35098890724301,baseline,base exp_b025,fe471ad5402a1f32d0e7bdafca3685ae2bcf68007df6e4b68e979c5ab74f7299,no_cost_gain,
24,exp_b028_task251_closed_component_lowering_probe,experiments\exp_b028_task251_closed_component_lowering_probe\selected_manifest.csv,massimilianoghiotto_6254,,sparse_edit_or_object_completion,9080.0,15.88617052840466,baseline,base exp_b025,589d404dc6812db1d7a0e1103856b40e25aa0b31cf17b5a3d5ebeddacb56eba0,no_cost_gain,
29,exp_b028_task251_closed_component_lowering_probe,experiments\exp_b028_task251_closed_component_lowering_probe\selected_manifest.csv,massimilianoghiotto_6254,,crop_or_resize,97117.0,13.516328283804857,baseline,base exp_b025,bff77431eb8c3abe5f6ce493cb48e189b2f2a1145a4eb40039f25de32440236e,no_cost_gain,
2,exp_b035_new_source_full_arc_blend,experiments\exp_b035_new_source_full_arc_blend\selected_manifest.csv,exp_b035_new_source_full_arc_blend,,,97293.0,13.514518,,,,,
9,exp_b035_new_source_full_arc_blend,experiments\exp_b035_new_source_full_arc_blend\selected_manifest.csv,exp_b035_new_source_full_arc_blend,,,81241.0,13.694825,,,,,
13,exp_b035_new_source_full_arc_blend,experiments\exp_b035_new_source_full_arc_blend\selected_manifest.csv,exp_b035_new_source_full_arc_blend,,,116882.0,13.33108,,,,,
18,exp_b035_new_source_full_arc_blend,experiments\exp_b035_new_source_full_arc_blend\selected_manifest.csv,exp_b035_new_source_full_arc_blend,,,476184.0,11.92644,,,,,
24,exp_b035_new_source_full_arc_blend,experiments\exp_b035_new_source_full_arc_blend\selected_manifest.csv,exp_b035_new_source_full_arc_blend,,,9080.0,15.886171,,,,,
29,exp_b035_new_source_full_arc_blend,experiments\exp_b035_new_source_full_arc_blend\selected_manifest.csv,exp_b035_new_source_full_arc_blend,,,97117.0,13.516328,,,,,
2,exp_b036_beicicc_full_arc_blend,experiments\exp_b036_beicicc_full_arc_blend\selected_manifest.csv,exp_b036_beicicc_full_arc_blend,,,97293.0,13.514518,,,,,
9,exp_b036_beicicc_full_arc_blend,experiments\exp_b036_beicicc_full_arc_blend\selected_manifest.csv,exp_b036_beicicc_full_arc_blend,,,81241.0,13.694825,,,,,
13,exp_b036_beicicc_full_arc_blend,experiments\exp_b036_beicicc_full_arc_blend\selected_manifest.csv,exp_b036_beicicc_full_arc_blend,,,116882.0,13.33108,,,,,
18,exp_b036_beicicc_full_arc_blend,experiments\exp_b036_beicicc_full_arc_blend\selected_manifest.csv,exp_b036_beicicc_full_arc_blend,,,114578.0,13.350989,,,,,
24,exp_b036_beicicc_full_arc_blend,experiments\exp_b036_beicicc_full_arc_blend\selected_manifest.csv,exp_b036_beicicc_full_arc_blend,,,9080.0,15.886171,,,,,
29,exp_b036_beicicc_full_arc_blend,experiments\exp_b036_beicicc_full_arc_blend\selected_manifest.csv,exp_b036_beicicc_full_arc_blend,,,97117.0,13.516328,,,,,
2,exp_b037_beicicc_golf_blend,experiments\exp_b037_beicicc_golf_blend\selected_manifest.csv,beicicc_6645,,,4614.0,,,,,,
9,exp_b037_beicicc_golf_blend,experiments\exp_b037_beicicc_golf_blend\selected_manifest.csv,exp_b025_best,,,81241.0,,,,,,
13,exp_b037_beicicc_golf_blend,experiments\exp_b037_beicicc_golf_blend\selected_manifest.csv,beicicc_6645,,,371.0,,,,,,
18,exp_b037_beicicc_golf_blend,experiments\exp_b037_beicicc_golf_blend\selected_manifest.csv,beicicc_6645,,,33897.0,,,,,,
24,exp_b037_beicicc_golf_blend,experiments\exp_b037_beicicc_golf_blend\selected_manifest.csv,beicicc_6645,,,4905.0,,,,,,
29,exp_b037_beicicc_golf_blend,experiments\exp_b037_beicicc_golf_blend\selected_manifest.csv,beicicc_6645,,,1234.0,,,,,,
