all_changes_on_zero,all_changes_to_existing_colors,changed_bbox,changed_components,changed_coords_norm,changed_count,changed_from_to,idx,input_colors,input_nonzero_bbox,input_nonzero_count,input_shape,output_colors,output_equals_input_plus_sparse,output_nonzero_bbox,output_nonzero_count,output_shape,same_shape,split
False,True,"(1, 1, 28, 22)",19,1:17:4->0 8:10:9->0 8:12:0->9 9:1:3->0 9:18:0->3 10:7:9->0 10:12:0->9 12:15:4->0 14:22:4->0 15:1:9->0 15:12:0->9 20:7:4->0 21:2:3->0 21:18:0->3 23:6:0->7 23:11:7->0 26:14:0->9 26:16:9->0 28:14:0->9 28:15:9->0,20,9->0:5 0->9:5 4->0:4 3->0:2 0->3:2 0->7:1 7->0:1,126,0:597 3:31 4:4 7:30 9:34,"(0, 1, 28, 22)",99,"(29, 24)",0:601 3:31 7:30 9:34,True,"(0, 5, 28, 19)",95,"(29, 24)",True,arc-gen
False,True,"(6, 4, 25, 17)",8,6:7:7->0 7:6:2->0 7:9:0->2 11:4:0->3 11:17:3->0 15:4:0->3 15:7:3->0 25:8:2->0 25:9:0->2,9,2->0:2 0->2:2 0->3:2 3->0:2 7->0:1,127,0:463 2:28 3:28 7:1 9:26,"(0, 3, 25, 19)",83,"(26, 21)",0:464 2:28 3:28 9:26,True,"(0, 3, 25, 19)",82,"(26, 21)",True,arc-gen
False,True,"(0, 1, 26, 17)",11,0:9:3->0 6:5:0->8 6:6:0->8 8:17:1->0 10:1:4->0 11:17:0->1 16:3:3->0 16:5:8->0 17:12:4->0 19:1:0->4 19:12:0->4 26:6:8->0,12,3->0:2 0->8:2 4->0:2 8->0:2 0->4:2 1->0:1 0->1:1,128,0:449 1:20 3:2 4:21 8:21,"(0, 0, 26, 18)",64,"(27, 19)",0:451 1:20 4:21 8:21,True,"(5, 0, 20, 18)",62,"(27, 19)",True,arc-gen
False,True,"(0, 7, 10, 9)",5,0:8:8->0 0:9:2->0 5:9:0->5 7:7:2->0 7:9:8->0 8:9:5->0 10:8:0->8 10:9:0->8,8,8->0:2 2->0:2 0->8:2 0->5:1 5->0:1,129,0:151 2:2 5:13 8:14,"(0, 0, 11, 11)",29,"(15, 12)",0:153 5:13 8:14,True,"(4, 0, 11, 11)",27,"(15, 12)",True,arc-gen
False,True,"(1, 0, 22, 25)",23,1:17:5->0 2:2:7->0 2:18:0->7 3:11:0->2 3:13:2->0 6:0:2->0 6:9:0->2 6:20:0->7 6:25:7->0 8:11:0->2 8:24:2->0 12:5:0->9 12:23:9->0 13:1:7->0 13:18:0->7 13:23:5->0 14:6:5->0 14:11:0->2 14:15:2->0 20:7:7->0 20:11:0->2 20:13:2->0 20:18:0->7 21:11:0->2 21:12:2->0 22:8:5->0,26,0->2:6 2->0:6 5->0:4 7->0:4 0->7:4 0->9:1 9->0:1,130,0:606 2:33 5:4 7:31 9:28,"(0, 0, 26, 25)",96,"(27, 26)",0:610 2:33 7:31 9:28,False,"(0, 4, 26, 20)",92,"(27, 26)",True,arc-gen
False,True,"(13, 2, 18, 11)",3,13:11:3->0 15:4:8->0 15:5:0->8 18:2:3->0,4,3->0:2 8->0:1 0->8:1,131,0:206 3:2 8:20,"(0, 2, 18, 11)",22,"(19, 12)",0:208 8:20,True,"(0, 5, 18, 6)",20,"(19, 12)",True,arc-gen
False,True,"(0, 0, 24, 16)",5,0:15:8->0 5:15:0->8 7:16:0->8 10:0:9->0 11:0:0->9 24:16:8->0,6,8->0:2 0->8:2 9->0:1 0->9:1,132,0:393 6:18 8:20 9:19,"(0, 0, 24, 17)",57,"(25, 18)",0:393 6:18 8:20 9:19,True,"(5, 0, 19, 17)",57,"(25, 18)",True,arc-gen
False,True,"(2, 1, 23, 21)",20,2:9:6->0 2:10:0->6 3:6:0->4 3:15:4->0 4:3:6->0 4:10:0->6 4:20:9->0 5:7:2->0 5:17:0->2 6:19:0->2 6:21:2->0 7:8:6->0 7:10:0->6 11:9:2->0 11:17:0->2 16:1:4->0 16:4:0->4 18:14:2->0 18:17:0->2 23:7:2->0 23:17:0->2,21,2->0:5 0->2:5 6->0:3 0->6:3 0->4:2 4->0:2 9->0:1,133,0:469 2:29 4:26 6:27 9:1,"(0, 1, 23, 21)",83,"(24, 23)",0:470 2:29 4:26 6:27,False,"(0, 4, 23, 19)",82,"(24, 23)",True,arc-gen
False,True,"(1, 1, 27, 24)",17,1:23:9->0 2:15:4->0 3:3:7->0 3:24:9->0 4:23:0->9 4:24:0->9 6:1:0->9 12:3:0->7 14:11:0->7 14:16:0->7 15:24:8->0 17:24:4->0 18:1:9->0 21:24:0->8 23:21:0->8 24:4:4->0 25:11:7->0 25:21:8->0 27:16:7->0,19,9->0:3 4->0:3 7->0:3 0->9:3 0->7:3 8->0:2 0->8:2,134,0:665 4:3 7:29 8:28 9:29,"(1, 0, 27, 25)",89,"(29, 26)",0:668 7:29 8:28 9:29,True,"(4, 0, 23, 25)",86,"(29, 26)",True,arc-gen
False,True,"(9, 6, 21, 10)",4,9:10:9->0 11:10:0->9 13:6:0->9 21:6:9->0,4,9->0:2 0->9:2,135,0:245 1:13 5:13 9:15,"(5, 0, 21, 12)",41,"(22, 13)",0:245 1:13 5:13 9:15,True,"(5, 0, 18, 12)",41,"(22, 13)",True,arc-gen
False,True,"(1, 0, 20, 18)",8,1:11:2->0 2:3:5->0 2:5:0->5 10:0:2->0 19:16:0->8 19:18:8->0 20:7:0->5 20:11:5->0,8,2->0:2 5->0:2 0->5:2 0->8:1 8->0:1,136,0:470 2:2 5:27 8:26,"(0, 0, 24, 18)",55,"(25, 21)",0:472 5:27 8:26,True,"(0, 5, 24, 16)",53,"(25, 21)",True,arc-gen
False,True,"(0, 0, 10, 23)",7,0:11:7->0 4:1:5->0 4:13:0->5 6:16:7->0 7:22:0->9 7:23:9->0 10:0:5->0 10:13:0->5,8,7->0:2 5->0:2 0->5:2 0->9:1 9->0:1,137,0:370 5:17 7:2 8:15 9:16,"(0, 0, 14, 23)",50,"(15, 28)",0:372 5:17 8:15 9:16,True,"(0, 5, 14, 22)",48,"(15, 28)",True,arc-gen
False,True,"(0, 0, 28, 29)",20,0:11:8->0 2:9:7->0 5:9:0->7 7:6:0->7 7:7:0->7 7:11:0->7 7:28:0->7 10:28:7->0 11:20:9->0 13:16:8->0 16:5:0->6 19:6:7->0 20:5:6->0 20:29:9->0 22:20:0->9 22:29:0->9 24:23:0->9 26:23:9->0 27:11:7->0 28:0:8->0 28:7:7->0,21,7->0:5 0->7:5 8->0:3 9->0:3 0->9:3 0->6:1 6->0:1,138,0:768 6:31 7:35 8:3 9:33,"(0, 0, 28, 29)",102,"(29, 30)",0:771 6:31 7:35 9:33,False,"(5, 0, 24, 29)",99,"(29, 30)",True,arc-gen
False,True,"(0, 1, 27, 24)",15,0:20:8->0 1:6:7->0 2:1:7->0 4:1:0->7 4:6:0->7 11:18:6->0 13:18:0->6 15:5:0->6 15:24:0->6 18:3:4->0 20:20:0->8 22:3:0->8 26:5:6->0 26:24:6->0 27:3:8->0,15,6->0:3 0->6:3 8->0:2 7->0:2 0->7:2 0->8:2 4->0:1,139,0:642 4:1 6:29 7:28 8:28,"(0, 0, 27, 25)",86,"(28, 26)",0:643 6:29 7:28 8:28,True,"(4, 0, 22, 25)",85,"(28, 26)",True,arc-gen
False,True,"(15, 0, 28, 10)",6,15:2:2->0 15:8:4->0 15:10:0->4 26:0:2->0 28:0:4->0 28:10:0->4,6,2->0:2 4->0:2 0->4:2,140,0:518 2:2 4:31 5:29 9:29,"(0, 0, 28, 17)",91,"(29, 21)",0:520 4:31 5:29 9:29,True,"(0, 4, 28, 17)",89,"(29, 21)",True,arc-gen
False,True,"(2, 0, 23, 29)",20,2:0:9->0 3:10:5->0 3:26:8->0 3:29:5->0 7:15:0->1 7:16:0->1 7:20:0->1 9:8:9->0 9:16:5->0 11:16:8->0 11:20:1->0 12:0:0->9 12:8:0->9 14:2:0->9 16:7:8->0 17:15:1->0 18:16:1->0 20:7:0->8 20:16:0->8 20:26:0->8 23:2:9->0,21,9->0:3 5->0:3 8->0:3 0->1:3 1->0:3 0->9:3 0->8:3,141,0:708 1:33 5:3 8:33 9:33,"(2, 0, 23, 29)",102,"(27, 30)",0:711 1:33 8:33 9:33,False,"(6, 0, 21, 29)",99,"(27, 30)",True,arc-gen
False,True,"(0, 3, 15, 21)",13,0:19:8->0 1:17:7->0 2:17:0->7 4:3:0->7 4:5:0->7 4:15:0->7 5:18:8->0 6:5:7->0 6:8:6->0 7:3:7->0 7:4:6->0 7:15:7->0 8:21:8->0 9:18:0->8 9:19:0->8 9:21:0->8 15:9:6->0,17,7->0:4 0->7:4 8->0:3 6->0:3 0->8:3,142,0:396 6:3 7:33 8:32,"(0, 0, 15, 28)",68,"(16, 29)",0:399 7:33 8:32,True,"(2, 0, 10, 28)",65,"(16, 29)",True,arc-gen
False,True,"(2, 0, 29, 10)",11,2:6:8->0 3:0:6->0 3:10:8->0 5:0:0->6 13:5:0->4 16:0:8->0 25:5:4->0 26:0:0->8 26:6:0->8 26:10:0->8 29:5:3->0,11,8->0:3 0->8:3 6->0:1 0->6:1 0->4:1 4->0:1 3->0:1,143,0:384 3:1 4:16 6:16 7:15 8:18,"(2, 0, 29, 14)",66,"(30, 15)",0:385 4:16 6:16 7:15 8:18,True,"(5, 0, 27, 14)",65,"(30, 15)",True,arc-gen
False,True,"(3, 6, 13, 6)",3,3:6:3->0 10:6:0->3 13:6:9->0,3,3->0:1 0->3:1 9->0:1,144,0:193 3:16 6:15 9:1,"(3, 0, 13, 14)",32,"(15, 15)",0:194 3:16 6:15,True,"(5, 0, 11, 14)",31,"(15, 15)",True,arc-gen
False,True,"(1, 5, 20, 27)",7,1:27:4->0 6:16:6->0 8:8:6->0 15:7:6->0 16:9:4->0 17:9:0->4 17:27:0->4 20:5:6->0,8,6->0:4 4->0:2 0->4:2,145,0:545 4:31 5:29 6:4 8:29,"(1, 0, 20, 28)",93,"(22, 29)",0:549 4:31 5:29 8:29,True,"(4, 0, 18, 28)",89,"(22, 29)",True,arc-gen
False,True,"(0, 0, 15, 23)",12,0:0:9->0 0:17:0->9 1:1:1->0 1:2:0->1 4:8:8->0 5:4:0->1 5:21:1->0 9:19:0->9 9:23:9->0 10:4:0->1 10:14:1->0 15:4:0->1 15:16:1->0,13,1->0:4 0->1:4 9->0:2 0->9:2 8->0:1,146,0:455 1:25 5:21 8:1 9:23,"(0, 0, 20, 23)",70,"(21, 25)",0:456 1:25 5:21 9:23,True,"(0, 2, 20, 19)",69,"(21, 25)",True,arc-gen
False,True,"(1, 2, 15, 18)",9,1:7:0->2 1:10:2->0 8:2:2->0 8:5:0->2 8:15:0->9 8:18:9->0 12:7:0->2 12:9:2->0 15:17:7->0,9,0->2:3 2->0:3 0->9:1 9->0:1 7->0:1,147,0:403 2:27 7:1 9:25,"(0, 2, 23, 18)",53,"(24, 19)",0:404 2:27 9:25,True,"(0, 5, 23, 15)",52,"(24, 19)",True,arc-gen
False,True,"(1, 1, 12, 26)",10,1:8:3->0 4:9:5->0 4:10:0->5 5:6:0->1 5:21:0->4 5:22:1->0 5:26:4->0 9:24:3->0 11:1:5->0 11:10:0->5 12:7:4->0 12:19:0->4,12,3->0:2 5->0:2 0->5:2 0->4:2 4->0:2 0->1:1 1->0:1,148,0:418 1:18 3:2 4:19 5:19,"(0, 1, 16, 26)",58,"(17, 28)",0:420 1:18 4:19 5:19,True,"(0, 5, 16, 21)",56,"(17, 28)",True,arc-gen
False,True,"(7, 0, 17, 23)",6,7:0:0->1 7:12:0->1 10:0:1->0 11:0:2->0 11:12:1->0 14:0:0->2 16:23:0->2 17:23:2->0,8,0->1:2 1->0:2 2->0:2 0->2:2,149,0:421 1:27 2:27,"(6, 0, 17, 24)",54,"(19, 25)",0:421 1:27 2:27,True,"(6, 0, 16, 24)",54,"(19, 25)",True,arc-gen
False,True,"(1, 0, 11, 12)",9,1:0:5->0 1:3:0->5 3:5:0->5 3:6:5->0 6:8:4->0 8:5:0->5 8:12:5->0 10:0:4->0 11:5:0->5 11:11:5->0,10,5->0:4 0->5:4 4->0:2,150,0:138 4:2 5:16,"(0, 0, 11, 12)",18,"(12, 13)",0:140 5:16,True,"(0, 3, 11, 5)",16,"(12, 13)",True,arc-gen
False,True,"(1, 2, 10, 19)",8,1:2:6->0 1:9:2->0 1:13:0->6 1:19:0->2 9:4:2->0 9:19:0->2 10:15:0->6 10:18:6->0,8,6->0:2 2->0:2 0->6:2 0->2:2,151,0:336 2:19 4:17 6:19,"(0, 2, 16, 20)",55,"(17, 23)",0:336 2:19 4:17 6:19,True,"(0, 6, 16, 20)",55,"(17, 23)",True,arc-gen
False,True,"(4, 0, 16, 28)",13,4:13:0->9 4:22:0->9 4:27:0->9 5:0:8->0 6:0:5->0 6:25:5->0 7:28:8->0 8:0:0->8 8:28:0->8 10:7:0->8 12:22:9->0 14:7:8->0 14:22:5->0 15:13:9->0 16:27:9->0,15,0->9:3 8->0:3 5->0:3 0->8:3 9->0:3,152,0:426 5:3 8:32 9:32,"(3, 0, 16, 28)",67,"(17, 29)",0:429 8:32 9:32,True,"(3, 0, 10, 28)",64,"(17, 29)",True,arc-gen
False,True,"(6, 11, 12, 11)",2,6:11:3->0 12:11:3->0,2,3->0:2,153,0:250 1:21 3:2,"(0, 6, 20, 11)",23,"(21, 13)",0:252 1:21,True,"(0, 6, 20, 6)",21,"(21, 13)",True,arc-gen
False,True,"(9, 1, 20, 4)",3,9:4:6->0 10:1:6->0 20:3:6->0,3,6->0:3,154,0:309 4:26 6:3,"(0, 1, 25, 6)",29,"(26, 13)",0:312 4:26,True,"(0, 6, 25, 6)",26,"(26, 13)",True,arc-gen
False,True,"(7, 0, 14, 12)",5,7:3:6->0 7:12:0->6 13:11:8->0 14:0:2->0 14:4:0->2,5,6->0:1 0->6:1 8->0:1 2->0:1 0->2:1,155,0:537 2:28 3:27 6:28 8:1,"(0, 0, 26, 20)",84,"(27, 23)",0:538 2:28 3:27 6:28,True,"(0, 4, 26, 20)",83,"(27, 23)",True,arc-gen
False,True,"(0, 0, 25, 14)",12,0:0:1->0 1:1:1->0 7:4:0->6 7:10:6->0 10:6:1->0 12:10:9->0 12:11:0->9 13:14:1->0 21:4:0->6 21:6:6->0 21:8:9->0 21:11:0->9 25:4:0->6 25:5:6->0,14,1->0:4 0->6:3 6->0:3 9->0:2 0->9:2,156,0:441 1:4 6:33 9:32,"(0, 0, 29, 14)",69,"(30, 17)",0:445 6:33 9:32,True,"(0, 3, 29, 12)",65,"(30, 17)",True,arc-gen
False,True,"(0, 0, 20, 15)",10,0:0:4->0 2:1:6->0 2:5:0->6 4:8:3->0 4:11:0->3 9:8:3->0 9:11:0->3 16:15:4->0 20:1:6->0 20:5:0->6,10,4->0:2 6->0:2 0->6:2 3->0:2 0->3:2,157,0:400 3:31 4:2 6:31,"(0, 0, 28, 15)",64,"(29, 16)",0:402 3:31 6:31,True,"(0, 5, 28, 12)",62,"(29, 16)",True,arc-gen
False,True,"(9, 3, 18, 13)",5,9:3:5->0 10:13:5->0 13:3:0->5 13:13:0->5 18:11:4->0,5,5->0:2 0->5:2 4->0:1,158,0:501 1:28 4:1 5:30,"(5, 0, 18, 27)",59,"(20, 28)",0:502 1:28 5:30,True,"(5, 0, 14, 27)",58,"(20, 28)",True,arc-gen
False,True,"(4, 0, 21, 25)",9,4:20:0->1 5:5:7->0 6:4:7->0 8:0:9->0 8:14:9->0 8:25:3->0 9:0:0->9 9:14:0->9 15:4:0->7 15:5:0->7 18:19:3->0 18:20:1->0 21:5:3->0,13,3->0:3 7->0:2 9->0:2 0->9:2 0->7:2 0->1:1 1->0:1,159,0:640 1:28 3:3 5:27 7:29 9:29,"(3, 0, 24, 26)",116,"(28, 27)",0:643 1:28 5:27 7:29 9:29,True,"(3, 0, 24, 26)",113,"(28, 27)",True,arc-gen
False,True,"(2, 4, 15, 11)",11,2:8:1->0 2:11:0->1 3:4:0->9 3:9:9->0 6:4:0->9 6:5:9->0 7:6:1->0 7:11:0->1 13:6:1->0 13:11:0->1 15:4:0->9 15:5:7->0 15:10:9->0,13,1->0:3 0->1:3 0->9:3 9->0:3 7->0:1,160,0:191 1:21 7:1 9:21,"(0, 3, 17, 12)",43,"(18, 13)",0:192 1:21 9:21,True,"(0, 3, 17, 12)",42,"(18, 13)",True,arc-gen
False,True,"(0, 0, 14, 18)",13,0:1:8->0 0:2:0->8 0:15:3->0 3:0:5->0 3:18:0->5 4:6:5->0 4:18:0->5 5:1:3->0 7:9:1->0 7:11:0->1 8:4:0->8 8:15:8->0 10:17:5->0 10:18:0->5 14:8:5->0 14:18:0->5,16,5->0:4 0->5:4 8->0:2 0->8:2 3->0:2 1->0:1 0->1:1,161,0:246 1:16 3:2 5:19 8:17,"(0, 0, 14, 19)",54,"(15, 20)",0:248 1:16 5:19 8:17,True,"(0, 2, 14, 19)",52,"(15, 20)",True,arc-gen
False,True,"(5, 3, 12, 13)",6,5:3:0->4 7:13:1->0 9:3:4->0 11:3:1->0 11:10:1->0 12:3:0->1 12:10:0->1 12:13:0->1,8,1->0:3 0->1:3 0->4:1 4->0:1,162,0:269 1:24 4:22,"(4, 0, 13, 20)",46,"(15, 21)",0:269 1:24 4:22,True,"(4, 0, 13, 20)",46,"(15, 21)",True,arc-gen
False,True,"(1, 0, 19, 14)",10,1:6:5->0 1:7:1->0 1:9:0->5 8:1:3->0 8:2:0->3 9:4:0->3 9:8:3->0 14:11:0->5 14:14:5->0 17:0:3->0 17:2:0->3 19:7:1->0,12,3->0:3 0->3:3 5->0:2 1->0:2 0->5:2,163,0:292 1:2 3:26 5:25,"(0, 0, 22, 14)",53,"(23, 15)",0:294 3:26 5:25,True,"(0, 2, 22, 11)",51,"(23, 15)",True,arc-gen
False,True,"(0, 0, 20, 22)",19,0:9:1->0 0:18:2->0 0:21:3->0 1:22:2->0 2:3:7->0 2:9:2->0 4:3:0->7 6:6:0->7 6:12:0->7 8:21:2->0 11:21:0->3 13:11:0->3 13:16:0->3 13:19:0->3 14:6:7->0 14:11:3->0 14:12:7->0 16:0:2->0 17:9:0->1 20:16:3->0 20:19:3->0,21,2->0:5 3->0:4 0->3:4 7->0:3 0->7:3 1->0:1 0->1:1,164,0:491 1:29 2:5 3:32 7:31,"(0, 0, 20, 27)",97,"(21, 28)",0:496 1:29 3:32 7:31,False,"(4, 0, 18, 27)",92,"(21, 28)",True,arc-gen
False,True,"(2, 7, 9, 25)",6,2:7:8->0 2:25:8->0 3:7:0->8 3:25:0->8 5:24:0->8 6:16:2->0 9:21:2->0 9:24:8->0,8,8->0:3 0->8:3 2->0:2,165,0:319 2:2 7:27 8:30,"(2, 0, 12, 26)",59,"(14, 27)",0:321 7:27 8:30,True,"(3, 0, 12, 26)",57,"(14, 27)",True,arc-gen
False,True,"(4, 6, 24, 18)",9,4:12:0->7 7:6:5->0 13:12:7->0 14:13:5->0 14:18:5->0 22:8:3->0 24:6:0->5 24:13:0->5 24:18:0->5,9,5->0:3 0->5:3 0->7:1 7->0:1 3->0:1,166,0:593 2:23 3:1 5:26 7:24 8:23,"(3, 0, 25, 22)",97,"(30, 23)",0:594 2:23 5:26 7:24 8:23,True,"(3, 0, 25, 22)",96,"(30, 23)",True,arc-gen
False,True,"(11, 0, 26, 11)",6,11:3:3->0 15:0:2->0 15:4:0->2 23:7:3->0 26:3:4->0 26:11:0->4,6,3->0:2 2->0:1 0->2:1 4->0:1 0->4:1,167,0:431 2:30 3:2 4:30,"(0, 0, 28, 12)",62,"(29, 17)",0:433 2:30 4:30,True,"(0, 4, 28, 12)",60,"(29, 17)",True,arc-gen
False,True,"(4, 4, 17, 11)",5,4:7:5->0 4:11:0->5 11:4:0->8 11:5:8->0 17:4:0->8 17:9:8->0,6,0->8:2 8->0:2 5->0:1 0->5:1,168,0:357 5:19 6:18 8:20,"(0, 3, 17, 20)",57,"(18, 23)",0:357 5:19 6:18 8:20,True,"(0, 3, 17, 20)",57,"(18, 23)",True,arc-gen
False,True,"(1, 0, 13, 26)",10,1:16:4->0 2:25:4->0 5:7:0->6 5:19:6->0 6:3:6->0 6:5:0->6 9:7:0->6 9:17:6->0 12:0:2->0 12:26:0->2 13:0:2->0 13:26:0->2,12,0->6:3 6->0:3 4->0:2 2->0:2 0->2:2,169,0:329 1:14 2:16 3:14 4:2 6:17,"(0, 0, 13, 27)",63,"(14, 28)",0:331 1:14 2:16 3:14 6:17,True,"(0, 5, 13, 27)",61,"(14, 28)",True,arc-gen
False,True,"(1, 2, 12, 22)",12,1:3:4->0 1:4:0->4 2:12:0->1 2:20:1->0 4:6:0->4 4:13:4->0 4:22:8->0 6:19:0->5 6:22:5->0 8:12:0->1 8:20:1->0 12:2:1->0 12:10:0->1,13,0->1:3 1->0:3 4->0:2 0->4:2 8->0:1 0->5:1 5->0:1,170,0:329 1:19 4:18 5:17 8:1,"(0, 2, 15, 22)",55,"(16, 24)",0:330 1:19 4:18 5:17,True,"(0, 4, 15, 19)",54,"(16, 24)",True,arc-gen
False,True,"(3, 2, 17, 13)",4,3:2:8->0 7:13:0->3 12:2:0->8 17:13:3->0,4,8->0:1 0->3:1 0->8:1 3->0:1,171,0:253 3:16 8:16,"(3, 0, 17, 14)",32,"(19, 15)",0:253 3:16 8:16,True,"(6, 0, 13, 14)",32,"(19, 15)",True,arc-gen
False,True,"(2, 1, 23, 13)",6,2:12:0->4 2:13:4->0 10:6:0->8 10:9:8->0 20:1:1->0 23:2:8->0 23:4:0->8,7,0->8:2 8->0:2 0->4:1 4->0:1 1->0:1,172,0:360 1:1 4:29 8:30,"(0, 1, 27, 13)",60,"(28, 15)",0:361 4:29 8:30,True,"(0, 4, 27, 12)",59,"(28, 15)",True,arc-gen
False,True,"(2, 1, 8, 12)",5,2:1:6->0 2:4:0->6 4:10:5->0 4:12:0->5 8:10:3->0,5,6->0:1 0->6:1 5->0:1 0->5:1 3->0:1,173,0:141 3:1 5:13 6:13,"(0, 1, 11, 13)",27,"(12, 14)",0:142 5:13 6:13,True,"(0, 4, 11, 13)",26,"(12, 14)",True,arc-gen
False,True,"(5, 1, 5, 2)",1,5:1:2->0 5:2:0->2,2,2->0:1 0->2:1,174,0:139 2:15 3:14,"(0, 1, 13, 10)",29,"(14, 12)",0:139 2:15 3:14,True,"(0, 2, 13, 10)",29,"(14, 12)",True,arc-gen
False,True,"(0, 0, 13, 27)",13,0:0:7->0 0:21:1->0 0:23:0->7 3:16:1->0 4:1:1->0 5:4:0->4 5:27:4->0 11:6:5->0 11:8:1->0 11:9:0->5 12:4:0->4 12:5:6->0 12:17:0->6 12:21:4->0 13:16:1->0,15,1->0:5 0->4:2 4->0:2 7->0:1 0->7:1 5->0:1 0->5:1 6->0:1 0->6:1,175,0:350 1:5 4:17 5:16 6:16 7:16,"(0, 0, 14, 27)",70,"(15, 28)",0:355 4:17 5:16 6:16 7:16,True,"(0, 3, 14, 24)",65,"(15, 28)",True,arc-gen
False,True,"(1, 3, 10, 18)",8,1:12:3->0 3:13:2->0 3:14:0->2 6:3:4->0 6:4:3->0 6:5:0->4 9:16:0->2 9:18:2->0 10:9:3->0 10:11:2->0 10:14:0->2,11,3->0:3 2->0:3 0->2:3 4->0:1 0->4:1,176,0:293 2:18 3:3 4:16,"(0, 3, 14, 18)",37,"(15, 22)",0:296 2:18 4:16,True,"(0, 5, 14, 16)",34,"(15, 22)",True,arc-gen
False,True,"(8, 2, 21, 15)",5,8:12:0->2 8:15:2->0 18:12:0->2 18:15:2->0 21:2:5->0,5,0->2:2 2->0:2 5->0:1,177,0:372 1:25 2:27 5:1,"(0, 2, 24, 15)",53,"(25, 17)",0:373 1:25 2:27,True,"(0, 4, 24, 12)",52,"(25, 17)",True,arc-gen
False,True,"(0, 4, 28, 27)",16,0:27:7->0 1:12:5->0 6:24:0->2 8:14:8->0 8:24:2->0 10:7:9->0 10:19:8->0 13:27:0->7 15:20:0->7 18:4:5->0 19:4:0->5 19:12:0->5 23:24:8->0 25:14:0->8 25:19:0->8 25:24:0->8 28:20:7->0,17,8->0:3 0->8:3 7->0:2 5->0:2 0->7:2 0->5:2 0->2:1 2->0:1 9->0:1,178,0:691 2:29 5:30 7:30 8:31 9:1,"(0, 0, 28, 27)",121,"(29, 28)",0:692 2:29 5:30 7:30 8:31,True,"(5, 0, 26, 27)",120,"(29, 28)",True,arc-gen
False,True,"(8, 6, 10, 10)",4,8:6:0->2 8:10:2->0 10:6:0->2 10:8:2->0,4,0->2:2 2->0:2,179,0:152 2:16 3:14,"(0, 5, 13, 12)",30,"(14, 13)",0:152 2:16 3:14,True,"(0, 5, 13, 12)",30,"(14, 13)",True,arc-gen
False,True,"(2, 3, 27, 14)",13,2:9:4->0 6:8:0->2 6:11:0->2 7:3:6->0 8:10:8->0 11:3:0->6 15:14:4->0 18:8:2->0 20:9:0->4 20:14:0->4 24:11:7->0 26:11:2->0 27:10:0->8,13,4->0:2 0->2:2 2->0:2 0->4:2 6->0:1 8->0:1 0->6:1 7->0:1 0->8:1,180,0:383 2:17 4:17 6:16 7:1 8:16,"(2, 0, 28, 14)",67,"(30, 15)",0:384 2:17 4:17 6:16 8:16,True,"(5, 0, 28, 14)",66,"(30, 15)",True,arc-gen
False,True,"(0, 3, 19, 18)",9,0:18:4->0 3:18:0->4 6:7:5->0 8:5:9->0 8:6:5->0 9:3:2->0 12:6:0->5 12:7:0->5 14:11:0->5 17:11:5->0 19:3:0->2,11,5->0:3 0->5:3 4->0:1 0->4:1 9->0:1 2->0:1 0->2:1,181,0:569 2:26 4:26 5:28 9:1,"(0, 0, 20, 24)",81,"(26, 25)",0:570 2:26 4:26 5:28,True,"(3, 0, 20, 24)",80,"(26, 25)",True,arc-gen
False,True,"(3, 1, 20, 12)",8,3:5:0->2 3:10:2->0 8:6:1->0 8:12:0->1 13:1:5->0 13:2:2->0 13:3:0->2 16:1:1->0 16:12:0->1 20:11:1->0 20:12:0->1,11,1->0:3 0->1:3 0->2:2 2->0:2 5->0:1,182,0:390 1:25 2:24 5:1,"(0, 1, 21, 13)",50,"(22, 20)",0:391 1:25 2:24,True,"(0, 3, 21, 13)",49,"(22, 20)",True,arc-gen
False,True,"(4, 3, 14, 3)",4,4:3:0->1 7:3:3->0 9:3:0->3 14:3:1->0,4,0->1:1 3->0:1 0->3:1 1->0:1,183,0:232 1:19 3:19,"(3, 0, 14, 17)",38,"(15, 18)",0:232 1:19 3:19,True,"(3, 0, 10, 17)",38,"(15, 18)",True,arc-gen
False,True,"(10, 14, 12, 14)",2,10:14:6->0 12:14:0->6,2,6->0:1 0->6:1,184,0:311 1:26 6:27,"(6, 0, 13, 25)",53,"(14, 26)",0:311 1:26 6:27,True,"(6, 0, 13, 25)",53,"(14, 26)",True,arc-gen
False,True,"(2, 2, 13, 19)",6,2:9:6->0 2:19:9->0 3:18:9->0 4:2:2->0 4:6:9->0 5:2:0->2 13:9:0->6,7,9->0:3 6->0:1 2->0:1 0->2:1 0->6:1,185,0:294 2:24 6:24 9:3,"(2, 0, 14, 22)",51,"(15, 23)",0:297 2:24 6:24,True,"(5, 0, 14, 22)",48,"(15, 23)",True,arc-gen
False,True,"(1, 0, 20, 10)",10,1:8:2->0 6:3:0->6 9:0:3->0 11:0:0->3 14:2:4->0 15:10:2->0 18:8:4->0 19:3:6->0 20:2:0->4 20:8:0->4,10,2->0:2 4->0:2 0->4:2 0->6:1 3->0:1 0->3:1 6->0:1,186,0:294 2:2 3:13 4:14 6:13,"(1, 0, 21, 11)",42,"(28, 12)",0:296 3:13 4:14 6:13,True,"(5, 0, 21, 11)",40,"(28, 12)",True,arc-gen
