template_id,count,patch_shape,patch_cells,marker_color_count,marker_signature,estimated_kernel_params,lowering_role
T349,1,5x5,25,2,"{""markers"": [[7, [[0, 3], [1, 0], [1, 1]]], [9, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4]]]], ""nz"": [[0, 0",25,common_used_template
T350,1,4x6,24,2,"{""markers"": [[1, [[0, 0], [0, 1], [1, 0]]], [2, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]]], ""nz"": [[0, 0, 2], [0",24,distractor_or_rare
T351,1,2x5,10,2,"{""markers"": [[2, [[0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 3], [1, 4]]], [5, [[0, 0], [1, 2]]]], ""nz"": [[0, 0, 5], [0, 1, 2], [0, 2, 2], [0, 3, 2], [0, 4, 2], [1, 0, 2], [1, 1, 2], [1, 2, 5], [1, 3, 2], [1, 4, 2]], ""shape"": [2, 5",10,common_used_template
T352,1,2x4,8,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 2], [0, 3, 2], [1, 0, 2], [1, 1, 5], [1, 2, 2], [1, 3, 2]], ""shape"": [2, 4]}",8,common_used_template
T353,1,2x7,14,2,"{""markers"": [[4, [[0, 0], [1, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]]], ""nz"": [[0, 0, 4], [0, 1, 8], [0, 2, 8], [0, 3, 8], [0, 4, 8], [0, 5, 8], [0, 6, 8], [1, 0, 4], [1, 1",14,distractor_or_rare
T354,1,3x3,9,2,"{""markers"": [[1, [[0, 0], [2, 0], [2, 1]]], [8, [[0, 0], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 1], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [2, 0, 8], [2, 1, 1], [2, 2, 1]], ""shape"": [3, 3]}",9,distractor_or_rare
T355,1,2x5,10,2,"{""markers"": [[5, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 3], [1, 4]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 8], [0, 4, 8], [1, 0, 8], [1, 1, 8], [1, 2, 5], [1, 3, 8], [1, 4, 8]], ""shape"": [2, 5",10,common_used_template
T356,1,3x5,15,2,"{""markers"": [[3, [[0, 0]]], [7, [[0, 0], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4]]]], ""nz"": [[0, 0, 7], [0, 1, 3], [0, 2, 7], [0, 3, 7], [0, 4, 7], [1, 0, 7], [1, 1, 7], [1, 2, 7",15,common_used_template
T357,1,2x3,6,2,"{""markers"": [[3, [[0, 0], [1, 0], [1, 2]]], [7, [[0, 0], [0, 1], [1, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 7], [0, 2, 7], [1, 0, 3], [1, 1, 7], [1, 2, 3]], ""shape"": [2, 3]}",6,distractor_or_rare
T358,1,3x4,12,2,"{""markers"": [[3, [[0, 0], [1, 1]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3], [2, 0], [2, 1], [2, 3]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [0, 2, 7], [0, 3, 7], [1, 0, 7], [1, 1, 3], [1, 2, 7], [1, 3, 7], [2, 0, 7], [2, 1, 7],",12,common_used_template
T359,1,5x2,10,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 1]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 3], [2, 1, 3], [3, 0, 3], [3, 1, 3], [4, 0, 5], [4, 1, 3]], ""shape"": [5, 2",10,common_used_template
T360,1,6x5,30,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [4, 0], [4, 1], [4, 2], [4, 3], [4, 4], [5, 0], [5, 1], [5, 2]",30,common_used_template
T361,1,5x7,35,2,"{""markers"": [[1, [[0, 6], [1, 0], [1, 4]]], [3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 1], [1, 2], [1, 3], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5],",35,common_used_template
T362,1,4x4,16,2,"{""markers"": [[1, [[0, 0]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 2], [3, 3]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], ",16,common_used_template
T363,1,4x3,12,2,"{""markers"": [[2, [[0, 2], [1, 0], [1, 2]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [3, 1]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2, 8], [2, 0, 8], [2, 1, 8], [2, 2, 2], [3, 0, 2],",12,distractor_or_rare
T364,1,3x2,6,2,"{""markers"": [[5, [[0, 0], [1, 1]]], [8, [[0, 0], [0, 1], [1, 1], [2, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [1, 0, 5], [1, 1, 8], [2, 0, 8], [2, 1, 5]], ""shape"": [3, 2]}",6,common_used_template
T365,1,3x3,9,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 1], [2, 0], [2, 1], [2, 2]]], [5, [[0, 0], [0, 2]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, 0, 5], [1, 1, 3], [1, 2, 5], [2, 0, 3], [2, 1, 3], [2, 2, 3]], ""shape"": [3, 3]}",9,distractor_or_rare
T366,1,2x2,4,2,"{""markers"": [[1, [[0, 0], [1, 0], [1, 1]]], [3, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 3], [1, 0, 1], [1, 1, 1]], ""shape"": [2, 2]}",4,distractor_or_rare
T367,1,4x2,8,2,"{""markers"": [[3, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 1], [3, 0], [3, 1]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [1, 0, 3], [1, 1, 3], [2, 0, 6], [2, 1, 3], [3, 0, 3], [3, 1, 3]], ""shape"": [4, 2]}",8,common_used_template
T368,1,2x6,12,2,"{""markers"": [[6, [[0, 0]]], [9, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [0, 3, 9], [0, 4, 9], [0, 5, 9], [1, 0, 9], [1, 1, 9], [1, 2, 9], [1, 3, 9],",12,common_used_template
T369,1,5x3,15,2,"{""markers"": [[1, [[0, 1], [1, 0], [2, 2]]], [9, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 2], [2, 1], [2, 2], [3, 0], [3, 1], [4, 0], [4, 1], [4, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [1, 0, 9], [1, 1, 1], [1, 2, 9], [2, 0, 1], [2, 1, 9",15,distractor_or_rare
T370,1,2x4,8,2,"{""markers"": [[2, [[0, 1], [1, 0]]], [9, [[0, 0], [0, 2], [0, 3], [1, 1], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 9], [0, 1, 2], [0, 2, 9], [0, 3, 9], [1, 0, 2], [1, 1, 9], [1, 2, 9], [1, 3, 9]], ""shape"": [2, 4]}",8,distractor_or_rare
T371,1,4x2,8,2,"{""markers"": [[5, [[0, 0], [0, 1]]], [7, [[0, 0], [0, 1], [2, 0], [2, 1], [3, 0], [3, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [1, 0, 5], [1, 1, 5], [2, 0, 7], [2, 1, 7], [3, 0, 7], [3, 1, 7]], ""shape"": [4, 2]}",8,distractor_or_rare
T372,1,7x6,42,2,"{""markers"": [[4, [[0, 0]]], [7, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5], [4, 0], [4, 1],",42,common_used_template
T373,1,2x2,4,2,"{""markers"": [[1, [[0, 0], [1, 0], [1, 1]]], [5, [[0, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 5], [1, 0, 1], [1, 1, 1]], ""shape"": [2, 2]}",4,common_used_template
T374,1,5x3,15,2,"{""markers"": [[1, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]], [2, [[0, 0], [0, 1]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 1], [1, 0, 1], [1, 1, 1], [1, 2, 1], [2, 0, 1], [2, 1, 2",15,distractor_or_rare
T375,1,3x3,9,2,"{""markers"": [[1, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1]]], [9, [[0, 0], [1, 0], [2, 0]]]], ""nz"": [[0, 0, 1], [0, 1, 1], [0, 2, 9], [1, 0, 1], [1, 1, 1], [1, 2, 9], [2, 0, 1], [2, 1, 1], [2, 2, 9]], ""shape"": [3, 3]}",9,common_used_template
T376,1,7x4,28,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 2], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3], [4, 0], [4, 1], [4, 2], [4, 3], [5, 1], [5, 2], [5, 3], [6, 0], [6, 1], [6, 2], [6, 3]]], [5, [[0, 1],",28,distractor_or_rare
T377,1,6x2,12,2,"{""markers"": [[2, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [5, 0], [5, 1]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [1, 0, 2], [1, 1, 2], [2, 0, 2], [2, 1, 2], [3, 0, 2], [3, 1, 2], [4, 0, 2], [4, 1, 6],",12,common_used_template
T378,1,2x4,8,2,"{""markers"": [[3, [[0, 0], [0, 3], [1, 1], [1, 2], [1, 3]]], [7, [[0, 1], [0, 2], [1, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 7], [0, 2, 7], [0, 3, 3], [1, 0, 7], [1, 1, 3], [1, 2, 3], [1, 3, 3]], ""shape"": [2, 4]}",8,distractor_or_rare
T379,1,3x6,18,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5]]], [6, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [0, 3, 3], [0, 4, 3], [0, 5,",18,common_used_template
T380,1,6x6,36,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 4], [3, 5], [4, 0], [4, 1], [4, 3], [4, 4], [4, 5]",36,distractor_or_rare
T381,1,2x2,4,2,"{""markers"": [[2, [[0, 0], [1, 0], [1, 1]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 9], [1, 0, 2], [1, 1, 2]], ""shape"": [2, 2]}",4,distractor_or_rare
T382,1,5x3,15,2,"{""markers"": [[3, [[0, 0]]], [9, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [1, 0, 9], [1, 1, 3], [1, 2, 9], [2, 0, 9], [2, 1, 9",15,common_used_template
T383,1,3x7,21,2,"{""markers"": [[5, [[0, 0], [1, 0]]], [9, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [0, ",21,distractor_or_rare
T384,1,6x2,12,2,"{""markers"": [[5, [[0, 1], [1, 0]]], [7, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [4, 1], [5, 0], [5, 1]]]], ""nz"": [[0, 0, 7], [0, 1, 7], [1, 0, 7], [1, 1, 7], [2, 0, 7], [2, 1, 7], [3, 0, 7], [3, 1, 5], [4, 0, 5], [4, 1, 7],",12,distractor_or_rare
T385,1,6x2,12,2,"{""markers"": [[2, [[0, 0]]], [7, [[0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 0], [5, 1]]]], ""nz"": [[0, 0, 2], [0, 1, 7], [1, 0, 7], [1, 1, 7], [2, 0, 7], [2, 1, 7], [3, 0, 7], [3, 1, 7], [4, 0, 7], [4, 1, 7],",12,common_used_template
T386,1,6x3,18,2,"{""markers"": [[1, [[0, 0], [3, 0], [3, 1]]], [8, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 0], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [1, 0, 8], [1, 1, 8], [1, 2,",18,common_used_template
T387,1,2x2,4,2,"{""markers"": [[5, [[0, 0]]], [8, [[0, 0], [0, 1], [1, 1]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [1, 0, 5], [1, 1, 8]], ""shape"": [2, 2]}",4,common_used_template
T388,1,2x4,8,2,"{""markers"": [[5, [[0, 0], [0, 3]]], [8, [[0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 5], [0, 1, 8], [0, 2, 8], [0, 3, 5], [1, 0, 8], [1, 1, 8], [1, 2, 8], [1, 3, 8]], ""shape"": [2, 4]}",8,common_used_template
T389,1,3x3,9,2,"{""markers"": [[2, [[0, 0], [1, 0], [1, 1]]], [4, [[0, 0], [0, 1], [0, 2], [1, 1], [1, 2], [2, 2]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, 0, 2], [1, 1, 4], [1, 2, 4], [2, 0, 2], [2, 1, 2], [2, 2, 4]], ""shape"": [3, 3]}",9,distractor_or_rare
T390,1,3x4,12,2,"{""markers"": [[4, [[0, 0], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [1, 3], [2, 0], [2, 1], [2, 3]]], [8, [[0, 0], [2, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 8], [0, 2, 4], [0, 3, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 4], [2, 0, 4], [2, 1, 4],",12,common_used_template
T391,1,2x3,6,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 2]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [1, 0, 4], [1, 1, 8], [1, 2, 4]], ""shape"": [2, 3]}",6,common_used_template
T392,1,7x2,14,2,"{""markers"": [[2, [[0, 0], [2, 0]]], [9, [[0, 0], [0, 1], [1, 0], [2, 0], [2, 1], [3, 0], [4, 0], [4, 1], [5, 0], [5, 1], [6, 0], [6, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [1, 0, 9], [1, 1, 2], [2, 0, 9], [2, 1, 9], [3, 0, 9], [3, 1, 2], [4, 0",14,distractor_or_rare
T393,1,4x4,16,2,"{""markers"": [[8, [[0, 0]]], [9, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 9], [0, 3, 9], [1, 0, 9], [1, 1, 9], [1, 2, 9], ",16,common_used_template
T394,1,4x2,8,2,"{""markers"": [[2, [[0, 0], [2, 1]]], [9, [[0, 1], [1, 0], [1, 1], [2, 0], [3, 0], [3, 1]]]], ""nz"": [[0, 0, 2], [0, 1, 9], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 2], [3, 0, 9], [3, 1, 9]], ""shape"": [4, 2]}",8,distractor_or_rare
T395,1,4x6,24,2,"{""markers"": [[7, [[0, 0]]], [9, [[0, 0], [0, 1], [0, 2], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]]], ""nz"": [[0, 0, 9], [0",24,common_used_template
T396,1,2x4,8,2,"{""markers"": [[8, [[0, 2], [1, 0], [1, 2]]], [9, [[0, 0], [0, 1], [0, 3], [1, 1], [1, 3]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [0, 2, 8], [0, 3, 9], [1, 0, 8], [1, 1, 9], [1, 2, 8], [1, 3, 9]], ""shape"": [2, 4]}",8,distractor_or_rare
T397,1,3x4,12,2,"{""markers"": [[2, [[0, 2], [1, 0]]], [4, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 2], [2, 0], [2, 2], [2, 3]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 2], [2, 0, 4], [2, 1, 2],",12,common_used_template
T398,1,2x4,8,2,"{""markers"": [[2, [[0, 0]]], [4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 2], [1, 0, 4], [1, 1, 4], [1, 2, 4], [1, 3, 4]], ""shape"": [2, 4]}",8,common_used_template
T399,1,4x2,8,2,"{""markers"": [[4, [[0, 0], [1, 0], [1, 1], [3, 0], [3, 1]]], [5, [[0, 1], [2, 0], [2, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 5], [1, 0, 4], [1, 1, 4], [2, 0, 5], [2, 1, 5], [3, 0, 4], [3, 1, 4]], ""shape"": [4, 2]}",8,common_used_template
T400,1,4x4,16,2,"{""markers"": [[3, [[0, 0]]], [4, [[0, 0], [0, 1], [0, 2], [0, 3], [1, 0], [1, 1], [1, 3], [2, 0], [2, 1], [2, 2], [2, 3], [3, 0], [3, 1], [3, 2], [3, 3]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [1, 0, 4], [1, 1, 4], [1, 2, 3], ",16,common_used_template
T401,1,3x7,21,2,"{""markers"": [[4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 3], [2, 4], [2, 5], [2, 6]]], [5, [[0, 0], [0, 1]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, ",21,common_used_template
T402,1,4x7,28,2,"{""markers"": [[1, [[0, 0], [0, 1]]], [9, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [0, 6], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [1, 6], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5], [2, 6], [3, 2], [3, 3], [3, 4], [3, 5],",28,common_used_template
T403,1,4x2,8,2,"{""markers"": [[1, [[0, 0]]], [9, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 9], [3, 0, 9], [3, 1, 1]], ""shape"": [4, 2]}",8,common_used_template
T404,1,4x2,8,2,"{""markers"": [[1, [[0, 1], [1, 0], [3, 0]]], [9, [[0, 0], [1, 1], [2, 0], [2, 1], [3, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 1], [1, 0, 1], [1, 1, 9], [2, 0, 9], [2, 1, 9], [3, 0, 1], [3, 1, 9]], ""shape"": [4, 2]}",8,common_used_template
T405,1,7x2,14,2,"{""markers"": [[5, [[0, 0]]], [9, [[0, 0], [0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 0], [4, 1], [5, 1], [6, 0], [6, 1]]]], ""nz"": [[0, 0, 9], [0, 1, 9], [1, 0, 9], [1, 1, 9], [2, 0, 9], [2, 1, 9], [3, 0, 9], [3, 1, 9], [4, 0",14,common_used_template
T406,1,2x2,4,2,"{""markers"": [[4, [[0, 0], [1, 1]]], [9, [[0, 1], [1, 0]]]], ""nz"": [[0, 0, 4], [0, 1, 9], [1, 0, 9], [1, 1, 4]], ""shape"": [2, 2]}",4,distractor_or_rare
T407,1,4x5,20,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 4]]], [4, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 2], [0, 3, 2], [",20,common_used_template
T408,1,6x2,12,2,"{""markers"": [[2, [[0, 1], [1, 0], [1, 1], [2, 0], [2, 1], [3, 0], [3, 1], [4, 1], [5, 0], [5, 1]]], [6, [[0, 0], [4, 0]]]], ""nz"": [[0, 0, 6], [0, 1, 2], [1, 0, 2], [1, 1, 2], [2, 0, 2], [2, 1, 2], [3, 0, 2], [3, 1, 2], [4, 0, 6], [4, 1, 2],",12,common_used_template
T409,1,2x5,10,2,"{""markers"": [[2, [[0, 0]]], [4, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 2], [1, 3], [1, 4]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 4], [0, 4, 4], [1, 0, 4], [1, 1, 2], [1, 2, 4], [1, 3, 4], [1, 4, 4]], ""shape"": [2, 5",10,common_used_template
T410,1,2x4,8,2,"{""markers"": [[3, [[0, 2], [1, 0]]], [4, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 2], [1, 3]]]], ""nz"": [[0, 0, 4], [0, 1, 4], [0, 2, 4], [0, 3, 3], [1, 0, 4], [1, 1, 3], [1, 2, 4], [1, 3, 4]], ""shape"": [2, 4]}",8,common_used_template
T411,1,3x5,15,2,"{""markers"": [[3, [[0, 1], [2, 0], [2, 4]]], [4, [[0, 0], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [2, 1], [2, 2], [2, 3]]]], ""nz"": [[0, 0, 4], [0, 1, 3], [0, 2, 4], [0, 3, 4], [0, 4, 4], [1, 0, 4], [1, 1, 4], [1, 2, 4",15,common_used_template
T412,1,3x6,18,2,"{""markers"": [[8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [2, 5]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 8], [0, 1, 8], [0, 2, 8], [0, 3, 8], [0, 4, 8], [0, 5,",18,common_used_template
T413,1,4x6,24,2,"{""markers"": [[5, [[0, 1], [1, 0], [1, 3]]], [8, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 3], [2, 4], [2, 5], [3, 0], [3, 2], [3, 3], [3, 5]]]], ""nz"": [[0, 0, 8], [0",24,common_used_template
T414,1,2x2,4,2,"{""markers"": [[6, [[0, 0], [1, 0]]], [8, [[0, 0], [1, 0]]]], ""nz"": [[0, 0, 6], [0, 1, 8], [1, 0, 6], [1, 1, 8]], ""shape"": [2, 2]}",4,distractor_or_rare
T415,1,2x6,12,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 5], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5]]], [8, [[0, 0]]]], ""nz"": [[0, 0, 2], [0, 1, 2], [0, 2, 2], [0, 3, 2], [0, 4, 8], [0, 5, 2], [1, 0, 2], [1, 1, 2], [1, 2, 2], [1, 3, 2],",12,common_used_template
T416,1,4x6,24,2,"{""markers"": [[2, [[0, 0], [0, 1], [0, 2], [0, 3], [0, 4], [1, 0], [1, 1], [1, 2], [1, 3], [1, 4], [1, 5], [2, 0], [2, 1], [2, 2], [2, 3], [2, 4], [3, 0], [3, 1], [3, 2], [3, 3], [3, 4], [3, 5]]], [9, [[0, 0], [2, 0]]]], ""nz"": [[0, 0, 2], [0",24,distractor_or_rare
T417,1,7x3,21,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 1], [1, 2], [2, 0], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2], [4, 0], [4, 1], [4, 2], [5, 0], [5, 1], [5, 2], [6, 0], [6, 2]]], [8, [[0, 0], [5, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, ",21,distractor_or_rare
T418,1,4x3,12,2,"{""markers"": [[3, [[0, 0], [0, 1], [0, 2], [1, 0], [1, 1], [1, 2], [2, 1], [2, 2], [3, 0], [3, 1], [3, 2]]], [9, [[0, 0]]]], ""nz"": [[0, 0, 3], [0, 1, 3], [0, 2, 3], [1, 0, 3], [1, 1, 3], [1, 2, 3], [2, 0, 9], [2, 1, 3], [2, 2, 3], [3, 0, 3],",12,common_used_template
T419,1,3x3,9,2,"{""markers"": [[3, [[0, 0], [0, 2], [1, 0], [1, 2], [2, 0], [2, 1]]], [8, [[0, 0], [1, 0], [2, 1]]]], ""nz"": [[0, 0, 3], [0, 1, 8], [0, 2, 3], [1, 0, 3], [1, 1, 8], [1, 2, 3], [2, 0, 3], [2, 1, 3], [2, 2, 8]], ""shape"": [3, 3]}",9,distractor_or_rare
