task_id,route,source,status,cost,local_points,file_bytes,node_count,initializer_count,initializer_params,op_counts,first_ops,compiler_lesson
290,crop_or_resize,massimilianoghiotto_6254,baseline,11708,15.631972352188223,4019,32,14,94,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 5, ""Clip"": 2, ""Conv"": 1, ""Equal"": 3, ""Gather"": 2, ""Greater"": 2, ""Mul"": 2, ""ReduceMax"": 3, ""Reshape"": 4, ""Slice"": 1, ""Where"": 3}",Conv Cast ReduceMax Reshape ReduceMax Reshape Greater Cast,not low-cost exemplar
345,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11716,15.631289292052376,11528,89,23,1856,"{""Add"": 19, ""Cast"": 12, ""Concat"": 2, ""Mul"": 10, ""Pad"": 12, ""Slice"": 22, ""Sub"": 12}",Slice Cast Slice Cast Slice Cast Mul Sub,not low-cost exemplar
41,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11769,15.626775765122337,2556,20,7,29,"{""And"": 2, ""ArgMax"": 2, ""Cast"": 4, ""Concat"": 1, ""Greater"": 1, ""GreaterOrEqual"": 1, ""LessOrEqual"": 1, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""Slice"": 1, ""Unsqueeze"": 3}",Slice ArgMax ArgMax ReduceMax Greater Cast Cast Unsqueeze,not low-cost exemplar
355,crop_or_resize,massimilianoghiotto_6254,baseline,11795,15.624569008158225,5198,41,12,89,"{""Add"": 2, ""And"": 2, ""ArgMax"": 6, ""Cast"": 9, ""Equal"": 2, ""Gather"": 1, ""Greater"": 3, ""Less"": 2, ""MatMulInteger"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceMin"": 1, ""ReduceSum"": 1, ""Squeeze"": 1, ""Sub"": 2, ""Where"": 4}",ReduceSum Cast Greater Where ReduceMin Equal Cast ArgMax,not low-cost exemplar
362,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11939,15.612434368654611,2634,28,11,45,"{""ArgMax"": 2, ""Cast"": 6, ""Concat"": 1, ""Equal"": 2, ""Gather"": 1, ""Greater"": 2, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceSum"": 3, ""Slice"": 1, ""Sub"": 2, ""Sum"": 2, ""Where"": 2}",Slice Cast Gather Cast ReduceSum ReduceSum ReduceSum Greater,not low-cost exemplar
30,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,11998,15.607504751786962,5853,64,19,170,"{""Add"": 6, ""And"": 3, ""Cast"": 10, ""Concat"": 1, ""Gather"": 3, ""GreaterOrEqual"": 3, ""Less"": 3, ""Max"": 3, ""Min"": 3, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceMin"": 3, ""Reshape"": 3, ""Slice"": 4, ""Sub"": 4, ""Sum"": 2, ""Where"": 6}",Slice Cast Slice Cast Slice Cast Slice Cast,not low-cost exemplar
250,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12141,15.595656566456025,9660,129,19,69,"{""And"": 48, ""Cast"": 14, ""Conv"": 1, ""Equal"": 9, ""Greater"": 16, ""Less"": 2, ""Mul"": 1, ""Or"": 11, ""Pad"": 1, ""ReduceSum"": 14, ""Slice"": 2, ""Sub"": 2, ""Sum"": 5, ""Where"": 3}",Slice Cast Slice Cast Greater Conv Greater Where,not low-cost exemplar
342,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,12153,15.5946686681292,4213,40,16,237,"{""And"": 4, ""Cast"": 3, ""Conv"": 5, ""Equal"": 1, ""Greater"": 3, ""Less"": 2, ""Mul"": 3, ""Pad"": 1, ""ReduceSum"": 6, ""Slice"": 2, ""Sum"": 3, ""Where"": 7}",Slice Cast Slice Cast Conv Conv Greater Cast,not low-cost exemplar
295,crop_or_resize,vyanktesh_multi_source_output,baseline,12190,15.591628777524683,2145,22,11,65,"{""Cast"": 3, ""Conv"": 1, ""Greater"": 1, ""Less"": 3, ""Mul"": 4, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 1, ""Sub"": 1, ""Sum"": 2, ""Where"": 2}",Slice Cast ReduceSum Mul Conv ReduceSum ReduceSum Greater,not low-cost exemplar
134,crop_or_resize,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,12380,15.576162453761413,9392,75,26,80,"{""Add"": 8, ""And"": 2, ""ArgMax"": 5, ""Cast"": 5, ""Div"": 1, ""Equal"": 6, ""Gather"": 6, ""Greater"": 1, ""Less"": 3, ""MaxPool"": 5, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 3, ""Reshape"": 6, ""Slice"": 6, ""Sub"": 6, ""Where"": 8}",ReduceMax ReduceMax ArgMax ArgMax Slice Slice ReduceMax ArgMax,not low-cost exemplar
260,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12474,15.568598242913932,2879,28,15,142,"{""And"": 2, ""Cast"": 2, ""Equal"": 3, ""Greater"": 3, ""Less"": 1, ""Mul"": 1, ""Or"": 2, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceMin"": 1, ""Slice"": 2, ""Sub"": 1, ""Sum"": 1, ""Where"": 4}",Slice Cast Slice Cast Mul ReduceMax ReduceMax Greater,not low-cost exemplar
68,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12589,15.55942130423374,2203,24,11,27,"{""Cast"": 1, ""Concat"": 1, ""Conv"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Relu"": 4, ""Slice"": 4, ""Sub"": 5, ""Sum"": 3}",Slice Cast ReduceSum Sub Sub Relu Relu Relu,not low-cost exemplar
102,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12607,15.55799250576873,7489,48,26,532,"{""And"": 2, ""Cast"": 9, ""Concat"": 2, ""Conv"": 6, ""ConvTranspose"": 6, ""Greater"": 12, ""Not"": 1, ""Or"": 6, ""Pad"": 2, ""Slice"": 2}",Slice Slice Cast Cast Concat Cast Pad Conv,not low-cost exemplar
12,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,12639,15.555457449352874,2599,15,13,102,"{""Constant"": 1, ""Conv"": 5, ""Equal"": 1, ""Greater"": 1, ""Max"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Where"": 1}",Slice Constant ReduceSum Conv Greater Conv Where Mul,not low-cost exemplar
246,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,13391,15.497661881504435,4453,31,11,431,"{""And"": 5, ""Cast"": 9, ""Concat"": 1, ""CumSum"": 4, ""Or"": 1, ""Pad"": 1, ""ReduceMax"": 4, ""Slice"": 3, ""Sum"": 2, ""Xor"": 1}",Slice Slice Slice ReduceMax ReduceMax ReduceMax ReduceMax Sum,not low-cost exemplar
125,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,13417,15.495722161409528,3785,28,10,247,"{""And"": 7, ""Concat"": 1, ""CumSum"": 2, ""Greater"": 6, ""MaxPool"": 1, ""Not"": 3, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 4}",Slice CumSum Sub Greater ReduceSum Sub Greater And,not low-cost exemplar
195,crop_or_resize,massimilianoghiotto_6254,baseline,14229,15.436962585454308,6269,33,10,1919,"{""Abs"": 2, ""And"": 1, ""Cast"": 3, ""Clip"": 3, ""Concat"": 1, ""Conv"": 1, ""Greater"": 1, ""Less"": 2, ""MatMul"": 2, ""MaxPool"": 2, ""Mul"": 1, ""Not"": 1, ""Pad"": 1, ""ReduceSum"": 4, ""Reshape"": 3, ""Sub"": 4, ""Transpose"": 1}",Conv Cast ReduceSum Clip MaxPool Sub ReduceSum ReduceSum,not low-cost exemplar
237,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,14324,15.430308268881676,2499,25,11,41,"{""And"": 1, ""Cast"": 2, ""Concat"": 1, ""Conv"": 1, ""Equal"": 1, ""Greater"": 1, ""Max"": 1, ""MaxPool"": 2, ""Mul"": 4, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceSum"": 1, ""Slice"": 2, ""Sub"": 2, ""Sum"": 1, ""Where"": 1}",Slice Cast Slice Cast ReduceSum Sum Conv Sub,not low-cost exemplar
304,crop_or_resize,massimilianoghiotto_6254,baseline,14494,15.418509950330773,2352,17,9,18,"{""Concat"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 3, ""ReduceSum"": 1, ""Relu"": 1, ""Resize"": 1, ""Slice"": 3, ""Sub"": 2, ""Sum"": 1, ""Tile"": 1}",Slice Slice ReduceSum ReduceMax Sub Sum Relu Mul,not low-cost exemplar
277,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,14617,15.410059486110708,8205,60,17,250,"{""And"": 3, ""Cast"": 5, ""Concat"": 1, ""Equal"": 8, ""Expand"": 3, ""Greater"": 1, ""MaxPool"": 5, ""Mul"": 3, ""Neg"": 1, ""Not"": 3, ""Pad"": 6, ""ReduceMin"": 3, ""ReduceSum"": 3, ""Slice"": 3, ""Sum"": 1, ""Where"": 11}",Slice Cast Slice Slice Greater Where Pad MaxPool,not low-cost exemplar
298,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,14948,15.387667209394625,4442,35,19,534,"{""Cast"": 5, ""Concat"": 1, ""Conv"": 2, ""Equal"": 2, ""Gather"": 6, ""Mul"": 3, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 1, ""Slice"": 1, ""Sub"": 1, ""Sum"": 4, ""Where"": 6}",Slice Cast Conv ReduceMax Cast ReduceSum Equal Equal,not low-cost exemplar
375,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,15172,15.372793097191211,2790,19,12,59,"{""Abs"": 2, ""And"": 1, ""Cast"": 1, ""Conv"": 1, ""Equal"": 2, ""Mul"": 2, ""Pad"": 1, ""ReduceSum"": 4, ""Slice"": 2, ""Sub"": 2, ""Where"": 1}",Slice Slice Conv ReduceSum Mul ReduceSum ReduceSum Mul,not low-cost exemplar
35,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,15363,15.36028269986934,5343,38,16,51,"{""And"": 7, ""ArgMax"": 4, ""Cast"": 1, ""Concat"": 1, ""Equal"": 4, ""Gather"": 1, ""Greater"": 1, ""Not"": 2, ""Or"": 4, ""Pad"": 1, ""ReduceMax"": 4, ""Slice"": 8}",Slice Greater ReduceMax Slice Cast ReduceMax ReduceMax ArgMax,not low-cost exemplar
93,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,15458,15.354118052333183,6944,56,10,58,"{""And"": 14, ""Cast"": 15, ""Concat"": 1, ""Conv"": 4, ""LessOrEqual"": 4, ""MaxPool"": 4, ""Not"": 3, ""Or"": 4, ""Pad"": 1, ""ReduceSum"": 4, ""Slice"": 2}",Slice Slice Cast Cast Cast Not Not And,not low-cost exemplar
374,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,15742,15.335912421297605,4708,47,13,134,"{""And"": 3, ""Cast"": 5, ""Concat"": 1, ""ConstantOfShape"": 1, ""Equal"": 2, ""Gather"": 1, ""Greater"": 1, ""MaxPool"": 9, ""Mul"": 2, ""Neg"": 1, ""Not"": 1, ""Or"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceMin"": 1, ""ScatterND"": 1, ""Slice"": 2, ""Unsqueeze"": 1, ""Where"": 12}",Slice Slice Greater Where MaxPool Where MaxPool Where,not low-cost exemplar
141,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,15819,15.33103297180142,2986,21,10,69,"{""Abs"": 2, ""And"": 1, ""Cast"": 2, ""Conv"": 1, ""Equal"": 2, ""Greater"": 1, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 4, ""Slice"": 1, ""Sub"": 2, ""Where"": 1}",Conv Slice Cast Greater Cast ReduceMax ReduceSum Mul,not low-cost exemplar
361,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,15917,15.324857000570146,8714,60,20,276,"{""Add"": 4, ""AveragePool"": 2, ""Cast"": 10, ""Conv"": 1, ""Equal"": 5, ""Greater"": 3, ""MatMul"": 4, ""Max"": 2, ""Mul"": 10, ""Pad"": 2, ""ReduceSum"": 5, ""Reshape"": 4, ""Slice"": 1, ""Sub"": 2, ""Sum"": 2, ""Transpose"": 1, ""Where"": 2}",Slice Conv Greater Cast AveragePool Greater Cast AveragePool,not low-cost exemplar
130,crop_or_resize,massimilianoghiotto_6254,baseline,15948,15.322911291498754,1742,10,5,108,"{""Conv"": 1, ""Gather"": 3, ""MaxPool"": 1, ""Mul"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""Sub"": 1, ""Sum"": 1}",Gather Gather MaxPool Gather ReduceMax Sub Conv Mul,not low-cost exemplar
58,same_shape_global_transform,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,16086,15.314295392535985,14552,16,11,6426,"{""And"": 3, ""Cast"": 2, ""Concat"": 1, ""Gather"": 1, ""Greater"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Reshape"": 1, ""Slice"": 1, ""Sub"": 1}",Slice Cast Greater ReduceMax ReduceSum Sub Cast Reshape,not low-cost exemplar
199,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,16157,15.30989132872317,3260,22,14,54,"{""And"": 2, ""Cast"": 3, ""Conv"": 1, ""CumSum"": 1, ""Equal"": 2, ""Greater"": 1, ""Mul"": 1, ""Pad"": 2, ""ReduceMax"": 2, ""ReduceSum"": 3, ""Slice"": 2, ""Where"": 2}",Slice Conv Greater Cast ReduceMax ReduceSum CumSum Cast,not low-cost exemplar
119,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,16640,15.280435285624801,11316,140,23,101,"{""Add"": 8, ""And"": 14, ""Cast"": 13, ""Concat"": 1, ""Conv"": 2, ""Equal"": 8, ""Greater"": 9, ""LessOrEqual"": 2, ""Mul"": 21, ""Neg"": 2, ""Or"": 5, ""Pad"": 1, ""ReduceMax"": 8, ""ReduceMin"": 4, ""ReduceSum"": 6, ""Slice"": 7, ""Sub"": 9, ""Where"": 20}",Slice Cast Slice Cast Slice Cast Cast Cast,not low-cost exemplar
354,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,17007,15.258619697007587,3546,22,15,147,"{""Cast"": 2, ""Concat"": 1, ""Gather"": 1, ""Greater"": 2, ""MaxPool"": 4, ""Mul"": 5, ""Or"": 1, ""Pad"": 1, ""Slice"": 4, ""Split"": 1}",Slice Greater Slice Slice Gather Slice Cast Cast,not low-cost exemplar
217,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,17924,15.206104124093967,1684,18,5,23,"{""And"": 1, ""Cast"": 4, ""Concat"": 1, ""Greater"": 2, ""Not"": 1, ""Pad"": 1, ""ReduceMax"": 2, ""Reshape"": 4, ""Slice"": 2}",Slice Cast Slice Reshape Cast ReduceMax Greater Reshape,not low-cost exemplar
117,sparse_edit_or_object_completion,exp068_seddik_style_strict_scalarization_seddik_style_scalarize_dedup_prune,improved,17992,15.202317506360849,10284,74,40,157,"{""And"": 10, ""ArgMax"": 1, ""Cast"": 8, ""Equal"": 12, ""Gather"": 3, ""Less"": 2, ""Max"": 1, ""Mul"": 4, ""Not"": 6, ""Pad"": 1, ""ReduceSum"": 2, ""Reshape"": 2, ""Slice"": 12, ""Sub"": 2, ""Where"": 8}",Slice Cast Slice Cast And Slice ArgMax Cast,not low-cost exemplar
319,crop_or_resize,kojimar_5800_minimal_blend,baseline,18368,15.181634700880707,12225,19,13,7608,"{""Abs"": 1, ""Cast"": 5, ""Conv"": 1, ""Equal"": 1, ""Flatten"": 1, ""Gather"": 1, ""Less"": 1, ""MatMul"": 2, ""Pad"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 1, ""Unsqueeze"": 1}",Conv Slice Flatten MatMul Cast Unsqueeze Equal Reshape,not low-cost exemplar
31,crop_or_resize,massimilianoghiotto_6254,baseline,18616,15.168223295017873,3504,26,13,58,"{""Add"": 2, ""And"": 1, ""ArgMax"": 4, ""Cast"": 2, ""Gather"": 2, ""Greater"": 2, ""LessOrEqual"": 2, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 2, ""Unsqueeze"": 2, ""Where"": 3}",Slice ReduceSum ReduceSum Greater Greater Cast Cast ArgMax,not low-cost exemplar
341,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,18865,15.15493636760159,11055,101,52,289,"{""Cast"": 2, ""Max"": 24, ""Min"": 2, ""Mul"": 9, ""Pad"": 25, ""ReduceMax"": 4, ""ReduceSum"": 3, ""Slice"": 26, ""Sub"": 5, ""Sum"": 1}",Slice Cast Slice Cast ReduceSum ReduceMax ReduceMax ReduceMax,not low-cost exemplar
61,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,18914,15.152342332424542,17113,9,12,1972,"{""Cast"": 1, ""Gather"": 1, ""Greater"": 1, ""OneHot"": 1, ""Pad"": 1, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 1}",Slice ReduceSum Greater Cast ReduceSum Sub Gather OneHot,not low-cost exemplar
143,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,19441,15.12486048297936,2635,24,15,57,"{""And"": 1, ""Cast"": 4, ""Conv"": 1, ""Equal"": 2, ""Gather"": 1, ""Greater"": 2, ""Pad"": 1, ""ReduceSum"": 5, ""Slice"": 3, ""Sub"": 1, ""Tile"": 1, ""Where"": 2}",Slice Cast Gather Cast Slice Cast ReduceSum ReduceSum,not low-cost exemplar
84,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,19513,15.121163810905001,3361,23,14,113,"{""And"": 4, ""Conv"": 1, ""Equal"": 3, ""Greater"": 1, ""Less"": 3, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Sign"": 1, ""Slice"": 1, ""Sub"": 2, ""Where"": 4}",Conv Slice ReduceMax Sign ReduceSum Sub Greater Less,not low-cost exemplar
350,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,19831,15.10499835111417,1754,17,7,31,"{""And"": 3, ""Cast"": 5, ""Greater"": 1, ""MaxPool"": 4, ""Or"": 1, ""Slice"": 2, ""Where"": 1}",Slice Greater Slice Cast MaxPool MaxPool MaxPool MaxPool,not low-cost exemplar
242,crop_or_resize,massimilianoghiotto_6254,baseline,20119,15.090580078810763,2028,14,7,45,"{""Add"": 2, ""ArgMax"": 2, ""Cast"": 1, ""Gather"": 3, ""Pad"": 1, ""ReduceMax"": 2, ""Reshape"": 2, ""Slice"": 1}",Cast Slice ReduceMax Reshape ArgMax ReduceMax Reshape ArgMax,not low-cost exemplar
59,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,20387,15.077347278202861,7242,20,16,2547,"{""Cast"": 2, ""Conv"": 2, ""Greater"": 2, ""MatMul"": 2, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 1, ""Sub"": 2, ""Sum"": 1, ""Where"": 1}",Slice Cast Conv Conv ReduceMax Sub Greater Reshape,not low-cost exemplar
168,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,20403,15.076562772156251,4677,45,10,185,"{""Cast"": 2, ""Concat"": 1, ""Conv"": 12, ""Greater"": 5, ""Mul"": 13, ""Or"": 3, ""Pad"": 1, ""ReduceMax"": 3, ""Slice"": 1, ""Sub"": 2, ""Sum"": 1, ""Where"": 1}",Slice Cast ReduceMax Conv Conv Conv Mul Mul,not low-cost exemplar
397,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,21041,15.045771805760689,7844,86,29,95,"{""Add"": 1, ""And"": 4, ""Cast"": 25, ""Concat"": 1, ""Conv"": 18, ""Equal"": 1, ""Gather"": 9, ""Greater"": 16, ""Not"": 1, ""Pad"": 5, ""Slice"": 1, ""Sum"": 4}",Slice Gather Cast Gather Cast Gather Cast Gather,not low-cost exemplar
256,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,21123,15.041882226812756,5497,40,17,1073,"{""Cast"": 2, ""Concat"": 1, ""Max"": 1, ""Min"": 4, ""Mul"": 10, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 4, ""Relu"": 5, ""Slice"": 2, ""Sub"": 7, ""Sum"": 2}",Slice Cast ReduceSum Relu Min Slice Cast ReduceMax,not low-cost exemplar
371,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,21181,15.039140167606002,2375,23,14,89,"{""Abs"": 2, ""Cast"": 2, ""Concat"": 1, ""Conv"": 1, ""Div"": 2, ""Less"": 1, ""Mul"": 3, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 2, ""Sub"": 3, ""Sum"": 1, ""Where"": 1}",Slice Cast Slice Cast ReduceSum Mul ReduceSum Mul,not low-cost exemplar
79,crop_or_resize,massimilianoghiotto_6254,baseline,21383,15.029648507210364,3601,20,7,245,"{""Add"": 2, ""ArgMax"": 3, ""Cast"": 1, ""Conv"": 1, ""Gather"": 4, ""Greater"": 1, ""Pad"": 1, ""ReduceMax"": 1, ""ReduceSum"": 1, ""Slice"": 1, ""Squeeze"": 3, ""Unsqueeze"": 1}",Slice Conv Greater Cast ReduceSum ArgMax Gather Squeeze,not low-cost exemplar
66,sparse_edit_or_object_completion,franksunp_blended_best,baseline,21408,15.028480037072045,25831,70,21,4446,"{""Add"": 6, ""And"": 9, ""Cast"": 1, ""Flatten"": 1, ""Gather"": 13, ""Less"": 13, ""MatMul"": 2, ""Mul"": 1, ""Or"": 2, ""ReduceSum"": 1, ""Reshape"": 12, ""Sub"": 7, ""Unsqueeze"": 1, ""Where"": 1}",Gather Flatten MatMul Unsqueeze Sub Mul ReduceSum Less,not low-cost exemplar
23,sparse_edit_or_object_completion,franksunp_blended_best,baseline,21433,15.027312930662868,3518,14,13,490,"{""Concat"": 1, ""Conv"": 2, ""Gather"": 6, ""Greater"": 1, ""Pad"": 1, ""Relu"": 1, ""Sub"": 1, ""Where"": 1}",Gather Gather Gather Conv Relu Conv Greater Where,not low-cost exemplar
308,crop_or_resize,massimilianoghiotto_6254,baseline,21799,15.010380623834585,4936,59,14,101,"{""Abs"": 2, ""And"": 9, ""ArgMax"": 1, ""Cast"": 2, ""Equal"": 6, ""Greater"": 5, ""LessOrEqual"": 2, ""Max"": 1, ""Mul"": 3, ""Not"": 3, ""Or"": 3, ""Pad"": 1, ""ReduceMax"": 4, ""ReduceMin"": 2, ""ReduceSum"": 4, ""Sub"": 4, ""Where"": 7}",ReduceSum ArgMax Equal Not ReduceSum Where ReduceSum Where,not low-cost exemplar
74,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,21825,15.009188619292196,2292,18,13,45,"{""ArgMax"": 1, ""Cast"": 1, ""Equal"": 1, ""Max"": 1, ""Mod"": 1, ""Pad"": 3, ""Slice"": 6, ""Transpose"": 4}",ArgMax Cast Mod Transpose Slice Pad Slice Transpose,not low-cost exemplar
148,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,22029,14.99988495388028,10291,110,16,353,"{""And"": 2, ""Cast"": 8, ""Concat"": 1, ""Conv"": 2, ""Greater"": 18, ""Less"": 2, ""Mul"": 3, ""Pad"": 13, ""ReduceSum"": 15, ""Slice"": 15, ""Sub"": 1, ""Sum"": 2, ""Where"": 28}",Slice Cast Slice Cast Slice Cast Mul Mul,not low-cost exemplar
247,crop_or_resize,afr1ste_5689_artifact,baseline,22031,14.999794168587435,2179,26,6,33,"{""And"": 2, ""ArgMax"": 1, ""Cast"": 4, ""Gather"": 3, ""Less"": 4, ""Mul"": 2, ""Pad"": 1, ""ReduceMax"": 2, ""ReduceSum"": 2, ""Sub"": 2, ""Transpose"": 2, ""Where"": 1}",Gather Gather Gather ReduceSum ReduceMax Sub Mul Less,not low-cost exemplar
268,sparse_edit_or_object_completion,exp_b025_submit_safe_delta_union,union_delta,22280,14.98855530595878,13517,172,30,99,"{""And"": 32, ""Cast"": 16, ""Concat"": 1, ""Equal"": 12, ""Greater"": 17, ""Less"": 6, ""Mul"": 2, ""Not"": 13, ""Or"": 12, ""Pad"": 1, ""ReduceMax"": 6, ""ReduceMin"": 6, ""ReduceSum"": 5, ""Slice"": 11, ""Sub"": 15, ""Sum"": 7, ""Where"": 10}",Slice Cast ReduceSum Greater Slice Cast Greater Where,not low-cost exemplar
287,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,22566,14.975800372301608,2378,22,13,38,"{""And"": 2, ""ArgMax"": 1, ""Cast"": 1, ""Equal"": 2, ""Greater"": 1, ""Max"": 1, ""Not"": 1, ""Or"": 3, ""Pad"": 1, ""ReduceMax"": 1, ""Slice"": 7, ""Where"": 1}",Slice ArgMax Cast Equal Where ReduceMax Greater Not,not low-cost exemplar
218,crop_or_resize,massimilianoghiotto_6254,baseline,23202,14.948006239164648,16279,137,21,44,"{""ArgMax"": 6, ""Cast"": 13, ""Concat"": 15, ""Conv"": 1, ""CumSum"": 2, ""Equal"": 6, ""GatherND"": 9, ""Greater"": 4, ""Mul"": 20, ""OneHot"": 9, ""Pad"": 1, ""ReduceSum"": 10, ""Reshape"": 15, ""Slice"": 7, ""Sub"": 2, ""Unsqueeze"": 9, ""Where"": 8}",Conv Slice ReduceSum ReduceSum Greater Greater Slice Slice,not low-cost exemplar
8,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,23289,14.94426357492621,9516,78,21,61,"{""And"": 5, ""Cast"": 2, ""Clip"": 2, ""Concat"": 1, ""Gather"": 2, ""Greater"": 3, ""Less"": 8, ""Mul"": 8, ""Not"": 2, ""Or"": 1, ""Pad"": 1, ""ReduceMax"": 8, ""ReduceMin"": 4, ""ReduceSum"": 1, ""Reshape"": 2, ""Slice"": 3, ""Sub"": 12, ""Sum"": 8, ""Where"": 5}",Slice Slice Slice ReduceMax ReduceMax Sub Sub Mul,not low-cost exemplar
376,crop_or_resize,massimilianoghiotto_6254,baseline,23413,14.938953297362508,3539,41,16,151,"{""Add"": 3, ""And"": 6, ""ArgMax"": 1, ""Cast"": 3, ""Equal"": 6, ""Greater"": 1, ""Less"": 1, ""Mul"": 1, ""Not"": 1, ""Or"": 6, ""ReduceMax"": 2, ""ReduceSum"": 2, ""Slice"": 1, ""Sub"": 5, ""Where"": 2}",ReduceMax ReduceMax Greater ReduceSum Cast ReduceSum Slice ArgMax,not low-cost exemplar
82,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,23479,14.936138316402742,2070,20,10,79,"{""Cast"": 2, ""Concat"": 1, ""Conv"": 2, ""Mul"": 5, ""Pad"": 1, ""ReduceSum"": 3, ""Slice"": 2, ""Sub"": 2, ""Sum"": 2}",Slice Cast ReduceSum Slice Cast Conv Conv ReduceSum,not low-cost exemplar
169,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,23629,14.929769949800432,22889,168,63,656,"{""And"": 1, ""Cast"": 28, ""Concat"": 1, ""Conv"": 27, ""ConvTranspose"": 27, ""Greater"": 54, ""Not"": 1, ""Or"": 26, ""Pad"": 2, ""Slice"": 1}",Slice Cast Pad Conv Greater Cast ConvTranspose Greater,not low-cost exemplar
175,sparse_edit_or_object_completion,kojimar_5800_minimal_blend,baseline,23859,14.920083216374755,5696,28,26,503,"{""Add"": 2, ""Cast"": 2, ""Conv"": 9, ""Max"": 1, ""Mod"": 1, ""OneHot"": 1, ""Pad"": 1, ""Reshape"": 1, ""Slice"": 9, ""Sub"": 1}",Slice Conv Slice Conv Slice Conv Slice Conv,not low-cost exemplar
