example_idx,split_guess,input_shape,output_shape,input_colors,output_colors,changed_count,added_count,removed_count,changed_bbox,input_nonzero_bbox,output_nonzero_bbox,dominant_changed_from_to,component_count_input,component_count_output,rule_hints
203,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 8]","[0, 1, 2, 8]",3,3,0,"2:7,1:6","2:7,1:6","2:7,1:6","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
204,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,3,0,"3:6,4:7","2:7,3:8","2:7,3:8","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
205,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3]","[0, 2, 3]",3,3,0,"1:4,1:6","1:6,1:6","1:6,1:6","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
206,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3]","[0, 1, 2, 3]",3,3,0,"5:8,3:8","3:8,3:8","3:8,3:8","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
207,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4, 8]","[0, 3, 4, 8]",3,3,0,"5:8,3:8","3:8,3:8","3:8,3:8","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
208,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3, 8]","[0, 1, 2, 3, 8]",3,3,0,"5:8,3:6","4:9,2:7","4:9,2:7","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
209,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4]","[0, 2, 3, 4]",3,3,0,"2:7,3:8","2:7,3:8","2:7,3:8","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
210,arc-gen,"(10, 10)","(10, 10)","[0, 1, 3, 4]","[0, 1, 3, 4]",3,3,0,"1:6,2:7","1:6,2:7","1:6,2:7","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
211,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4]","[0, 3, 4]",3,3,0,"1:6,3:8","1:6,3:8","1:6,3:8","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
212,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4]","[0, 2, 3, 4]",3,3,0,"2:5,2:5","1:6,1:6","1:6,1:6","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
213,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",3,3,0,"3:6,1:6","1:6,1:6","1:6,1:6","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
214,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3]","[0, 1, 2, 3]",3,3,0,"3:8,3:8","3:8,3:8","3:8,3:8","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
215,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 4, 8]","[0, 1, 2, 4, 8]",3,3,0,"2:7,2:7","2:7,2:7","2:7,2:7","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
216,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 8]","[0, 2, 3, 8]",3,3,0,"3:6,1:6","1:6,1:6","1:6,1:6","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
217,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",3,3,0,"2:7,1:6","2:7,1:6","2:7,1:6","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
218,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4, 8]","[0, 3, 4, 8]",3,3,0,"4:7,2:5","3:8,1:6","3:8,1:6","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
219,arc-gen,"(10, 10)","(10, 10)","[0, 1, 4]","[0, 1, 4]",3,3,0,"3:8,3:8","3:8,3:8","3:8,3:8","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
220,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3]","[0, 1, 2, 3]",3,3,0,"4:9,4:7","4:9,4:9","4:9,4:9","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
221,arc-gen,"(10, 10)","(10, 10)","[0, 1, 3, 4]","[0, 1, 3, 4]",3,3,0,"3:8,4:7","3:8,4:9","3:8,4:9","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
222,arc-gen,"(10, 10)","(10, 10)","[0, 2, 4]","[0, 2, 4]",3,3,0,"4:9,3:6","4:9,1:6","4:9,1:6","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
223,arc-gen,"(10, 10)","(10, 10)","[0, 4, 8]","[0, 4, 8]",3,3,0,"3:6,2:7","1:6,2:7","1:6,2:7","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
224,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3]","[0, 1, 2, 3]",3,3,0,"3:6,5:8","2:7,4:9","2:7,4:9","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
225,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 4]","[0, 1, 2, 4]",3,3,0,"1:6,3:8","1:6,3:8","1:6,3:8","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
226,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 8]","[0, 2, 3, 8]",3,3,0,"1:6,2:7","1:6,2:7","1:6,2:7","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
227,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",3,3,0,"4:7,2:5","3:8,1:6","3:8,1:6","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
228,arc-gen,"(10, 10)","(10, 10)","[0, 1, 3, 4, 8]","[0, 1, 3, 4, 8]",3,3,0,"3:8,2:5","3:8,2:7","3:8,2:7","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
229,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",3,3,0,"4:7,4:9","4:9,4:9","4:9,4:9","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
230,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3]","[0, 2, 3]",3,3,0,"1:6,3:6","1:6,1:6","1:6,1:6","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
231,arc-gen,"(10, 10)","(10, 10)","[0, 1, 3]","[0, 1, 3]",3,3,0,"3:6,4:7","2:7,3:8","2:7,3:8","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
232,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 4, 8]","[0, 1, 2, 4, 8]",3,3,0,"4:9,4:9","4:9,4:9","4:9,4:9","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
233,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3, 4]","[0, 1, 2, 3, 4]",3,3,0,"3:6,2:5","2:7,1:6","2:7,1:6","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
234,arc-gen,"(10, 10)","(10, 10)","[0, 1, 4, 8]","[0, 1, 4, 8]",3,3,0,"1:4,2:7","1:6,2:7","1:6,2:7","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
235,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3, 8]","[0, 1, 2, 3, 8]",3,3,0,"2:5,4:7","1:6,3:8","1:6,3:8","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
236,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3, 8]","[0, 1, 2, 3, 8]",3,3,0,"1:6,1:6","1:6,1:6","1:6,1:6","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
237,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 4, 8]","[0, 1, 2, 4, 8]",3,3,0,"1:6,6:9","1:6,4:9","1:6,4:9","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
238,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4, 8]","[0, 3, 4, 8]",3,3,0,"1:6,3:8","1:6,3:8","1:6,3:8","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
239,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4]","[0, 2, 3, 4]",3,3,0,"4:7,2:5","3:8,1:6","3:8,1:6","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
240,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 8]","[0, 1, 2, 8]",3,3,0,"4:7,3:6","3:8,2:7","3:8,2:7","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
241,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",3,3,0,"2:5,3:8","2:7,3:8","2:7,3:8","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
242,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3]","[0, 1, 2, 3]",3,3,0,"3:6,4:9","1:6,4:9","1:6,4:9","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
243,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 4, 8]","[0, 1, 2, 4, 8]",3,3,0,"2:5,2:5","1:6,1:6","1:6,1:6","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
244,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4, 8]","[0, 3, 4, 8]",3,3,0,"1:4,4:9","1:6,4:9","1:6,4:9","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
245,arc-gen,"(10, 10)","(10, 10)","[0, 1, 8]","[0, 1, 8]",3,3,0,"2:5,4:7","1:6,3:8","1:6,3:8","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
246,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 8]","[0, 1, 2, 8]",3,3,0,"3:6,4:7","2:7,3:8","2:7,3:8","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
247,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4]","[0, 3, 4]",3,3,0,"2:7,3:8","2:7,3:8","2:7,3:8","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
248,arc-gen,"(10, 10)","(10, 10)","[0, 2, 4, 8]","[0, 2, 4, 8]",3,3,0,"3:8,4:9","3:8,4:9","3:8,4:9","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
249,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4, 8]","[0, 3, 4, 8]",3,3,0,"4:7,4:7","3:8,3:8","3:8,3:8","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
250,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4]","[0, 3, 4]",3,3,0,"6:9,3:8","4:9,3:8","4:9,3:8","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
251,arc-gen,"(10, 10)","(10, 10)","[0, 1, 4]","[0, 1, 4]",3,3,0,"5:8,2:7","3:8,2:7","3:8,2:7","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
252,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 3]","[0, 1, 2, 3]",3,3,0,"1:6,1:4","1:6,1:6","1:6,1:6","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
253,arc-gen,"(10, 10)","(10, 10)","[0, 2, 8]","[0, 2, 8]",3,3,0,"1:6,4:9","1:6,4:9","1:6,4:9","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
254,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4]","[0, 2, 3, 4]",3,3,0,"3:8,4:7","3:8,4:9","3:8,4:9","[((0, 4), 3)]",10,13,same_shape;sparse_edit;single_target_color_4;only_fill_background;nonzero_bbox_preserved
255,arc-gen,"(10, 10)","(10, 10)","[0, 1, 3, 8]","[0, 1, 3, 8]",3,3,0,"5:8,3:6","4:9,2:7","4:9,2:7","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
256,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2, 8]","[0, 1, 2, 8]",3,3,0,"5:8,1:6","3:8,1:6","3:8,1:6","[((0, 2), 3)]",10,13,same_shape;sparse_edit;single_target_color_2;only_fill_background;nonzero_bbox_preserved
257,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3]","[0, 2, 3]",3,3,0,"3:6,2:5","2:7,1:6","2:7,1:6","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
258,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 4, 8]","[0, 2, 3, 4, 8]",3,3,0,"4:9,4:9","4:9,4:9","4:9,4:9","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
259,arc-gen,"(10, 10)","(10, 10)","[0, 3, 4, 8]","[0, 3, 4, 8]",3,3,0,"4:7,3:6","3:8,2:7","3:8,2:7","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
260,arc-gen,"(10, 10)","(10, 10)","[0, 1]","[0, 1]",3,3,0,"3:8,1:6","3:8,1:6","3:8,1:6","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
261,arc-gen,"(10, 10)","(10, 10)","[0, 1, 4]","[0, 1, 4]",3,3,0,"2:7,1:6","2:7,1:6","2:7,1:6","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
262,arc-gen,"(10, 10)","(10, 10)","[0, 2, 3, 8]","[0, 2, 3, 8]",3,3,0,"3:6,4:9","1:6,4:9","1:6,4:9","[((0, 8), 3)]",10,13,same_shape;sparse_edit;single_target_color_8;only_fill_background;nonzero_bbox_preserved
263,arc-gen,"(10, 10)","(10, 10)","[0, 1, 2]","[0, 1, 2]",3,3,0,"3:8,5:8","3:8,3:8","3:8,3:8","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
264,arc-gen,"(10, 10)","(10, 10)","[0, 3, 8]","[0, 3, 8]",3,3,0,"3:8,1:6","3:8,1:6","3:8,1:6","[((0, 3), 3)]",10,13,same_shape;sparse_edit;single_target_color_3;only_fill_background;nonzero_bbox_preserved
265,arc-gen,"(10, 10)","(10, 10)","[0, 1, 3, 4]","[0, 1, 3, 4]",3,3,0,"4:7,2:7","4:9,2:7","4:9,2:7","[((0, 1), 3)]",10,13,same_shape;sparse_edit;single_target_color_1;only_fill_background;nonzero_bbox_preserved
