idx,template,color,features
144,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 12, 'bbox_w': 6, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
145,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 5, 'bbox_area': 40, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
146,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
147,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 6, 'bbox_area': 54, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
148,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 12, 'bbox_w': 8, 'bbox_area': 96, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
149,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
150,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 6, 'bbox_area': 54, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
151,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
152,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
153,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
154,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
155,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 7, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
156,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
157,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
158,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
159,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 3, 'bbox_w': 8, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
160,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
161,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
162,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 4, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
163,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 8, 'bbox_area': 88, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
164,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
165,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 8, 'bbox_area': 40, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
166,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 7, 'bbox_area': 77, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
167,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
168,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 4, 'bbox_area': 44, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
169,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
170,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 8, 'bbox_area': 40, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
171,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 12, 'bbox_w': 6, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
172,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 6, 'bbox_area': 66, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
173,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
174,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
175,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
176,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
177,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 4, 'bbox_area': 40, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
178,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
179,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
180,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
181,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
182,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
183,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
184,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 7, 'bbox_area': 56, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
185,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
186,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
187,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 8, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 8, 'bbox_area': 64, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
188,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 4, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
189,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
190,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 5, 'bbox_area': 20, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
191,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
192,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
193,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 8, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
194,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
195,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 12, 'bbox_w': 5, 'bbox_area': 60, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
196,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 4, 'bbox_area': 40, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
197,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 8, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
198,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
199,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 6, 'bbox_area': 54, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
200,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 7, 'bbox_area': 63, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
201,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
202,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 12, 'bbox_w': 7, 'bbox_area': 84, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
203,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
204,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 4, 'bbox_area': 44, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
205,"(1, 1, 1, 0, 0, 1, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 4, 'bbox_area': 44, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
206,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 11, 'bbox_w': 4, 'bbox_area': 44, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
207,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
208,"(1, 1, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 4, 'bbox_area': 24, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
209,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 0, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
210,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
211,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 9, 'bbox_w': 8, 'bbox_area': 72, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
212,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 10, 'bbox_w': 6, 'bbox_area': 60, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
213,"(1, 1, 1, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 7, 'bbox_area': 49, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
214,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 5, 'least_nz': 8, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 8, 'bbox_w': 4, 'bbox_area': 32, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
215,"(1, 0, 0, 0, 0, 0, 0, 0, 0)",8,"{'mode_nz': 8, 'least_nz': 5, 'mode_all': 0, 'color_count': 2, 'center': 8, 'tl': 0, 'tr': 0, 'bl': 0, 'br': 0, 'bbox_h': 7, 'bbox_w': 8, 'bbox_area': 56, 'bbox_tl': 5, 'bbox_tr': 5, 'bbox_bl': 5, 'bbox_br': 5}"
