idx,split,r,c,in_color,out_color,is_zero,dr,dc,h,w,row_from_bottom,col_from_right,row_parity,col_parity,rank,u,d,l,rr,ud_pair,lr_pair,nbr4
128,arc-gen,7,8,4,2,0,2,5,6,9,3,3,0,1,1,4,4,0,4,4:4,0:4,4:4:0:4
128,arc-gen,7,9,4,2,0,2,6,6,9,3,2,0,0,1,4,4,4,4,4:4,4:4,4:4:4:4
128,arc-gen,7,10,4,0,1,2,7,6,9,3,1,0,1,1,4,4,4,4,4:4,4:4,4:4:4:4
128,arc-gen,7,11,4,0,1,2,8,6,9,3,0,0,0,1,4,4,4,0,4:4,4:0,4:4:4:0
128,arc-gen,8,8,4,2,0,3,5,6,9,2,3,1,1,1,4,4,2,4,4:4,2:4,4:4:2:4
128,arc-gen,8,9,4,2,0,3,6,6,9,2,2,1,0,1,4,4,4,4,4:4,4:4,4:4:4:4
128,arc-gen,8,10,4,0,1,3,7,6,9,2,1,1,1,1,4,4,4,4,4:4,4:4,4:4:4:4
128,arc-gen,8,11,4,0,1,3,8,6,9,2,0,1,0,1,4,4,4,0,4:4,4:0,4:4:4:0
128,arc-gen,9,8,4,2,0,4,5,6,9,1,3,0,1,1,4,4,2,4,4:4,2:4,4:4:2:4
128,arc-gen,9,9,4,2,0,4,6,6,9,1,2,0,0,1,4,4,4,4,4:4,4:4,4:4:4:4
128,arc-gen,9,10,4,0,1,4,7,6,9,1,1,0,1,1,4,4,4,4,4:4,4:4,4:4:4:4
128,arc-gen,9,11,4,0,1,4,8,6,9,1,0,0,0,1,4,4,4,0,4:4,4:0,4:4:4:0
128,arc-gen,10,8,4,2,0,5,5,6,9,0,3,1,1,1,4,0,2,4,4:0,2:4,4:0:2:4
128,arc-gen,10,9,4,0,1,5,6,6,9,0,2,1,0,1,4,0,4,4,4:0,4:4,4:0:4:4
128,arc-gen,10,10,4,0,1,5,7,6,9,0,1,1,1,1,4,0,4,4,4:0,4:4,4:0:4:4
128,arc-gen,10,11,4,0,1,5,8,6,9,0,0,1,0,1,4,0,4,0,4:0,4:0,4:0:4:0
129,arc-gen,7,2,9,0,1,2,0,6,8,3,7,0,0,0,0,9,0,9,0:9,0:9,0:9:0:9
129,arc-gen,7,3,9,0,1,2,1,6,8,3,6,0,1,0,2,9,9,9,2:9,9:9,2:9:9:9
129,arc-gen,7,4,9,0,1,2,2,6,8,3,5,0,0,0,2,9,9,9,2:9,9:9,2:9:9:9
129,arc-gen,7,5,9,2,0,2,3,6,8,3,4,0,1,0,2,9,9,0,2:9,9:0,2:9:9:0
129,arc-gen,8,2,9,0,1,3,0,6,8,2,7,1,0,0,9,9,0,9,9:9,0:9,9:9:0:9
129,arc-gen,8,3,9,0,1,3,1,6,8,2,6,1,1,0,9,9,9,9,9:9,9:9,9:9:9:9
129,arc-gen,8,4,9,0,1,3,2,6,8,2,5,1,0,0,9,9,9,9,9:9,9:9,9:9:9:9
129,arc-gen,8,5,9,0,1,3,3,6,8,2,4,1,1,0,9,9,9,0,9:9,9:0,9:9:9:0
129,arc-gen,9,2,9,0,1,4,0,6,8,1,7,0,0,0,9,9,0,9,9:9,0:9,9:9:0:9
129,arc-gen,9,3,9,0,1,4,1,6,8,1,6,0,1,0,9,9,9,9,9:9,9:9,9:9:9:9
129,arc-gen,9,4,9,0,1,4,2,6,8,1,5,0,0,0,9,9,9,9,9:9,9:9,9:9:9:9
129,arc-gen,9,5,9,0,1,4,3,6,8,1,4,0,1,0,9,9,9,0,9:9,9:0,9:9:9:0
129,arc-gen,10,2,9,0,1,5,0,6,8,0,7,1,0,0,9,0,0,9,9:0,0:9,9:0:0:9
129,arc-gen,10,3,9,0,1,5,1,6,8,0,6,1,1,0,9,0,9,9,9:0,9:9,9:0:9:9
129,arc-gen,10,4,9,0,1,5,2,6,8,0,5,1,0,0,9,0,9,9,9:0,9:9,9:0:9:9
129,arc-gen,10,5,9,0,1,5,3,6,8,0,4,1,1,0,9,0,9,0,9:0,9:0,9:0:9:0
130,arc-gen,3,1,6,0,1,1,0,6,8,4,7,1,0,1,0,6,0,6,0:6,0:6,0:6:0:6
130,arc-gen,3,2,6,8,0,1,1,6,8,4,6,1,1,1,8,6,6,6,8:6,6:6,8:6:6:6
130,arc-gen,3,3,6,8,0,1,2,6,8,4,5,1,0,1,8,6,6,6,8:6,6:6,8:6:6:6
130,arc-gen,3,4,6,8,0,1,3,6,8,4,4,1,1,1,8,6,6,8,8:6,6:8,8:6:6:8
130,arc-gen,4,1,6,0,1,2,0,6,8,3,7,0,0,1,6,6,0,6,6:6,0:6,6:6:0:6
130,arc-gen,4,2,6,8,0,2,1,6,8,3,6,0,1,1,6,6,6,6,6:6,6:6,6:6:6:6
130,arc-gen,4,3,6,8,0,2,2,6,8,3,5,0,0,1,6,6,6,6,6:6,6:6,6:6:6:6
130,arc-gen,4,4,6,8,0,2,3,6,8,3,4,0,1,1,6,6,6,8,6:6,6:8,6:6:6:8
130,arc-gen,5,1,6,0,1,3,0,6,8,2,7,1,0,1,6,6,0,6,6:6,0:6,6:6:0:6
130,arc-gen,5,2,6,8,0,3,1,6,8,2,6,1,1,1,6,6,6,6,6:6,6:6,6:6:6:6
130,arc-gen,5,3,6,0,1,3,2,6,8,2,5,1,0,1,6,6,6,6,6:6,6:6,6:6:6:6
130,arc-gen,5,4,6,8,0,3,3,6,8,2,4,1,1,1,6,6,6,8,6:6,6:8,6:6:6:8
130,arc-gen,6,1,6,0,1,4,0,6,8,1,7,0,0,1,6,0,0,6,6:0,0:6,6:0:0:6
130,arc-gen,6,2,6,0,1,4,1,6,8,1,6,0,1,1,6,0,6,6,6:0,6:6,6:0:6:6
130,arc-gen,6,3,6,8,0,4,2,6,8,1,5,0,0,1,6,8,6,6,6:8,6:6,6:8:6:6
130,arc-gen,6,4,6,8,0,4,3,6,8,1,4,0,1,1,6,8,6,8,6:8,6:8,6:8:6:8
131,arc-gen,6,9,8,1,0,2,5,7,9,4,3,0,1,1,1,8,1,8,1:8,1:8,1:8:1:8
131,arc-gen,6,10,8,1,0,2,6,7,9,4,2,0,0,1,1,8,8,8,1:8,8:8,1:8:8:8
131,arc-gen,6,11,8,0,1,2,7,7,9,4,1,0,1,1,0,8,8,8,0:8,8:8,0:8:8:8
131,arc-gen,6,12,8,0,1,2,8,7,9,4,0,0,0,1,0,8,8,0,0:8,8:0,0:8:8:0
131,arc-gen,7,9,8,0,1,3,5,7,9,3,3,1,1,1,8,8,1,8,8:8,1:8,8:8:1:8
131,arc-gen,7,10,8,1,0,3,6,7,9,3,2,1,0,1,8,8,8,8,8:8,8:8,8:8:8:8
131,arc-gen,7,11,8,0,1,3,7,7,9,3,1,1,1,1,8,8,8,8,8:8,8:8,8:8:8:8
131,arc-gen,7,12,8,0,1,3,8,7,9,3,0,1,0,1,8,8,8,0,8:8,8:0,8:8:8:0
131,arc-gen,8,9,8,1,0,4,5,7,9,2,3,0,1,1,8,8,1,8,8:8,1:8,8:8:1:8
131,arc-gen,8,10,8,1,0,4,6,7,9,2,2,0,0,1,8,8,8,8,8:8,8:8,8:8:8:8
131,arc-gen,8,11,8,0,1,4,7,7,9,2,1,0,1,1,8,8,8,8,8:8,8:8,8:8:8:8
131,arc-gen,8,12,8,0,1,4,8,7,9,2,0,0,0,1,8,8,8,0,8:8,8:0,8:8:8:0
131,arc-gen,9,9,8,1,0,5,5,7,9,1,3,1,1,1,8,8,0,8,8:8,0:8,8:8:0:8
131,arc-gen,9,10,8,0,1,5,6,7,9,1,2,1,0,1,8,8,8,8,8:8,8:8,8:8:8:8
131,arc-gen,9,11,8,0,1,5,7,7,9,1,1,1,1,1,8,8,8,8,8:8,8:8,8:8:8:8
131,arc-gen,9,12,8,0,1,5,8,7,9,1,0,1,0,1,8,8,8,0,8:8,8:0,8:8:8:0
131,arc-gen,10,9,8,0,1,6,5,7,9,0,3,0,1,1,8,0,0,8,8:0,0:8,8:0:0:8
131,arc-gen,10,10,8,0,1,6,6,7,9,0,2,0,0,1,8,0,8,8,8:0,8:8,8:0:8:8
131,arc-gen,10,11,8,0,1,6,7,7,9,0,1,0,1,1,8,0,8,8,8:0,8:8,8:0:8:8
131,arc-gen,10,12,8,0,1,6,8,7,9,0,0,0,0,1,8,0,8,0,8:0,8:0,8:0:8:0
132,arc-gen,4,8,7,0,1,2,5,8,9,5,3,0,1,1,2,7,2,7,2:7,2:7,2:7:2:7
132,arc-gen,4,9,7,2,0,2,6,8,9,5,2,0,0,1,2,7,7,7,2:7,7:7,2:7:7:7
132,arc-gen,4,10,7,0,1,2,7,8,9,5,1,0,1,1,0,7,7,7,0:7,7:7,0:7:7:7
132,arc-gen,4,11,7,0,1,2,8,8,9,5,0,0,0,1,0,7,7,0,0:7,7:0,0:7:7:0
132,arc-gen,5,8,7,0,1,3,5,8,9,4,3,1,1,1,7,7,2,7,7:7,2:7,7:7:2:7
132,arc-gen,5,9,7,2,0,3,6,8,9,4,2,1,0,1,7,7,7,7,7:7,7:7,7:7:7:7
132,arc-gen,5,10,7,0,1,3,7,8,9,4,1,1,1,1,7,7,7,7,7:7,7:7,7:7:7:7
132,arc-gen,5,11,7,0,1,3,8,8,9,4,0,1,0,1,7,7,7,0,7:7,7:0,7:7:7:0
132,arc-gen,6,8,7,0,1,4,5,8,9,3,3,0,1,1,7,7,2,7,7:7,2:7,7:7:2:7
132,arc-gen,6,9,7,2,0,4,6,8,9,3,2,0,0,1,7,7,7,7,7:7,7:7,7:7:7:7
132,arc-gen,6,10,7,0,1,4,7,8,9,3,1,0,1,1,7,7,7,7,7:7,7:7,7:7:7:7
132,arc-gen,6,11,7,0,1,4,8,8,9,3,0,0,0,1,7,7,7,0,7:7,7:0,7:7:7:0
132,arc-gen,7,8,7,0,1,5,5,8,9,2,3,1,1,1,7,2,2,7,7:2,2:7,7:2:2:7
132,arc-gen,7,9,7,2,0,5,6,8,9,2,2,1,0,1,7,2,7,7,7:2,7:7,7:2:7:7
132,arc-gen,7,10,7,0,1,5,7,8,9,2,1,1,1,1,7,0,7,7,7:0,7:7,7:0:7:7
132,arc-gen,7,11,7,0,1,5,8,8,9,2,0,1,0,1,7,0,7,0,7:0,7:0,7:0:7:0
133,arc-gen,6,10,2,0,1,2,5,7,9,4,3,0,1,1,3,2,3,2,3:2,3:2,3:2:3:2
133,arc-gen,6,11,2,3,0,2,6,7,9,4,2,0,0,1,3,2,2,2,3:2,2:2,3:2:2:2
133,arc-gen,6,12,2,3,0,2,7,7,9,4,1,0,1,1,3,2,2,2,3:2,2:2,3:2:2:2
133,arc-gen,6,13,2,0,1,2,8,7,9,4,0,0,0,1,0,2,2,0,0:2,2:0,0:2:2:0
133,arc-gen,7,10,2,3,0,3,5,7,9,3,3,1,1,1,2,2,3,2,2:2,3:2,2:2:3:2
133,arc-gen,7,11,2,3,0,3,6,7,9,3,2,1,0,1,2,2,2,2,2:2,2:2,2:2:2:2
133,arc-gen,7,12,2,3,0,3,7,7,9,3,1,1,1,1,2,2,2,2,2:2,2:2,2:2:2:2
133,arc-gen,7,13,2,0,1,3,8,7,9,3,0,1,0,1,2,2,2,0,2:2,2:0,2:2:2:0
133,arc-gen,8,10,2,3,0,4,5,7,9,2,3,0,1,1,2,2,3,2,2:2,3:2,2:2:3:2
133,arc-gen,8,11,2,3,0,4,6,7,9,2,2,0,0,1,2,2,2,2,2:2,2:2,2:2:2:2
133,arc-gen,8,12,2,3,0,4,7,7,9,2,1,0,1,1,2,2,2,2,2:2,2:2,2:2:2:2
133,arc-gen,8,13,2,0,1,4,8,7,9,2,0,0,0,1,2,2,2,0,2:2,2:0,2:2:2:0
133,arc-gen,9,10,2,0,1,5,5,7,9,1,3,1,1,1,2,2,0,2,2:2,0:2,2:2:0:2
133,arc-gen,9,11,2,0,1,5,6,7,9,1,2,1,0,1,2,2,2,2,2:2,2:2,2:2:2:2
133,arc-gen,9,12,2,0,1,5,7,7,9,1,1,1,1,1,2,2,2,2,2:2,2:2,2:2:2:2
133,arc-gen,9,13,2,0,1,5,8,7,9,1,0,1,0,1,2,2,2,0,2:2,2:0,2:2:2:0
133,arc-gen,10,10,2,0,1,6,5,7,9,0,3,0,1,1,2,0,0,2,2:0,0:2,2:0:0:2
133,arc-gen,10,11,2,0,1,6,6,7,9,0,2,0,0,1,2,0,2,2,2:0,2:2,2:0:2:2
133,arc-gen,10,12,2,0,1,6,7,7,9,0,1,0,1,1,2,0,2,2,2:0,2:2,2:0:2:2
133,arc-gen,10,13,2,0,1,6,8,7,9,0,0,0,0,1,2,0,2,0,2:0,2:0,2:0:2:0
134,arc-gen,5,9,9,3,0,1,4,7,8,5,3,1,0,1,3,9,3,9,3:9,3:9,3:9:3:9
134,arc-gen,5,10,9,3,0,1,5,7,8,5,2,1,1,1,3,9,9,9,3:9,9:9,3:9:9:9
134,arc-gen,5,11,9,3,0,1,6,7,8,5,1,1,0,1,3,9,9,9,3:9,9:9,3:9:9:9
134,arc-gen,5,12,9,3,0,1,7,7,8,5,0,1,1,1,0,9,9,0,0:9,9:0,0:9:9:0
134,arc-gen,6,9,9,3,0,2,4,7,8,4,3,0,0,1,9,9,3,9,9:9,3:9,9:9:3:9
134,arc-gen,6,10,9,3,0,2,5,7,8,4,2,0,1,1,9,9,9,9,9:9,9:9,9:9:9:9
134,arc-gen,6,11,9,3,0,2,6,7,8,4,1,0,0,1,9,9,9,9,9:9,9:9,9:9:9:9
134,arc-gen,6,12,9,3,0,2,7,7,8,4,0,0,1,1,9,9,9,0,9:9,9:0,9:9:9:0
134,arc-gen,7,9,9,0,1,3,4,7,8,3,3,1,0,1,9,0,0,9,9:0,0:9,9:0:0:9
134,arc-gen,7,10,9,3,0,3,5,7,8,3,2,1,1,1,9,3,9,9,9:3,9:9,9:3:9:9
134,arc-gen,7,11,9,3,0,3,6,7,8,3,1,1,0,1,9,0,9,9,9:0,9:9,9:0:9:9
134,arc-gen,7,12,9,0,1,3,7,7,8,3,0,1,1,1,9,0,9,0,9:0,9:0,9:0:9:0
135,arc-gen,4,1,1,0,1,2,0,7,8,4,7,0,0,1,0,1,0,1,0:1,0:1,0:1:0:1
135,arc-gen,4,2,1,5,0,2,1,7,8,4,6,0,1,1,5,1,1,1,5:1,1:1,5:1:1:1
135,arc-gen,4,3,1,5,0,2,2,7,8,4,5,0,0,1,5,1,1,1,5:1,1:1,5:1:1:1
135,arc-gen,4,4,1,5,0,2,3,7,8,4,4,0,1,1,5,1,1,5,5:1,1:5,5:1:1:5
135,arc-gen,5,1,1,0,1,3,0,7,8,3,7,1,0,1,1,1,0,1,1:1,0:1,1:1:0:1
135,arc-gen,5,2,1,5,0,3,1,7,8,3,6,1,1,1,1,1,1,1,1:1,1:1,1:1:1:1
135,arc-gen,5,3,1,5,0,3,2,7,8,3,5,1,0,1,1,1,1,1,1:1,1:1,1:1:1:1
135,arc-gen,5,4,1,5,0,3,3,7,8,3,4,1,1,1,1,1,1,5,1:1,1:5,1:1:1:5
135,arc-gen,6,1,1,0,1,4,0,7,8,2,7,0,0,1,1,0,0,1,1:0,0:1,1:0:0:1
135,arc-gen,6,2,1,5,0,4,1,7,8,2,6,0,1,1,1,5,1,1,1:5,1:1,1:5:1:1
135,arc-gen,6,3,1,5,0,4,2,7,8,2,5,0,0,1,1,5,1,1,1:5,1:1,1:5:1:1
135,arc-gen,6,4,1,5,0,4,3,7,8,2,4,0,1,1,1,0,1,5,1:0,1:5,1:0:1:5
136,arc-gen,6,10,7,0,1,1,4,6,8,4,3,1,0,1,1,7,1,7,1:7,1:7,1:7:1:7
136,arc-gen,6,11,7,1,0,1,5,6,8,4,2,1,1,1,1,7,7,7,1:7,7:7,1:7:7:7
136,arc-gen,6,12,7,1,0,1,6,6,8,4,1,1,0,1,1,7,7,7,1:7,7:7,1:7:7:7
136,arc-gen,6,13,7,0,1,1,7,6,8,4,0,1,1,1,0,7,7,0,0:7,7:0,0:7:7:0
136,arc-gen,7,10,7,1,0,2,4,6,8,3,3,0,0,1,7,7,1,7,7:7,1:7,7:7:1:7
136,arc-gen,7,11,7,1,0,2,5,6,8,3,2,0,1,1,7,7,7,7,7:7,7:7,7:7:7:7
136,arc-gen,7,12,7,1,0,2,6,6,8,3,1,0,0,1,7,7,7,7,7:7,7:7,7:7:7:7
136,arc-gen,7,13,7,0,1,2,7,6,8,3,0,0,1,1,7,7,7,0,7:7,7:0,7:7:7:0
136,arc-gen,8,10,7,1,0,3,4,6,8,2,3,1,0,1,7,7,1,7,7:7,1:7,7:7:1:7
136,arc-gen,8,11,7,1,0,3,5,6,8,2,2,1,1,1,7,7,7,7,7:7,7:7,7:7:7:7
136,arc-gen,8,12,7,1,0,3,6,6,8,2,1,1,0,1,7,7,7,7,7:7,7:7,7:7:7:7
136,arc-gen,8,13,7,0,1,3,7,6,8,2,0,1,1,1,7,7,7,0,7:7,7:0,7:7:7:0
136,arc-gen,9,10,7,1,0,4,4,6,8,1,3,0,0,1,7,7,1,7,7:7,1:7,7:7:1:7
136,arc-gen,9,11,7,1,0,4,5,6,8,1,2,0,1,1,7,7,7,7,7:7,7:7,7:7:7:7
136,arc-gen,9,12,7,0,1,4,6,6,8,1,1,0,0,1,7,7,7,7,7:7,7:7,7:7:7:7
136,arc-gen,9,13,7,0,1,4,7,6,8,1,0,0,1,1,7,7,7,0,7:7,7:0,7:7:7:0
136,arc-gen,10,10,7,1,0,5,4,6,8,0,3,1,0,1,7,0,0,7,7:0,0:7,7:0:0:7
136,arc-gen,10,11,7,1,0,5,5,6,8,0,2,1,1,1,7,0,7,7,7:0,7:7,7:0:7:7
136,arc-gen,10,12,7,1,0,5,6,6,8,0,1,1,0,1,7,0,7,7,7:0,7:7,7:0:7:7
136,arc-gen,10,13,7,0,1,5,7,6,8,0,0,1,1,1,7,0,7,0,7:0,7:0,7:0:7:0
137,arc-gen,5,8,5,4,0,1,4,8,8,6,3,1,0,1,4,5,4,5,4:5,4:5,4:5:4:5
137,arc-gen,5,9,5,4,0,1,5,8,8,6,2,1,1,1,4,5,5,5,4:5,5:5,4:5:5:5
137,arc-gen,5,10,5,4,0,1,6,8,8,6,1,1,0,1,4,5,5,5,4:5,5:5,4:5:5:5
137,arc-gen,5,11,5,4,0,1,7,8,8,6,0,1,1,1,4,5,5,0,4:5,5:0,4:5:5:0
137,arc-gen,6,8,5,4,0,2,4,8,8,5,3,0,0,1,5,5,4,5,5:5,4:5,5:5:4:5
137,arc-gen,6,9,5,4,0,2,5,8,8,5,2,0,1,1,5,5,5,5,5:5,5:5,5:5:5:5
137,arc-gen,6,10,5,4,0,2,6,8,8,5,1,0,0,1,5,5,5,5,5:5,5:5,5:5:5:5
137,arc-gen,6,11,5,4,0,2,7,8,8,5,0,0,1,1,5,5,5,0,5:5,5:0,5:5:5:0
137,arc-gen,7,8,5,4,0,3,4,8,8,4,3,1,0,1,5,5,4,5,5:5,4:5,5:5:4:5
137,arc-gen,7,9,5,4,0,3,5,8,8,4,2,1,1,1,5,5,5,5,5:5,5:5,5:5:5:5
137,arc-gen,7,10,5,4,0,3,6,8,8,4,1,1,0,1,5,5,5,5,5:5,5:5,5:5:5:5
137,arc-gen,7,11,5,4,0,3,7,8,8,4,0,1,1,1,5,5,5,0,5:5,5:0,5:5:5:0
137,arc-gen,8,8,5,4,0,4,4,8,8,3,3,0,0,1,5,5,4,5,5:5,4:5,5:5:4:5
137,arc-gen,8,9,5,4,0,4,5,8,8,3,2,0,1,1,5,5,5,5,5:5,5:5,5:5:5:5
137,arc-gen,8,10,5,4,0,4,6,8,8,3,1,0,0,1,5,5,5,5,5:5,5:5,5:5:5:5
137,arc-gen,8,11,5,4,0,4,7,8,8,3,0,0,1,1,5,5,5,0,5:5,5:0,5:5:5:0
137,arc-gen,9,8,5,4,0,5,4,8,8,2,3,1,0,1,5,4,4,5,5:4,4:5,5:4:4:5
137,arc-gen,9,9,5,0,1,5,5,8,8,2,2,1,1,1,5,4,5,5,5:4,5:5,5:4:5:5
137,arc-gen,9,10,5,0,1,5,6,8,8,2,1,1,0,1,5,0,5,5,5:0,5:5,5:0:5:5
137,arc-gen,9,11,5,0,1,5,7,8,8,2,0,1,1,1,5,0,5,0,5:0,5:0,5:0:5:0
138,arc-gen,4,0,5,0,1,2,0,6,9,3,8,0,0,1,0,5,-1,5,0:5,-1:5,0:5:-1:5
138,arc-gen,4,1,5,0,1,2,1,6,9,3,7,0,1,1,0,5,5,5,0:5,5:5,0:5:5:5
138,arc-gen,4,2,5,6,0,2,2,6,9,3,6,0,0,1,6,5,5,5,6:5,5:5,6:5:5:5
138,arc-gen,4,3,5,6,0,2,3,6,9,3,5,0,1,1,6,5,5,6,6:5,5:6,6:5:5:6
138,arc-gen,5,0,5,0,1,3,0,6,9,2,8,1,0,1,5,5,-1,5,5:5,-1:5,5:5:-1:5
138,arc-gen,5,1,5,0,1,3,1,6,9,2,7,1,1,1,5,5,5,5,5:5,5:5,5:5:5:5
138,arc-gen,5,2,5,6,0,3,2,6,9,2,6,1,0,1,5,5,5,5,5:5,5:5,5:5:5:5
138,arc-gen,5,3,5,6,0,3,3,6,9,2,5,1,1,1,5,5,5,6,5:5,5:6,5:5:5:6
138,arc-gen,6,0,5,0,1,4,0,6,9,1,8,0,0,1,5,5,-1,5,5:5,-1:5,5:5:-1:5
138,arc-gen,6,1,5,0,1,4,1,6,9,1,7,0,1,1,5,5,5,5,5:5,5:5,5:5:5:5
138,arc-gen,6,2,5,6,0,4,2,6,9,1,6,0,0,1,5,5,5,5,5:5,5:5,5:5:5:5
138,arc-gen,6,3,5,0,1,4,3,6,9,1,5,0,1,1,5,5,5,6,5:5,5:6,5:5:5:6
138,arc-gen,7,0,5,0,1,5,0,6,9,0,8,1,0,1,5,0,-1,5,5:0,-1:5,5:0:-1:5
138,arc-gen,7,1,5,0,1,5,1,6,9,0,7,1,1,1,5,0,5,5,5:0,5:5,5:0:5:5
138,arc-gen,7,2,5,0,1,5,2,6,9,0,6,1,0,1,5,0,5,5,5:0,5:5,5:0:5:5
138,arc-gen,7,3,5,0,1,5,3,6,9,0,5,1,1,1,5,0,5,0,5:0,5:0,5:0:5:0
139,arc-gen,6,10,9,8,0,1,4,7,8,5,3,1,0,1,8,9,8,9,8:9,8:9,8:9:8:9
139,arc-gen,6,11,9,8,0,1,5,7,8,5,2,1,1,1,8,9,9,9,8:9,9:9,8:9:9:9
139,arc-gen,6,12,9,8,0,1,6,7,8,5,1,1,0,1,8,9,9,9,8:9,9:9,8:9:9:9
139,arc-gen,6,13,9,0,1,1,7,7,8,5,0,1,1,1,0,9,9,0,0:9,9:0,0:9:9:0
139,arc-gen,7,10,9,8,0,2,4,7,8,4,3,0,0,1,9,9,8,9,9:9,8:9,9:9:8:9
139,arc-gen,7,11,9,8,0,2,5,7,8,4,2,0,1,1,9,9,9,9,9:9,9:9,9:9:9:9
139,arc-gen,7,12,9,0,1,2,6,7,8,4,1,0,0,1,9,9,9,9,9:9,9:9,9:9:9:9
139,arc-gen,7,13,9,0,1,2,7,7,8,4,0,0,1,1,9,9,9,0,9:9,9:0,9:9:9:0
139,arc-gen,8,10,9,8,0,3,4,7,8,3,3,1,0,1,9,0,8,9,9:0,8:9,9:0:8:9
139,arc-gen,8,11,9,8,0,3,5,7,8,3,2,1,1,1,9,8,9,9,9:8,9:9,9:8:9:9
139,arc-gen,8,12,9,8,0,3,6,7,8,3,1,1,0,1,9,8,9,9,9:8,9:9,9:8:9:9
139,arc-gen,8,13,9,0,1,3,7,7,8,3,0,1,1,1,9,0,9,0,9:0,9:0,9:0:9:0
140,arc-gen,6,5,1,0,1,1,0,6,8,4,7,1,0,0,0,1,0,1,0:1,0:1,0:1:0:1
140,arc-gen,6,6,1,9,0,1,1,6,8,4,6,1,1,0,0,1,1,1,0:1,1:1,0:1:1:1
140,arc-gen,6,7,1,9,0,1,2,6,8,4,5,1,0,0,9,1,1,1,9:1,1:1,9:1:1:1
140,arc-gen,6,8,1,9,0,1,3,6,8,4,4,1,1,0,0,1,1,9,0:1,1:9,0:1:1:9
140,arc-gen,7,5,1,0,1,2,0,6,8,3,7,0,0,0,1,1,0,1,1:1,0:1,1:1:0:1
140,arc-gen,7,6,1,0,1,2,1,6,8,3,6,0,1,0,1,1,1,1,1:1,1:1,1:1:1:1
140,arc-gen,7,7,1,9,0,2,2,6,8,3,5,0,0,0,1,1,1,1,1:1,1:1,1:1:1:1
140,arc-gen,7,8,1,9,0,2,3,6,8,3,4,0,1,0,1,1,1,9,1:1,1:9,1:1:1:9
140,arc-gen,8,5,1,0,1,3,0,6,8,2,7,1,0,0,1,1,0,1,1:1,0:1,1:1:0:1
140,arc-gen,8,6,1,0,1,3,1,6,8,2,6,1,1,0,1,1,1,1,1:1,1:1,1:1:1:1
140,arc-gen,8,7,1,0,1,3,2,6,8,2,5,1,0,0,1,1,1,1,1:1,1:1,1:1:1:1
140,arc-gen,8,8,1,9,0,3,3,6,8,2,4,1,1,0,1,1,1,9,1:1,1:9,1:1:1:9
140,arc-gen,9,5,1,0,1,4,0,6,8,1,7,0,0,0,1,1,0,1,1:1,0:1,1:1:0:1
140,arc-gen,9,6,1,0,1,4,1,6,8,1,6,0,1,0,1,1,1,1,1:1,1:1,1:1:1:1
140,arc-gen,9,7,1,0,1,4,2,6,8,1,5,0,0,0,1,1,1,1,1:1,1:1,1:1:1:1
140,arc-gen,9,8,1,0,1,4,3,6,8,1,4,0,1,0,1,1,1,9,1:1,1:9,1:1:1:9
140,arc-gen,10,5,1,0,1,5,0,6,8,0,7,1,0,0,1,0,0,1,1:0,0:1,1:0:0:1
140,arc-gen,10,6,1,0,1,5,1,6,8,0,6,1,1,0,1,0,1,1,1:0,1:1,1:0:1:1
140,arc-gen,10,7,1,0,1,5,2,6,8,0,5,1,0,0,1,0,1,1,1:0,1:1,1:0:1:1
140,arc-gen,10,8,1,0,1,5,3,6,8,0,4,1,1,0,1,0,1,0,1:0,1:0,1:0:1:0
141,arc-gen,4,8,7,2,0,1,4,4,8,2,3,1,0,1,2,7,2,7,2:7,2:7,2:7:2:7
141,arc-gen,4,9,7,2,0,1,5,4,8,2,2,1,1,1,2,7,7,7,2:7,7:7,2:7:7:7
141,arc-gen,4,10,7,2,0,1,6,4,8,2,1,1,0,1,2,7,7,7,2:7,7:7,2:7:7:7
141,arc-gen,4,11,7,2,0,1,7,4,8,2,0,1,1,1,2,7,7,0,2:7,7:0,2:7:7:0
141,arc-gen,5,8,7,2,0,2,4,4,8,1,3,0,0,1,7,7,2,7,7:7,2:7,7:7:2:7
141,arc-gen,5,9,7,2,0,2,5,4,8,1,2,0,1,1,7,7,7,7,7:7,7:7,7:7:7:7
141,arc-gen,5,10,7,2,0,2,6,4,8,1,1,0,0,1,7,7,7,7,7:7,7:7,7:7:7:7
141,arc-gen,5,11,7,0,1,2,7,4,8,1,0,0,1,1,7,7,7,0,7:7,7:0,7:7:7:0
141,arc-gen,6,8,7,0,1,3,4,4,8,0,3,1,0,1,7,0,0,7,7:0,0:7,7:0:0:7
141,arc-gen,6,9,7,0,1,3,5,4,8,0,2,1,1,1,7,0,7,7,7:0,7:7,7:0:7:7
141,arc-gen,6,10,7,0,1,3,6,4,8,0,1,1,0,1,7,0,7,7,7:0,7:7,7:0:7:7
141,arc-gen,6,11,7,0,1,3,7,4,8,0,0,1,1,1,7,0,7,0,7:0,7:0,7:0:7:0
142,arc-gen,5,10,7,0,1,1,5,6,9,4,3,1,1,0,3,7,3,7,3:7,3:7,3:7:3:7
142,arc-gen,5,11,7,3,0,1,6,6,9,4,2,1,0,0,3,7,7,7,3:7,7:7,3:7:7:7
142,arc-gen,5,12,7,3,0,1,7,6,9,4,1,1,1,0,3,7,7,7,3:7,7:7,3:7:7:7
