rounded_missing_drop,candidate_subsets,shown_subset_count
126.81,193 192 197 324 137 335 213 338 275;097 193 197 137 335 224 213 338 275;097 192 197 324 137 213 338 131 275;097 193 192 137 335 213 338 131 275,4
126.82,097 193 192 324 137 335 224 338 275;193 192 197 324 137 335 213 131 275;097 193 197 137 335 224 213 131 275;097 193 192 197 137 224 338 131 275,4
126.83,193 192 197 324 137 224 213 338 275;097 193 192 324 137 335 224 131 275;097 193 197 137 335 213 338 131 275;097 193 192 137 224 213 338 131 275,4
126.84,097 193 197 324 137 335 224 338 275;097 192 197 137 335 224 213 338 275;193 192 197 324 137 224 213 131 275;097 193 192 324 137 335 338 131 275,4
126.85,097 193 324 137 335 224 213 338 275;097 193 197 324 137 335 224 131 275;097 193 192 324 137 224 338 131 275;193 192 197 324 137 213 338 131 275,4
126.86,097 192 197 137 335 224 213 131 275;097 193 324 137 335 224 213 131 275;097 193 197 324 137 335 338 131 275;193 192 197 324 137 224 338 275 138,4
126.87,097 192 197 324 137 335 224 338 275;097 192 197 137 335 213 338 131 275;097 193 324 137 335 213 338 131 275;193 197 324 137 335 224 213 275 138,4
126.88,193 192 197 137 335 224 213 338 275;097 192 324 137 335 224 213 338 275;097 192 197 324 137 335 224 131 275;097 193 197 324 137 224 338 131 275,4
126.89,193 192 197 137 335 224 213 131 275;097 192 324 137 335 224 213 131 275;097 192 197 324 137 335 338 131 275;097 193 324 137 224 213 338 131 275,4
126.9,193 192 197 137 335 213 338 131 275;097 192 324 137 335 213 338 131 275;192 197 324 137 335 224 213 275 138;193 197 324 137 224 213 338 275 138,4
126.91,193 192 197 324 137 335 224 338 275;097 197 324 137 335 224 213 338 275;097 192 197 324 137 224 338 131 275;097 193 192 137 335 224 338 131 275,4
126.92,193 192 324 137 335 224 213 338 275;193 192 197 324 137 335 224 131 275;097 197 324 137 335 224 213 131 275;193 192 197 137 224 213 338 131 275,4
126.93,193 192 324 137 335 224 213 131 275;193 192 197 324 137 335 338 131 275;097 193 197 137 335 224 338 131 275;097 197 324 137 335 213 338 131 275,4
126.94,193 192 324 137 335 213 338 131 275;097 197 324 137 224 213 338 131 275;097 193 137 335 224 213 338 131 275;097 197 324 137 335 224 338 275 138,4
126.95,193 197 324 137 335 224 213 338 275;193 192 197 324 137 224 338 131 275;193 197 137 335 224 213 338 275 138;097 324 137 335 224 213 338 275 138,4
126.96,193 197 324 137 335 224 213 131 275;097 192 197 137 335 224 338 131 275;193 192 324 137 224 213 338 131 275;193 192 324 137 335 224 338 275 138,4
126.97,097 193 324 137 335 224 338 131 275;193 197 324 137 335 213 338 131 275;097 192 137 335 224 213 338 131 275;193 192 324 137 335 224 131 275 138,4
126.98,192 197 324 137 335 224 213 338 275;193 197 324 137 224 213 338 131 275;193 197 324 137 335 224 338 275 138;193 192 324 137 335 338 131 275 138,4
126.99,192 197 324 137 335 224 213 131 275;192 197 137 335 224 213 338 275 138;193 324 137 335 224 213 338 275 138;193 197 324 137 335 224 131 275 138,4
127.0,193 192 197 137 335 224 338 131 275;097 192 324 137 335 224 338 131 275;192 197 324 137 335 213 338 131 275;097 197 137 335 224 213 338 131 275,4
127.01,193 192 137 335 224 213 338 131 275;192 197 324 137 335 224 338 275 138;097 192 137 335 224 338 131 275 138;192 197 137 335 213 338 131 275 138,4
127.02,192 197 324 137 224 213 338 131 275;097 193 192 197 324 224 213 275 138;192 324 137 335 224 213 338 275 138;192 197 324 137 335 224 131 275 138,4
127.03,097 197 324 137 335 224 338 131 275;097 193 192 197 324 213 338 275 138;192 324 137 335 224 213 131 275 138;192 197 324 137 335 338 131 275 138,4
127.04,193 192 324 137 335 224 338 131 275;193 197 137 335 224 213 338 131 275;097 324 137 335 224 213 338 131 275;097 193 192 197 324 213 131 275 138,4
127.05,197 324 137 335 224 213 338 275 138;192 197 324 137 224 338 131 275 138;193 192 137 335 224 338 131 275 138;097 193 197 324 137 335 224 338 243,4
127.06,097 193 192 197 324 335 224 213 275;197 324 137 335 224 213 131 275 138;192 324 137 224 213 338 131 275 138;097 192 197 137 335 224 213 338 243,4
127.07,097 193 192 197 324 335 213 338 275;193 197 324 137 335 224 338 131 275;192 197 137 335 224 213 338 131 275;193 324 137 335 224 213 338 131 275,4
127.08,097 193 192 197 324 335 213 131 275;097 193 192 197 335 213 338 275 138;197 324 137 224 213 338 131 275 138;193 137 335 224 213 338 131 275 138,4
127.09,097 193 192 197 324 224 213 338 275;097 193 192 197 335 213 131 275 138;097 192 324 137 335 224 213 338 243;097 192 197 324 137 335 224 131 243,4
127.1,097 193 192 197 324 224 213 131 275;192 197 324 137 335 224 338 131 275;097 193 192 197 324 335 224 275 138;097 193 192 197 224 213 338 275 138,4
127.11,097 193 192 197 324 213 338 131 275;192 324 137 335 224 213 338 131 275;097 193 192 324 335 224 213 275 138;097 193 192 197 324 335 338 275 138,4
127.12,097 193 192 324 335 213 338 275 138;097 193 192 197 324 335 131 275 138;097 193 192 197 213 338 131 275 138;192 137 335 224 213 338 131 275 138,4
127.13,197 324 137 335 224 213 338 131 275;097 193 197 324 335 224 213 275 138;097 193 192 197 324 224 338 275 138;097 193 192 324 335 213 131 275 138,4
127.14,097 193 197 324 335 213 338 275 138;097 193 192 324 224 213 338 275 138;097 193 192 197 324 224 131 275 138;192 324 137 335 224 338 131 275 138,4
127.15,097 193 192 197 335 224 213 338 275;097 193 192 197 324 137 335 213 138;097 193 197 324 335 213 131 275 138;097 193 192 324 224 213 131 275 138,4
127.16,097 193 192 197 335 224 213 131 275;097 193 192 197 324 137 224 213 138;097 193 197 324 224 213 338 275 138;097 193 192 324 213 338 131 275 138,4
127.17,097 193 192 197 324 335 224 338 275;097 193 192 197 335 213 338 131 275;097 193 192 197 324 137 213 338 138;097 192 197 324 335 224 213 275 138,4
127.18,097 193 192 324 335 224 213 338 275;097 193 192 197 324 335 224 131 275;097 193 192 197 224 213 338 131 275;097 193 192 197 324 137 213 131 138,4
127.19,097 193 192 324 335 224 213 131 275;097 193 192 197 324 335 338 131 275;097 192 197 324 224 213 338 275 138;097 193 192 335 224 213 338 275 138,4
127.2,097 193 192 324 335 213 338 131 275;193 192 197 324 335 224 213 275 138;097 192 197 324 224 213 131 275 138;097 193 192 335 224 213 131 275 138,4
127.21,097 193 192 197 324 137 335 224 213;097 193 197 324 335 224 213 338 275;097 193 192 197 324 224 338 131 275;193 192 197 324 335 213 338 275 138,4
127.22,097 193 192 197 324 137 335 213 338;097 193 197 324 335 224 213 131 275;097 193 192 324 224 213 338 131 275;097 193 192 197 137 335 224 213 138,4
127.23,097 193 192 197 324 137 335 213 131;097 193 197 324 335 213 338 131 275;097 193 192 197 137 335 213 338 138;193 192 197 324 224 213 338 275 138,4
127.24,097 193 192 197 324 137 224 213 338;097 192 197 324 335 224 213 338 275;097 193 197 324 224 213 338 131 275;097 193 192 197 137 224 213 338 138,4
127.25,097 193 192 197 324 137 224 213 131;097 192 197 324 335 224 213 131 275;097 193 192 197 324 137 335 224 138;097 193 192 324 137 335 224 213 138,4
127.26,097 193 192 197 324 137 213 338 131;097 192 197 324 335 213 338 131 275;097 193 192 324 137 335 213 338 138;097 193 192 197 137 224 213 131 138,4
127.27,097 193 192 197 335 224 338 131 275;097 193 192 335 224 213 338 131 275;097 193 192 197 324 137 224 338 138;097 193 192 197 324 137 335 131 138,4
127.28,193 192 197 324 335 224 213 338 275;097 192 197 324 224 213 338 131 275;097 193 197 324 137 335 224 213 138;097 193 192 324 137 224 213 338 138,4
127.29,097 193 192 197 137 335 224 213 338;193 192 197 324 335 224 213 131 275;097 193 197 324 137 335 213 338 138;097 193 192 324 137 224 213 131 138,4
127.3,097 193 192 197 137 335 224 213 131;097 193 192 324 335 224 338 131 275;193 192 197 324 335 213 338 131 275;097 193 197 335 224 213 338 131 275,4
127.31,097 193 192 197 137 335 213 338 131;097 192 197 324 137 335 224 213 138;097 193 197 324 137 224 213 338 138;193 192 197 324 335 224 338 275 138,4
127.32,097 193 192 197 324 137 335 224 338;193 192 197 324 224 213 338 131 275;097 192 197 324 137 335 213 338 138;097 193 197 324 137 224 213 131 138,4
127.33,097 193 192 324 137 335 224 213 338;097 193 192 197 324 137 335 224 131;097 193 192 197 137 224 213 338 131;097 193 197 324 335 224 338 131 275,4
127.34,097 193 192 324 137 335 224 213 131;097 193 192 197 324 137 335 338 131;097 193 324 335 224 213 338 131 275;097 192 197 324 137 224 213 338 138,4
127.35,097 193 197 324 137 335 224 213 338;097 193 192 324 137 335 213 338 131;193 192 197 324 137 335 224 213 138;097 192 197 324 137 224 213 131 138,4
127.36,097 193 197 324 137 335 224 213 131;097 193 192 197 324 137 224 338 131;097 192 197 324 335 224 338 131 275;097 193 192 324 137 335 224 338 138,4
127.37,097 193 197 324 137 335 213 338 131;097 193 192 324 137 224 213 338 131;193 192 197 335 224 213 338 131 275;097 192 324 335 224 213 338 131 275,4
127.38,193 192 197 324 137 224 213 338 138;097 193 192 324 137 335 338 131 138;097 193 197 137 335 213 338 131 138;192 197 324 335 224 213 338 275 138,4
127.39,097 192 197 324 137 335 224 213 338;097 193 197 324 137 224 213 338 131;097 197 324 335 224 213 338 131 275;097 193 197 324 137 335 224 338 138,4
127.4,097 192 197 324 137 335 224 213 131;193 192 197 324 335 224 338 131 275;097 193 324 137 335 224 213 338 138;097 193 197 324 137 335 224 131 138,4
127.41,097 193 192 197 137 335 224 338 131;097 192 197 324 137 335 213 338 131;193 192 324 335 224 213 338 131 275;097 193 324 137 335 224 213 131 138,4
127.42,193 192 197 324 137 335 224 213 338;097 192 197 324 137 224 213 338 131;097 193 192 137 335 224 213 338 131;097 192 197 324 137 335 224 338 138,4
127.43,193 192 197 324 137 335 224 213 131;193 197 324 335 224 213 338 131 275;193 192 197 137 335 224 213 338 138;097 192 324 137 335 224 213 338 138,4
127.44,193 192 197 324 137 335 213 338 131;193 192 197 137 335 224 213 131 138;097 192 324 137 335 224 213 131 138;097 192 197 324 137 335 338 131 138,4
127.45,097 193 192 324 137 335 224 338 131;097 193 197 137 335 224 213 338 131;097 197 324 137 335 224 213 338 138;193 192 197 137 335 213 338 131 138,4
127.46,193 192 197 324 137 224 213 338 131;192 197 324 335 224 213 338 131 275;193 192 197 324 137 335 224 338 138;097 192 197 324 137 224 338 131 138,4
127.47,097 193 197 324 137 335 224 338 131;193 192 324 137 335 224 213 338 138;193 192 197 324 137 335 224 131 138;097 197 324 137 335 224 213 131 138,4
127.48,097 192 197 137 335 224 213 338 131;097 193 324 137 335 224 213 338 131;193 192 324 137 335 224 213 131 138;193 192 197 324 137 335 338 131 138,4
127.49,193 197 324 137 335 224 213 338 138;193 192 324 137 335 213 338 131 138;097 197 324 137 224 213 338 131 138;097 193 137 335 224 213 338 131 138,4
127.5,193 197 324 137 335 224 213 131 138;193 192 197 324 137 224 338 131 138;192 197 324 335 224 338 131 275 138;193 192 197 324 335 224 213 131 243,4
127.51,097 192 197 324 137 335 224 338 131;097 192 324 137 335 224 213 338 131;097 192 197 137 335 224 338 131 138;193 197 324 137 335 213 338 131 138,4
127.52,193 192 197 137 335 224 213 338 131;097 193 324 137 335 224 338 131 138;097 192 137 335 224 213 338 131 138;097 197 324 335 224 213 338 138 243,4
127.53,192 197 324 137 335 224 213 338 138;193 197 324 137 224 213 338 131 138;197 324 335 224 213 338 131 275 138;193 192 197 324 224 213 338 131 243,4
127.54,193 192 197 324 137 335 224 338 131;097 197 324 137 335 224 213 338 131;192 197 324 137 335 224 213 131 138;097 193 197 324 335 224 338 131 243,4
127.55,193 192 324 137 335 224 213 338 131;193 192 197 137 335 224 338 131 138;097 192 324 137 335 224 338 131 138;192 197 324 137 335 213 338 131 138,4
127.56,192 197 324 137 224 213 338 131 138;193 192 137 335 224 213 338 131 138;193 197 324 335 224 213 338 138 243;193 192 197 324 224 338 131 138 243,4
127.57,097 197 324 137 335 224 338 131 138;097 192 197 324 335 224 338 131 243;193 197 324 335 224 213 131 138 243;193 192 324 224 213 338 131 138 243,4
127.58,193 197 324 137 335 224 213 338 131;097 324 137 335 224 213 338 131 138;193 192 197 335 224 213 338 131 243;097 192 324 335 224 213 338 131 243,4
127.59,193 192 324 137 335 224 338 131 138;193 197 137 335 224 213 338 131 138;192 197 324 335 224 213 338 138 243;097 192 335 224 213 338 131 138 243,4
127.6,097 197 324 335 224 213 338 131 243;192 197 324 335 224 213 131 138 243;193 197 324 224 213 338 131 138 243;193 192 197 324 137 335 224 338 359,4
127.61,192 197 324 137 335 224 213 338 131;097 193 192 197 324 335 224 213 138;193 197 324 137 335 224 338 131 138;193 192 197 324 335 224 338 131 243,4
127.62,097 193 192 197 324 335 213 338 138;192 197 137 335 224 213 338 131 138;193 324 137 335 224 213 338 131 138;193 192 324 335 224 213 338 131 243,4
127.63,097 193 192 197 324 335 213 131 138;192 197 324 224 213 338 131 138 243;193 192 335 224 213 338 131 138 243;193 197 324 137 335 224 213 338 359,4
127.64,097 193 192 197 324 224 213 338 138;193 197 324 335 224 213 338 131 243;097 197 324 335 224 338 131 138 243;193 197 324 137 335 224 213 131 359,4
127.65,097 193 192 197 324 224 213 131 138;192 197 324 137 335 224 338 131 138;193 192 324 335 224 338 131 138 243;193 197 335 224 213 338 131 138 243,4
127.66,097 193 192 197 324 213 338 131 138;192 324 137 335 224 213 338 131 138;192 197 324 137 335 224 213 338 359;097 192 137 335 224 213 338 131 359,4
127.67,192 197 324 137 335 224 213 131 359;193 197 324 137 224 213 338 131 359;197 324 335 224 213 338 131 275 359;193 197 324 137 335 224 338 138 359,4
127.68,197 324 137 335 224 213 338 131 138;192 197 324 335 224 213 338 131 243;193 197 324 335 224 338 131 138 243;192 197 335 224 213 338 131 138 243,4
127.69,097 193 192 197 324 335 224 213 338;097 193 192 197 335 224 213 338 138;193 324 335 224 213 338 131 138 243;193 192 197 137 335 224 338 131 359,4
127.7,097 193 192 197 324 335 224 213 131;097 193 192 197 335 224 213 131 138;192 197 324 137 224 213 338 131 359;193 192 137 335 224 213 338 131 359,4
127.71,097 193 192 197 324 335 213 338 131;097 193 192 197 335 213 338 131 138;192 197 324 335 224 338 131 138 243;097 197 324 137 335 224 338 131 359,4
127.72,097 193 192 197 324 224 213 338 131;097 193 192 197 324 335 224 338 138;192 324 335 224 213 338 131 138 243;193 192 324 137 335 224 338 131 359,4
127.73,097 193 192 324 335 224 213 338 138;097 193 192 197 324 335 224 131 138;097 193 192 197 224 213 338 131 138;197 324 137 335 224 213 338 138 359,4
127.74,097 193 192 324 335 224 213 131 138;097 193 192 197 324 335 338 131 138;197 324 137 335 224 213 131 138 359;192 197 324 137 224 338 131 138 359,4
127.75,097 193 192 324 335 213 338 131 138;197 324 335 224 213 338 131 138 243;097 193 192 197 324 335 224 213 359;193 197 324 137 335 224 338 131 359,4
127.76,097 193 197 324 335 224 213 338 138;097 193 192 197 324 224 338 131 138;097 193 192 197 324 335 213 338 359;193 324 137 335 224 213 338 131 359,4
127.77,097 193 197 324 335 224 213 131 138;097 193 192 324 224 213 338 131 138;097 193 192 197 324 224 213 338 359;097 193 192 197 324 335 213 131 359,4
127.78,097 193 192 197 335 224 213 338 131;097 193 197 324 335 213 338 131 138;192 197 324 137 335 224 338 131 359;097 193 192 197 324 335 224 138 359,4
127.79,097 192 197 324 335 224 213 338 138;097 193 197 324 224 213 338 131 138;097 193 192 197 324 224 213 131 359;097 193 192 197 324 213 338 131 359,4
127.8,097 192 197 324 335 224 213 131 138;097 193 192 324 335 213 338 138 359;097 193 192 197 324 335 131 138 359;097 193 192 197 213 338 131 138 359,4
127.81,097 193 192 197 324 335 224 338 131;097 193 192 324 335 224 213 338 131;097 193 192 197 335 224 338 131 138;097 192 197 324 335 213 338 131 138,4
127.82,097 192 197 324 224 213 338 131 138;097 193 192 335 224 213 338 131 138;197 324 137 335 224 213 338 131 359;097 193 197 324 335 224 213 138 359,4
127.83,193 192 197 324 335 224 213 338 138;097 193 192 197 335 224 213 338 359;097 193 197 324 335 213 338 138 359;097 193 192 324 224 213 131 138 359,4
127.84,097 193 197 324 335 224 213 338 131;193 192 197 324 335 224 213 131 138;097 193 192 197 335 224 213 131 359;097 193 197 324 224 213 338 138 359,4
127.85,097 193 192 324 335 224 338 131 138;193 192 197 324 335 213 338 131 138;097 193 197 335 224 213 338 131 138;097 193 192 197 335 213 338 131 359,4
127.86,193 192 197 324 224 213 338 131 138;097 193 192 197 324 335 224 338 359;097 192 197 324 335 213 338 138 359;097 193 197 324 213 338 131 138 359,4
127.87,097 192 197 324 335 224 213 338 131;097 193 192 324 335 224 213 338 359;097 193 192 197 324 335 224 131 359;097 193 192 197 224 213 338 131 359,4
127.88,097 193 197 324 335 224 338 131 138;097 192 197 335 224 213 338 131 138;097 193 324 335 224 213 338 131 138;097 193 192 324 335 224 213 131 359,4
127.89,097 193 197 324 335 224 213 338 359;097 193 192 197 324 224 338 131 359;097 193 192 324 335 213 338 131 359;193 192 197 324 335 224 213 138 359,4
127.9,097 193 197 324 335 224 213 131 359;097 193 192 324 224 213 338 131 359;097 193 192 324 335 224 338 138 359;193 192 197 324 335 213 338 138 359,4
127.91,193 192 197 324 335 224 213 338 131;097 192 197 324 335 224 338 131 138;097 193 197 324 335 213 338 131 359;097 193 192 324 335 224 131 138 359,4
127.92,193 192 197 335 224 213 338 131 138;097 192 324 335 224 213 338 131 138;097 192 197 324 335 224 213 338 359;193 192 197 324 224 213 338 138 359,4
127.93,097 192 197 324 335 224 213 131 359;097 193 197 324 224 213 338 131 359;097 193 197 324 335 224 338 138 359;097 192 197 335 224 213 338 138 359,4
127.94,097 197 324 335 224 213 338 131 138;097 192 197 324 335 213 338 131 359;097 193 324 335 224 213 338 138 359;097 193 197 324 335 224 131 138 359,4
127.95,193 192 197 324 335 224 338 131 138;097 193 192 197 335 224 338 131 359;097 193 324 335 224 213 131 138 359;097 193 197 324 335 338 131 138 359,4
127.96,193 192 324 335 224 213 338 131 138;193 192 197 324 335 224 213 338 359;097 192 197 324 224 213 338 131 359;097 193 192 335 224 213 338 131 359,4
127.97,193 192 197 324 335 224 213 131 359;193 192 197 335 224 213 338 138 359;097 192 324 335 224 213 338 138 359;097 192 197 324 335 224 131 138 359,4
127.98,193 197 324 335 224 213 338 131 138;193 192 197 324 335 213 338 131 359;097 193 197 335 224 213 338 131 359;193 192 197 335 224 213 131 138 359,4
127.99,097 193 192 324 335 224 338 131 359;097 197 324 335 224 213 338 138 359;097 193 192 335 224 338 131 138 359;193 192 197 335 213 338 131 138 359,4
128.0,193 192 197 324 224 213 338 131 359;193 192 197 324 335 224 338 138 359;097 197 324 335 224 213 131 138 359;097 192 197 324 224 338 131 138 359,4
128.01,192 197 324 335 224 213 338 131 138;097 193 197 324 335 224 338 131 359;193 192 324 335 224 213 338 138 359;193 192 197 324 335 224 131 138 359,4
128.02,097 192 197 335 224 213 338 131 359;097 193 324 335 224 213 338 131 359;193 192 324 335 224 213 131 138 359;193 192 197 324 335 338 131 138 359,4
128.03,193 197 324 335 224 213 338 138 359;193 192 324 335 213 338 131 138 359;097 197 324 224 213 338 131 138 359;097 193 335 224 213 338 131 138 359,4
128.04,097 192 197 324 335 224 338 131 359;193 197 324 335 224 213 131 138 359;193 192 197 324 224 338 131 138 359;193 192 324 224 213 338 131 138 359,4
128.05,097 192 324 335 224 213 338 131 359;097 192 197 335 224 338 131 138 359;193 197 324 335 213 338 131 138 359,3
128.06,193 192 197 335 224 213 338 131 359;192 197 324 335 224 213 338 138 359;097 193 324 335 224 338 131 138 359;097 192 335 224 213 338 131 138 359,4
128.07,192 197 324 335 224 213 131 138 359;193 197 324 224 213 338 131 138 359,2
128.08,193 192 197 324 335 224 338 131 359;097 197 324 335 224 213 338 131 359;192 197 324 335 213 338 131 138 359,3
128.09,193 192 324 335 224 213 338 131 359;193 192 197 335 224 338 131 138 359;097 192 324 335 224 338 131 138 359;097 197 335 224 213 338 131 138 359,4
128.1,192 197 324 224 213 338 131 138 359;193 192 335 224 213 338 131 138 359,2
128.12,193 197 324 335 224 213 338 131 359;193 197 335 224 213 338 131 138 359;097 324 335 224 213 338 131 138 359,3
128.15,192 197 324 335 224 213 338 131 359;193 197 324 335 224 338 131 138 359,2
128.16,192 197 335 224 213 338 131 138 359;193 324 335 224 213 338 131 138 359,2
140.19,097 193 192 197 137 224 213 275 243 101;097 193 197 324 137 213 275 138 243 101,2
140.2,097 193 192 197 324 137 335 275 243 101;097 193 192 197 137 213 338 275 243 101,2
140.21,097 193 192 324 137 335 213 275 243 101;097 193 192 197 137 213 131 275 243 101;097 193 192 197 137 335 275 138 243 101,3
140.22,097 193 192 197 324 137 224 275 243 101;097 192 197 324 137 213 275 138 243 101;097 193 192 137 335 213 275 138 243 101,3
140.23,097 193 197 324 137 335 213 275 243 101;097 193 192 324 137 224 213 275 243 101;097 193 192 197 324 137 338 275 243 101;097 193 192 197 137 224 275 138 243 101,4
140.24,097 193 192 324 137 213 338 275 243 101;097 193 192 197 324 137 131 275 243 101;097 193 197 137 335 213 275 138 243 101;097 193 192 197 137 338 275 138 243 101,4
140.25,097 193 197 324 137 224 213 275 243 101;097 193 192 324 137 213 131 275 243 101;097 193 192 324 137 335 275 138 243 101;097 193 192 197 137 131 275 138 243 101,4
140.26,097 193 197 324 137 213 338 275 243 101;097 193 192 324 137 224 275 138 243 101;193 192 197 324 137 213 275 138 243 101;097 193 197 137 224 213 275 138 243 101,4
140.27,097 193 192 197 137 335 224 275 243 101;097 192 197 324 137 335 213 275 243 101;097 193 197 324 137 213 131 275 243 101;097 193 197 324 137 335 275 138 243 101,4
140.28,097 192 197 324 137 224 213 275 243 101;097 193 192 137 335 224 213 275 243 101;097 193 192 197 137 335 338 275 243 101;097 193 324 137 335 213 275 138 243 101,4
140.29,097 192 197 324 137 213 338 275 243 101;097 193 192 137 335 213 338 275 243 101;097 193 192 197 137 335 131 275 243 101;097 193 197 324 137 224 275 138 243 101,4
140.3,097 193 192 197 137 224 338 275 243 101;097 192 197 324 137 213 131 275 243 101;097 193 192 137 335 213 131 275 243 101;097 192 197 324 137 335 275 138 243 101,4
140.31,097 193 192 324 137 335 224 275 243 101;193 192 197 324 137 335 213 275 243 101;097 193 197 137 335 224 213 275 243 101;097 193 192 137 224 213 338 275 243 101,4
140.32,193 192 197 324 137 224 213 275 243 101;097 193 192 324 137 335 338 275 243 101;097 193 197 137 335 213 338 275 243 101;097 193 192 137 224 213 131 275 243 101,4
140.33,097 193 197 324 137 335 224 275 243 101;193 192 197 324 137 213 338 275 243 101;097 193 197 137 224 213 338 275 243 101;097 193 192 324 137 335 131 275 243 101,4
140.34,097 192 197 137 335 224 213 275 243 101;097 193 324 137 335 224 213 275 243 101;097 193 197 324 137 335 338 275 243 101;097 193 192 324 137 224 338 275 243 101,4
140.35,097 192 197 137 335 213 338 275 243 101;097 193 324 137 335 213 338 275 243 101;097 193 197 324 137 335 131 275 243 101;097 193 192 324 137 224 131 275 243 101,4
140.36,097 193 197 324 137 224 338 275 243 101;097 192 197 137 335 213 131 275 243 101;097 193 324 137 335 213 131 275 243 101;097 193 192 324 137 338 131 275 243 101,4
140.37,097 192 197 324 137 335 224 275 243 101;097 192 197 137 224 213 338 275 243 101;097 193 324 137 224 213 338 275 243 101;097 193 197 324 137 224 131 275 243 101,4
140.38,193 192 197 137 335 224 213 275 243 101;097 192 324 137 335 224 213 275 243 101;097 192 197 324 137 335 338 275 243 101;097 192 197 137 224 213 131 275 243 101,4
140.39,097 192 197 324 137 224 338 275 243 101;097 193 192 137 335 224 338 275 243 101;193 192 197 137 335 213 338 275 243 101;097 192 324 137 335 213 338 275 243 101,4
140.4,097 197 324 137 335 224 213 275 243 101;097 192 324 137 224 213 338 275 243 101;097 192 197 324 137 224 131 275 243 101;097 193 192 137 335 224 131 275 243 101,4
140.41,193 192 197 324 137 335 224 275 243 101;193 192 324 137 335 224 213 275 243 101;097 197 324 137 335 213 338 275 243 101;193 192 197 137 224 213 338 275 243 101,4
140.42,097 193 192 197 324 137 213 275 138 243;193 192 197 324 137 335 338 275 243 101;097 193 197 137 335 224 338 275 243 101;193 192 324 137 335 213 338 275 243 101,4
140.43,193 192 197 324 137 224 338 275 243 101;097 197 324 137 224 213 338 275 243 101;097 193 137 335 224 213 338 275 243 101;193 192 197 324 137 335 131 275 243 101,4
140.44,193 197 324 137 335 224 213 275 243 101;193 192 324 137 224 213 338 275 243 101;193 192 197 324 137 224 131 275 243 101;097 197 324 137 224 213 131 275 243 101,4
140.45,097 193 192 197 324 137 213 275 138 101;097 192 197 137 335 224 338 275 243 101;097 193 324 137 335 224 338 275 243 101;193 197 324 137 335 213 338 275 243 101,4
140.46,097 192 137 335 224 213 338 275 243 101;097 192 197 137 335 224 131 275 243 101;097 193 324 137 335 224 131 275 243 101;193 197 324 137 335 213 131 275 243 101,4
140.47,097 193 192 197 324 137 335 213 275 243;192 197 324 137 335 224 213 275 243 101;193 197 324 137 224 213 338 275 243 101;097 192 137 335 224 213 131 275 243 101,4
140.48,097 193 192 197 137 335 213 275 138 243;097 192 324 137 335 224 338 275 243 101;192 197 324 137 335 213 338 275 243 101;097 197 137 335 224 213 338 275 243 101,4
140.49,097 193 192 197 324 137 224 213 275 243;193 192 197 137 335 224 338 275 243 101;192 197 324 137 335 213 131 275 243 101;097 197 137 335 224 213 131 275 243 101,4
140.5,097 193 192 197 324 137 213 338 275 243;097 193 192 197 137 224 213 275 138 243;097 193 192 197 324 137 335 213 275 101;192 197 324 137 224 213 338 275 243 101,4
140.51,097 193 192 197 324 137 213 131 275 243;097 193 192 197 324 137 335 275 138 243;097 193 192 197 137 213 338 275 138 243;097 193 192 197 137 335 213 275 138 101,4
140.52,097 193 192 197 324 137 224 275 138 243;097 193 192 324 137 335 213 275 138 243;097 193 192 197 137 213 131 275 138 243;097 193 192 197 324 137 224 213 275 101,4
140.53,097 193 192 324 137 224 213 275 138 243;097 193 192 197 324 137 338 275 138 243;097 193 192 197 324 137 213 338 275 101;097 193 192 197 137 224 213 275 138 101,4
140.54,097 193 192 197 137 335 224 213 275 243;097 193 197 324 137 335 213 275 138 243;097 193 192 324 137 213 338 275 138 243;097 193 192 197 324 137 131 275 138 243,4
140.55,097 193 192 197 137 335 213 338 275 243;097 193 192 324 137 213 131 275 138 243;097 193 192 197 324 137 224 275 138 101;097 193 192 324 137 335 213 275 138 101,4
140.56,097 193 192 197 137 335 213 131 275 243;097 193 197 324 137 224 213 275 138 243;097 193 192 197 324 137 213 275 243 359;097 193 192 324 137 224 213 275 138 101,4
140.57,097 193 192 197 324 137 335 224 275 243;097 193 192 197 137 224 213 338 275 243;097 192 197 324 137 335 213 275 138 243;097 193 197 324 137 213 338 275 138 243,4
140.58,097 193 192 324 137 335 224 213 275 243;097 193 192 197 324 137 335 338 275 243;097 193 192 197 137 224 213 131 275 243;097 193 192 197 137 335 224 275 138 243,4
140.59,097 193 192 324 137 335 213 338 275 243;097 193 192 197 324 137 335 131 275 243;097 193 192 197 137 213 338 131 275 243;097 192 197 324 137 224 213 275 138 243,4
140.6,097 193 192 197 324 137 224 338 275 243;097 193 192 324 137 335 213 131 275 243;097 192 197 324 137 213 338 275 138 243;097 193 192 137 335 213 338 275 138 243,4
140.61,097 193 197 324 137 335 224 213 275 243;097 193 192 324 137 224 213 338 275 243;097 193 192 197 324 137 224 131 275 243;193 192 197 324 137 335 213 275 138 243,4
140.62,097 193 197 324 137 335 213 338 275 243;097 193 192 324 137 224 213 131 275 243;097 193 192 197 324 137 338 131 275 243;097 193 192 324 137 335 224 275 138 243,4
140.63,097 193 197 324 137 224 213 338 275 243;097 193 197 324 137 335 213 131 275 243;097 193 192 324 137 213 338 131 275 243;193 192 197 324 137 224 213 275 138 243,4
