active_score_cc,active_score_ok,active_score_rr,col_window_count,idx,pair_cc,pair_ok,pair_rr,pair_score,rightmost_score_cc,rightmost_score_ok,rightmost_score_rr,row_window_count,score_active_cc,score_active_ok,score_active_rr,score_cc,score_ok,score_rr,shape
"9,14,19,24",True,"4,9,14,19",2,247,"9,14,19,24",True,"4,9,14,19",12,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"8,11,14,17",True,"17,20,23,26",6,248,"8,11,14,17",True,"17,20,23,26",14,"8,11,14,17",True,"17,20,23,26",6,"8,11,14,17",True,"17,20,23,26","8,11,14,17",True,"17,20,23,26",29x29
"9,14,19,24",True,"9,14,19,24",2,249,"9,14,19,24",True,"9,14,19,24",12,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"11,15,19,23",True,"11,15,19,23",3,250,"11,15,19,23",True,"11,15,19,23",13,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"7,11,15,19",True,"7,11,15,19",3,251,"7,11,15,19",True,"7,11,15,19",10,"7,11,15,19",True,"7,11,15,19",3,"7,11,15,19",True,"7,11,15,19","7,11,15,19",True,"7,11,15,19",27x27
"7,11,15,19",True,"3,7,11,15",3,252,"7,11,15,19",True,"3,7,11,15",16,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
"4,9,14,19",True,"4,9,14,19",2,253,"4,9,14,19",True,"4,9,14,19",10,"4,9,14,19",True,"4,9,14,19",2,"4,9,14,19",True,"4,9,14,19","4,9,14,19",True,"4,9,14,19",29x29
"9,14,19,24",True,"4,9,14,19",2,254,"9,14,19,24",True,"4,9,14,19",14,"9,14,19,24",True,"4,9,14,19",2,"9,14,19,24",True,"4,9,14,19","9,14,19,24",True,"4,9,14,19",29x29
"9,14,19,24",True,"9,14,19,24",2,255,"9,14,19,24",True,"9,14,19,24",14,"9,14,19,24",True,"9,14,19,24",2,"9,14,19,24",True,"9,14,19,24","9,14,19,24",True,"9,14,19,24",29x29
"3,7,11,15",True,"3,7,11,15",3,256,"3,7,11,15",True,"3,7,11,15",12,"3,7,11,15",True,"3,7,11,15",3,"3,7,11,15",True,"3,7,11,15","3,7,11,15",True,"3,7,11,15",27x27
"11,15,19,23",True,"11,15,19,23",3,257,"11,15,19,23",True,"11,15,19,23",12,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"5,8,11,14",True,"2,5,8,11",6,258,"5,8,11,14",True,"2,5,8,11",14,"5,8,11,14",True,"2,5,8,11",6,"5,8,11,14",True,"2,5,8,11","5,8,11,14",True,"2,5,8,11",29x29
"11,15,19,23",True,"11,15,19,23",3,259,"11,15,19,23",True,"11,15,19,23",14,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"3,7,11,15",True,"3,7,11,15",3,260,"3,7,11,15",True,"3,7,11,15",16,"3,7,11,15",True,"3,7,11,15",3,"3,7,11,15",True,"3,7,11,15","3,7,11,15",True,"3,7,11,15",27x27
"11,15,19,23",True,"11,15,19,23",3,261,"11,15,19,23",True,"11,15,19,23",14,"11,15,19,23",True,"11,15,19,23",3,"11,15,19,23",True,"11,15,19,23","11,15,19,23",True,"11,15,19,23",27x27
"14,17,20,23",True,"2,5,8,11",6,262,"14,17,20,23",True,"2,5,8,11",14,"14,17,20,23",True,"2,5,8,11",6,"14,17,20,23",True,"2,5,8,11","14,17,20,23",True,"2,5,8,11",29x29
"8,11,14,17",True,"11,14,17,20",6,263,"8,11,14,17",True,"11,14,17,20",14,"8,11,14,17",True,"11,14,17,20",6,"8,11,14,17",True,"11,14,17,20","8,11,14,17",True,"11,14,17,20",29x29
"7,11,15,19",True,"7,11,15,19",3,264,"7,11,15,19",True,"7,11,15,19",12,"7,11,15,19",True,"7,11,15,19",3,"7,11,15,19",True,"7,11,15,19","7,11,15,19",True,"7,11,15,19",27x27
"4,9,14,19",True,"9,14,19,24",2,265,"4,9,14,19",True,"9,14,19,24",14,"4,9,14,19",True,"9,14,19,24",2,"4,9,14,19",True,"9,14,19,24","4,9,14,19",True,"9,14,19,24",29x29
"7,11,15,19",True,"3,7,11,15",3,266,"7,11,15,19",True,"3,7,11,15",8,"7,11,15,19",True,"3,7,11,15",3,"7,11,15,19",True,"3,7,11,15","7,11,15,19",True,"3,7,11,15",27x27
