audit_status,boolish_full_grid,cast_from_boolish_to_float_full_grid,cast_to_float_full_grid,float_full_grid_from_boolish,full_grid_bool,full_grid_float,full_grid_int32,full_grid_uint8,heuristic_saving,node_count,op_counts,reason,task_id,top_full_grid_producers,where_full_grid
ok,0,0,0,0,0,1,0,0,0,12,Mul:3 Slice:2 Cast:2 ReduceMax:2 Sub:1 Sum:1 Pad:1,ok,6,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Reshape:4 Slice:2 ArgMax:1 Concat:1 ReduceMax:1 Tile:1 OneHot:1 Unsqueeze:1 Pad:1,ok,7,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,22,MatMul:4 Greater:4 Cast:2 And:2 Transpose:2 GatherND:1 Reshape:1 Or:1 ConvTranspose:1 ReduceMax:1 Neg:1 Concat:1,ok,9,input_or_initializer:1 Sum:1 Cast:1 ReduceMax:1 Neg:1 Concat:1,0
ok,0,0,0,0,0,1,0,0,0,60,Cast:19 Greater:17 Slice:6 Sum:5 Mul:5 Sub:5 ReduceSum:1 Concat:1 Pad:1,ok,10,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,52,Mul:18 Slice:10 Conv:10 ReduceMax:9 Cast:1 Sub:1 Relu:1 Sum:1 Pad:1,ok,11,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,2,0,91,Conv:20 ReduceMax:18 Greater:14 Where:13 Mul:10 Cast:9 ReduceSum:2 Sum:2 Slice:1 Sub:1 Concat:1,ok,13,Cast:2 ReduceMax:2 input_or_initializer:1 Concat:1 Sub:1,0
ok,0,0,0,0,0,1,0,0,0,374,Cast:75 Conv:72 Mul:72 Greater:67 Add:41 Sub:36 Less:6 Slice:3 Concat:1 Pad:1,ok,23,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Sub:5 Slice:2 Cast:2 Mul:1 Sum:1 Concat:1 Pad:1,ok,26,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Slice:4 Cast:2 ReduceMax:2 Mul:2 Add:1 Concat:1 Pad:1,ok,28,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,88,Cast:12 Sub:12 Greater:9 Add:9 ArgMax:8 Mul:7 Gather:6 ReduceMax:5 Where:5 Squeeze:4 Less:4 Equal:2,ok,29,Mul:2 Gather:2 input_or_initializer:1 Cast:1 ReduceMax:1,0
ok,0,0,0,0,0,1,0,0,0,64,Cast:10 Where:6 Add:6 Slice:4 Sub:4 ReduceMax:3 ReduceMin:3 GreaterOrEqual:3 Less:3 And:3 Max:3 Min:3,ok,30,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,56,Gather:8 Add:8 Sub:7 Reshape:6 Cast:5 ArgMax:5 Mul:4 Less:4 Where:3 ReduceMax:2 ReduceSum:1 Div:1,ok,36,Mul:3 Gather:2 input_or_initializer:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,27,Relu:7 Conv:6 Mul:5 Slice:2 Cast:1 Sum:1 ReduceMax:1 Sub:1 ReduceSum:1 Concat:1 Pad:1,ok,37,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,1,0,9,Slice:3 Mul:2 Greater:1 Cast:1 Where:1 Pad:1,ok,43,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,14,Cast:6 Slice:4 And:1 ReduceMax:1 Where:1 Pad:1,ok,45,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,73,Slice:9 Mul:9 Sub:9 Pad:7 Abs:6 Less:6 Where:6 MatMul:4 Cast:3 Sum:3 Gather:2 ReduceMax:2,ok,46,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,51,Greater:13 Conv:12 Where:12 Cast:3 Slice:2 Reshape:2 Sum:1 ArgMax:1 OneHot:1 Mul:1 ReduceSum:1 Gather:1,ok,48,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,11,Mul:2 Slice:1 Cast:1 ReduceSum:1 ReduceMax:1 Equal:1 Where:1 Sub:1 Sum:1 Pad:1,ok,52,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,9,Slice:1 Cast:1 Sub:1 Conv:1 ArgMax:1 Squeeze:1 Gather:1 Unsqueeze:1 Pad:1,ok,56,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,2,0,16,ReduceMax:3 Transpose:3 Gather:3 ArgMax:2 Add:2 Cast:1 Slice:1 Pad:1,ok,57,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,20,Cast:2 Conv:2 Sub:2 Greater:2 Reshape:2 MatMul:2 Mul:2 Slice:1 ReduceMax:1 ReduceSum:1 Where:1 Sum:1,ok,59,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,20,Mul:7 Slice:4 Cast:4 Sub:3 Sum:1 Pad:1,ok,60,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,9,ReduceSum:2 Slice:1 Greater:1 Cast:1 Sub:1 Gather:1 OneHot:1 Pad:1,ok,61,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,211,Mul:52 Slice:46 ReduceMax:38 Cast:23 Sum:20 MatMul:18 Transpose:8 Concat:2 Relu:2 Sub:1 Pad:1,ok,62,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,68,And:10 Greater:9 Cast:8 CumSum:8 Equal:6 Slice:5 Pad:5 Or:5 Tile:3 Conv:2 ReduceSum:2 ReduceMax:2,ok,64,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,37,ReduceSum:6 Cast:5 Greater:4 Mul:4 Add:3 Where:3 Less:2 Pad:2 Gather:2 Slice:1 ReduceMax:1 Squeeze:1,ok,65,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,24,Sub:5 Slice:4 Relu:4 Sum:3 ReduceSum:2 Mul:2 Cast:1 Conv:1 Concat:1 Pad:1,ok,68,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,380,Mul:176 Gather:74 ReduceSum:28 Where:25 Sub:23 Less:19 Sum:12 And:11 Cast:5 Greater:3 Conv:1 Squeeze:1,ok,69,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,71,Conv:20 Greater:20 Cast:19 Mul:3 Slice:2 ReduceMax:2 And:2 Pad:2 Sum:1,ok,70,Mul:3 Slice:2 Pad:2 input_or_initializer:1 Sum:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,49,Mul:8 Sub:8 ArgMax:6 Cast:5 ReduceMax:5 Add:4 ReduceSum:3 Slice:3 Equal:2 Greater:1 And:1 Reshape:1,ok,71,Mul:7 ReduceSum:2 input_or_initializer:1 Add:1 Cast:1 MatMul:1 Max:1 ReduceMax:1 Sub:1,0
ok,0,0,0,0,0,1,0,0,0,11,Sub:4 Slice:2 Cast:2 Abs:1 Concat:1 Pad:1,ok,72,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,57,Slice:21 Cast:11 Pad:9 Mul:9 Sum:2 Concat:2 ReduceSum:1 Sub:1 Relu:1,ok,75,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,2,0,68,Mul:15 Sub:9 MaxPool:8 Cast:7 Reshape:6 And:5 Gather:4 Sum:2 GreaterOrEqual:2 LessOrEqual:2 Greater:2 Where:1,ok,77,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,25,Sub:8 Relu:5 Slice:3 Cast:3 ReduceSum:2 Sum:1 Mul:1 Concat:1 Pad:1,ok,78,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,20,Mul:5 ReduceSum:3 Slice:2 Cast:2 Conv:2 Sub:2 Sum:2 Concat:1 Pad:1,ok,82,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,20,Mul:8 Conv:3 Sub:3 Cast:1 Slice:1 ReduceSum:1 Floor:1 Sum:1 Pad:1,ok,85,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,42,Cast:7 Conv:6 ConvTranspose:6 Where:4 Sum:4 Greater:3 Less:3 And:2 Slice:1 ReduceSum:1 Div:1 Squeeze:1,ok,86,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,48,Sub:7 ReduceMax:6 Add:6 Mul:5 Where:5 Reshape:4 Cast:3 Greater:2 ReduceMin:2 LessOrEqual:2 ReduceSum:1 Equal:1,ok,88,input_or_initializer:1 Pad:1 Cast:1 Mul:1 ReduceMax:1,0
ok,0,0,0,0,0,1,0,0,0,180,Mul:29 Conv:28 Cast:25 Gather:21 Sum:15 ReduceSum:14 Sub:14 Greater:14 Slice:10 MaxPool:7 LessOrEqual:1 Concat:1,ok,89,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,246,Relu:50 Mul:46 ConvTranspose:46 Conv:28 Sum:25 ReduceMax:23 Sub:23 Cast:1 Gather:1 Slice:1 Max:1 Pad:1,ok,90,input_or_initializer:1 Sum:1 Cast:1 Gather:1 Pad:1,0
ok,0,0,0,0,0,1,0,4,0,43,Cast:5 Sub:5 Reshape:4 ArgMax:4 Gather:4 Add:4 Less:4 And:4 ReduceMax:2 Greater:2 Where:2 Mul:2,ok,91,Cast:3 Mul:2 Gather:2 input_or_initializer:1 Slice:1,0
ok,0,0,0,0,0,1,0,0,0,23,Cast:4 Unsqueeze:3 Reshape:3 Gather:2 ReduceSum:1 MatMul:1 Equal:1 ArgMax:1 Div:1 Floor:1 Mul:1 Sub:1,ok,96,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,11,Slice:2 Cast:2 Sub:1 Abs:1 ReduceSum:1 Greater:1 Gather:1 Unsqueeze:1 Pad:1,ok,103,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,21,Mul:8 Sub:4 Slice:3 ReduceMax:2 Cast:1 Sum:1 Concat:1 Pad:1,ok,104,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,44,Mul:6 Sub:6 Cast:5 Slice:5 Less:4 Max:3 Gather:3 ReduceMax:2 ReduceSum:2 Where:2 Min:2 Reshape:2,ok,112,Slice:4 Mul:4 Gather:3 Sub:2 input_or_initializer:1 Concat:1 Cast:1 Max:1 Sum:1,0
ok,0,0,0,0,0,1,0,0,0,140,Mul:21 Where:20 And:14 Cast:13 Greater:9 Sub:9 ReduceMax:8 Equal:8 Add:8 Slice:7 ReduceSum:6 Or:5,ok,119,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,17,Cast:4 Slice:3 Gather:3 ReduceSum:2 Max:1 Greater:1 Where:1 Concat:1 Squeeze:1,ok,123,input_or_initializer:1 Gather:1,0
ok,0,0,0,0,0,1,0,0,0,52,Slice:7 Gather:6 Sub:6 Mul:6 ReduceSum:6 Less:6 Where:6 Cast:2 Conv:1 Reshape:1 Concat:1 Max:1,ok,124,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,28,Reshape:4 Cast:3 ReduceMax:3 Sub:3 Mul:3 ArgMax:2 Add:2 Gather:1 Less:1 Equal:1 Where:1 MatMul:1,ok,128,input_or_initializer:1 Concat:1 Cast:1 MatMul:1 ReduceMax:1 ReduceSum:1 Sub:1 Mul:1,0
ok,0,0,0,0,0,1,0,0,0,8,Cast:2 Slice:1 ReduceSum:1 ArgMax:1 Equal:1 Expand:1 Pad:1,ok,129,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,38,Mul:7 Sub:7 ReduceMax:4 Cast:3 Sum:3 ReduceSum:3 Slice:2 ReduceMin:2 Less:2 Greater:1 And:1 Where:1,ok,132,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,24,ReduceSum:5 Cast:4 Slice:3 Equal:2 Greater:2 Where:2 Gather:1 Tile:1 Conv:1 Sub:1 And:1 Pad:1,ok,143,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,13,Sub:5 Slice:2 Cast:2 Mul:1 Sum:1 Concat:1 Pad:1,ok,144,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,29,Cast:6 Slice:3 ArgMax:3 Transpose:3 Equal:3 ReduceSum:3 Less:3 Where:3 Max:1 Pad:1,ok,146,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,110,Where:28 Greater:18 Slice:15 ReduceSum:15 Pad:13 Cast:8 Mul:3 Less:2 And:2 Conv:2 Sum:2 Sub:1,ok,148,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,18,Cast:4 Reshape:2 Slice:1 Conv:1 Flatten:1 MatMul:1 Unsqueeze:1 Equal:1 ArgMax:1 Gather:1 Sub:1 Abs:1,ok,153,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,2,0,57,Gather:12 Pad:8 Cast:7 Add:6 Sub:4 Mul:4 Less:4 Where:4 ReduceMax:3 ReduceSum:2 ArgMax:2 Sum:1,ok,159,Cast:2 input_or_initializer:1 Pad:1 Gather:1 ReduceSum:1,0
ok,0,0,0,0,0,1,0,0,0,68,Reshape:14 Sub:9 Cast:7 Mul:7 And:6 Add:4 Greater:4 Less:4 Slice:2 ReduceSum:2 Div:2 Equal:2,ok,163,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,11,ReduceMax:3 Mul:2 Slice:1 Cast:1 Split:1 Conv:1 Sum:1 Pad:1,ok,166,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,9,Cast:2 ReduceSum:2 Slice:1 Greater:1 Sub:1 Gather:1 Pad:1,ok,167,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,45,Mul:13 Conv:12 Greater:5 ReduceMax:3 Or:3 Cast:2 Sub:2 Slice:1 Where:1 Sum:1 Concat:1 Pad:1,ok,168,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,28,Slice:9 Conv:9 Cast:2 Add:2 Max:1 Sub:1 Mod:1 Reshape:1 OneHot:1 Pad:1,ok,175,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,7,Mul:2 Slice:1 Cast:1 Conv:1 Sum:1 Pad:1,ok,176,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,33,ReduceMax:5 Where:5 Reshape:4 Sub:3 Cast:2 Greater:2 ReduceMin:2 Add:2 Mul:2 LessOrEqual:2 Slice:1 And:1,ok,177,input_or_initializer:1 Pad:1 Cast:1 ReduceMax:1,0
ok,0,0,0,0,0,1,0,0,0,126,Mul:36 Where:14 Sub:12 ReduceSum:12 Less:12 Reshape:12 Gather:8 Cast:5 Sum:5 Greater:4 Conv:2 MatMul:2,ok,178,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,6,Slice:1 Cast:1 Conv:1 ReduceMax:1 Mul:1 Pad:1,ok,180,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,11,Sub:3 Cast:2 Slice:1 ReduceSum:1 Gather:1 Unsqueeze:1 Concat:1 Pad:1,ok,186,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,46,Cast:7 Where:6 Slice:5 ReduceSum:4 Less:4 Sub:4 Sum:4 ReduceMax:3 Div:2 Greater:2 Abs:2 Mul:2,ok,188,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,110,Mul:36 Slice:24 Cast:24 Sum:9 ReduceSum:4 Greater:4 Sub:4 Where:4 Pad:1,ok,189,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,14,Conv:4 Cast:2 Greater:2 Where:2 Slice:1 Mul:1 Sum:1 Pad:1,ok,193,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,31,Conv:8 Greater:7 Where:7 Mul:2 Slice:1 Cast:1 Less:1 Or:1 Sub:1 Sum:1 Pad:1,ok,196,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,51,Mul:16 Slice:10 MaxPool:5 ReduceSum:4 Sub:4 Cast:3 Max:3 ReduceMax:2 Greater:2 Sum:1 Concat:1,ok,198,Mul:14 Slice:9 MaxPool:5 Sub:4 Max:3 input_or_initializer:2 ReduceSum:2 Concat:1 Cast:1 Sum:1,0
ok,0,0,0,0,0,1,0,0,0,135,Squeeze:16 Mul:15 Gather:13 Cast:12 Less:12 Where:11 Sub:9 ArgMax:8 ReduceMax:7 Unsqueeze:7 Greater:6 Add:6,ok,201,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,36,Unsqueeze:5 Cast:4 ReduceSum:3 Squeeze:3 Where:3 And:3 ReduceMax:2 Gather:2 Less:2 Slice:1 Greater:1 Conv:1,ok,203,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,24,Slice:4 Cast:4 ReduceSum:4 Where:3 Concat:2 Sum:1 Greater:1 Neg:1 Reshape:1 ArgMax:1 Gather:1 Pad:1,ok,207,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,196,And:60 Equal:22 Cast:18 Greater:18 ReduceMax:17 Where:17 AveragePool:15 ConvTranspose:15 ReduceSum:6 Slice:3 Sum:2 Mul:1,ok,208,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,53,Cast:13 Where:5 Sum:5 Greater:5 ReduceSum:4 Slice:3 Equal:3 CumSum:3 Sub:3 Mul:2 MaxPool:2 And:2,ok,212,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,392,Mul:96 Cast:93 Less:59 ReduceSum:40 Where:24 Unsqueeze:18 ReduceMax:16 Equal:16 Sum:12 Slice:9 Greater:8 Pad:1,ok,213,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,268,Cast:58 Less:30 Gather:22 Add:18 Unsqueeze:18 ReduceMax:15 Squeeze:14 ReduceSum:14 Mul:14 ArgMax:10 Pad:10 CumSum:10,ok,216,Mul:14 Gather:4 Sub:3 Sum:2 input_or_initializer:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,21,Cast:3 Greater:3 ReduceSum:3 Mul:3 Conv:2 Sum:2 Slice:1 ReduceMax:1 Where:1 Sub:1 Pad:1,ok,222,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,55,Greater:10 Conv:9 Cast:8 Where:7 Mul:5 Not:4 Sum:4 ReduceMax:3 ReduceSum:2 Slice:1 Sub:1 Pad:1,ok,224,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,40,Mul:10 Cast:9 Slice:6 Pad:5 Conv:4 ReduceSum:2 Sum:2 Sub:1 Concat:1,ok,225,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,39,Cast:8 Equal:8 ReduceSum:6 Where:5 Mul:3 Slice:2 CumSum:2 Sum:1 Greater:1 Sub:1 Concat:1 Pad:1,ok,226,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,14,Sub:3 Mul:3 Slice:2 Cast:2 ReduceMax:2 Sum:1 Pad:1,ok,227,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,61,Mul:19 Gather:12 Conv:9 Sub:4 Cast:3 ReduceSum:3 Slice:2 Max:2 Sum:2 Abs:1 Clip:1 Equal:1,ok,228,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,14,ReduceSum:2 Reshape:2 Where:2 Slice:1 Cast:1 ArgMax:1 Equal:1 Sub:1 Mul:1 Sum:1 Pad:1,ok,229,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,50,Cast:10 Gather:9 Less:5 Sub:5 Abs:4 ReduceMax:4 Where:3 And:2 Mul:2 Conv:1 ReduceSum:1 Add:1,ok,231,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,29,Mul:9 ReduceSum:5 Slice:4 Sub:4 Cast:2 Greater:1 Where:1 Sum:1 Concat:1 Pad:1,ok,232,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,25,Cast:5 Gather:4 Less:3 Reshape:2 ReduceSum:1 MatMul:1 Unsqueeze:1 Equal:1 ArgMax:1 And:1 Where:1 ScatterElements:1,ok,233,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,58,Where:12 Greater:7 ReduceSum:6 Sub:5 Cast:4 ReduceMin:4 ReduceMax:4 Add:4 And:4 Less:2 GreaterOrEqual:2 LessOrEqual:2,ok,234,ReduceSum:2 input_or_initializer:1 Concat:1 Cast:1 Sub:1,0
ok,0,0,0,0,0,1,0,0,0,35,Slice:3 Reshape:3 Cast:3 Mul:3 Sub:3 MatMul:3 ArgMax:3 Gather:3 OneHot:3 Unsqueeze:3 Expand:3 Concat:1,ok,235,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,11,Sub:3 Slice:2 Cast:2 Abs:1 Constant:1 Concat:1 Pad:1,ok,236,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,25,Mul:4 ReduceMax:3 Slice:2 Cast:2 Sub:2 MaxPool:2 ReduceSum:1 Sum:1 Conv:1 Equal:1 Greater:1 And:1,ok,237,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,102,Where:29 Mul:19 Sum:12 ReduceMax:9 Gather:8 ArgMax:4 Add:4 ReduceSum:3 Greater:3 Less:3 And:3 Cast:2,ok,238,input_or_initializer:1 Pad:1 Cast:1 ReduceSum:1 Gather:1,0
ok,0,0,0,0,0,1,0,0,0,32,Reshape:8 Cast:3 Less:3 ReduceSum:2 Slice:2 Add:2 And:2 TopK:1 OneHot:1 Unsqueeze:1 Where:1 Transpose:1,ok,239,Reshape:2 input_or_initializer:1 Add:1 Mul:1,0
ok,0,0,0,0,0,1,0,4,0,14,Gather:3 ReduceMax:2 Reshape:2 ArgMax:2 Add:2 Cast:1 Slice:1 Pad:1,ok,242,input_or_initializer:1 Pad:1 Cast:1 Slice:1 Gather:1,0
ok,0,0,0,0,0,1,0,0,0,19,Slice:5 Cast:3 Concat:3 ReduceSum:2 Greater:2 Where:2 ReduceMax:1 Pad:1,ok,249,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,38,Slice:11 Cast:11 Mul:10 Sub:2 ReduceSum:1 Sum:1 Concat:1 Pad:1,ok,252,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,49,Slice:10 Cast:10 Sub:7 Mul:6 Sum:5 Relu:3 Min:3 ReduceSum:1 ReduceMax:1 ReduceMin:1 Concat:1 Pad:1,ok,254,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,40,Mul:10 Sub:7 Relu:5 ReduceSum:4 Min:4 Slice:2 Cast:2 Sum:2 ReduceMax:1 Max:1 Concat:1 Pad:1,ok,256,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,20,Mul:6 Slice:4 Cast:4 Sub:4 Concat:1 Pad:1,ok,257,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,28,ReduceMax:4 Where:4 Greater:3 Equal:3 Slice:2 Cast:2 And:2 Or:2 Mul:1 ReduceMin:1 Less:1 Sum:1,ok,260,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,8,Slice:1 ArgMax:1 Squeeze:1 Gather:1 Unsqueeze:1 Expand:1 Pad:1 OneHot:1,ok,262,input_or_initializer:1 OneHot:1,0
ok,0,0,0,0,0,1,0,0,0,151,Cast:34 Slice:19 ReduceSum:19 Mul:17 Sub:16 Less:15 Where:13 Greater:6 Sum:6 And:5 Pad:1,ok,263,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,47,Cast:10 Equal:10 Mul:10 ReduceSum:9 Conv:2 Where:1 ReduceMax:1 Sum:1 Sub:1 Concat:1 Pad:1,ok,264,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,1,0,32,Cast:6 Gather:4 Sub:4 Mul:4 Conv:3 Less:3 Concat:2 ConvTranspose:1 Greater:1 Or:1 Not:1 And:1,ok,265,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,172,And:32 Greater:17 Cast:16 Sub:15 Not:13 Equal:12 Or:12 Slice:11 Where:10 Sum:7 ReduceMin:6 ReduceMax:6,ok,268,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,253,Gather:63 Reshape:52 Sum:28 Mul:24 MatMul:16 Transpose:16 Pad:13 ReduceSum:10 And:8 Sub:7 Less:6 Cast:5,ok,275,Gather:5 Pad:5 input_or_initializer:4 Mul:2 Concat:1 Cast:1 ReduceSum:1 Sum:1 Sub:1,0
ok,0,0,0,0,0,1,0,0,0,16,Sub:3 Slice:2 Cast:2 Mul:2 Conv:1 Greater:1 Where:1 MaxPool:1 ReduceMax:1 Concat:1 Pad:1,ok,278,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,144,Where:32 And:22 MaxPool:15 Or:10 Not:7 Cast:6 Equal:6 Sub:6 ReduceSum:5 Greater:5 Mul:5 ReduceMin:5,ok,280,input_or_initializer:1 Pad:1 Cast:1,0
ok,0,0,0,0,0,1,0,0,0,54,Conv:16 ReduceMax:7 Mul:5 Slice:4 Sub:4 Cast:3 Pad:3 Where:3 Equal:2 Sum:2 Greater:2 CumSum:1,ok,288,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,24,Cast:5 Slice:2 ReduceSum:2 Where:2 Div:2 Floor:2 Less:2 Equal:2 MatMul:2 Greater:1 Mul:1 Pad:1,ok,289,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,7,Conv:2 Slice:1 Cast:1 Mul:1 Sum:1 Pad:1,ok,292,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,1,0,52,Cast:13 Equal:11 And:11 ReduceSum:3 ReduceMax:2 Gather:2 Less:2 Slice:1 Greater:1 Conv:1 Sub:1 Sum:1,ok,293,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,22,Mul:4 Cast:3 ReduceSum:3 Less:3 Where:2 Sum:2 Slice:1 Conv:1 Greater:1 Sub:1 Pad:1,ok,295,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,35,Gather:6 Where:6 Cast:5 Sum:4 Mul:3 Conv:2 ReduceMax:2 Equal:2 Slice:1 ReduceSum:1 Sub:1 Concat:1,ok,298,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,21,Cast:8 And:3 Slice:2 ReduceMax:2 Not:2 Or:2 Concat:1 Pad:1,ok,299,input_or_initializer:1 Pad:1,0
ok,0,0,0,0,0,1,0,0,0,43,Reshape:6 Sub:5 ArgMax:5 Gather:5 Add:5 Cast:4 Less:4 Mul:3 ReduceMax:2 Where:2 ReduceSum:1 Equal:1,ok,300,Mul:3 Gather:3 input_or_initializer:1 Cast:1,0
