rank,task_id,family,priority,current_cost,current_points,target_cost,gain_to_target,rule_target,lowering_target,reject_lowering,first_action,acceptance,submission_policy
33,80,line_grid_fill,P1,42082,14.352624625200743,9000,1.5423955184809,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,submit only small calibrated bundles first; compare LB/local before adding high-risk families
38,215,line_grid_fill,P1,38094,14.452187931601495,9000,1.4428322120801482,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,submit only small calibrated bundles first; compare LB/local before adding high-risk families
48,392,point_to_line_pattern,P1,30870,14.662459882503795,9000,1.2325602611778486,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
49,62,point_to_line_pattern,P1,30609,14.670950637656585,9000,1.2240695060250584,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
52,132,point_to_line_pattern,P1,29458,14.709279200950512,9000,1.1857409427311314,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
59,96,crop_resize,P1,26948,14.79833563791945,9000,1.0966845057621928,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
64,55,region_partition_fill,P1,26370,14.820017720652668,9000,1.075002423028975,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
65,86,point_to_line_pattern,P1,25857,14.83966336368449,9000,1.0553567799971528,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
69,289,crop_resize,P1,24972,14.874489523818365,9000,1.020530619863278,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
75,175,sparse_edit_or_object_completion,P1,23859,14.920083216374755,9000,0.9749369273068886,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
78,376,crop_resize,P1,23413,14.938953297362508,9000,0.9560668463191355,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
82,268,point_to_line_pattern,P1,22387,14.983764287772118,9000,0.9112558559095252,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
84,148,sparse_edit_or_object_completion,P1,22029,14.99988495388028,9000,0.8951351898013638,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
86,74,sparse_edit_or_object_completion,P1,21825,15.009188619292196,9000,0.885831524389447,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
96,350,sparse_edit_or_object_completion,P1,19831,15.10499835111417,9000,0.7900217925674724,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
104,61,region_partition_fill,P1,18914,15.152342332424542,3000,1.8412900999252138,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
106,31,crop_resize,P1,18616,15.168223295017873,3000,1.8254091373318833,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
123,354,sparse_edit_or_object_completion,P1,17007,15.258619697007587,3000,1.7350127353421687,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
128,199,point_to_line_pattern,P1,16157,15.30989132872317,3000,1.683741103626586,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
129,58,point_to_line_pattern,P1,16105,15.313114938234701,3000,1.6805174941150547,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
138,298,region_partition_fill,P1,14948,15.387667209394625,3000,1.605965222955131,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
141,277,sparse_edit_or_object_completion,P1,14617,15.410059486110708,3000,1.5835729462390482,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
144,304,crop_resize,P1,14494,15.418509950330773,3000,1.5751224820189833,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
145,195,crop_resize,P1,14229,15.436962585454308,3000,1.5566698468954474,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
156,125,region_partition_fill,P1,13417,15.495722161409528,3000,1.4979102709402277,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
167,68,sparse_edit_or_object_completion,P1,12589,15.55942130423374,3000,1.434211128116015,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
169,260,sparse_edit_or_object_completion,P1,12474,15.568598242913932,3000,1.4250341894358236,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
171,134,crop_resize,P1,12388,15.575516458906906,3000,1.4181159734428501,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
173,295,crop_resize,P1,12190,15.591628777524683,3000,1.402003654825073,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
176,30,sparse_edit_or_object_completion,P1,11998,15.607504751786962,3000,1.3861276805627938,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
178,362,region_partition_fill,P1,11939,15.612434368654611,3000,1.3811980636951446,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
180,345,point_to_line_pattern,P1,11716,15.631289292052376,3000,1.36234314029738,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
181,290,crop_resize,P1,11708,15.631972352188223,3000,1.361660080161533,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
182,124,crop_resize,P1,11673,15.634966238347337,3000,1.358666194002419,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
185,78,sparse_edit_or_object_completion,P1,11496,15.65024557224114,3000,1.343386860108616,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
193,153,crop_resize,P1,11212,15.675260087715321,3000,1.3183723446344349,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
194,360,crop_resize,P1,11146,15.681164031870518,3000,1.3124684004792382,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
199,188,crop_resize,P1,10664,15.725371138141455,3000,1.2682612942083011,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
200,94,region_partition_fill,P1,10453,15.745355702467293,3000,1.2482767298824626,room/inside-outside/boundary partition rule,"static row-column prefix masks, small Conv kernels, bounded room mask","many-step flood fill, dilation unroll, dynamic full-grid colormap",flood fillの正しさを利用しても、実装は閉形式の部屋maskへ落とす。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
204,329,sparse_edit_or_object_completion,P1,10260,15.76399188127524,1000,2.328252839742623,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
209,391,crop_resize,P1,10021,15.787561829941671,1000,2.304682891076192,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
210,312,sparse_edit_or_object_completion,P1,9979,15.791761836115688,1000,2.3004828849021752,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
211,212,line_grid_fill,P1,9969,15.792764442977296,1000,2.2994802780405674,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
217,315,crop_resize,P1,9557,15.83497085073382,1000,2.2572738702840436,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
222,346,crop_resize,P1,9178,15.875435405045222,1000,2.2168093159726414,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
223,297,line_grid_fill,P1,9172,15.876089356022204,1000,2.216155364995659,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
225,3,crop_resize,P1,9102,15.883750551423413,1000,2.2084941695944504,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
226,24,point_to_line_pattern,P1,9080,15.88617052840466,1000,2.206074192613203,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
228,249,crop_resize,P1,8999,15.895131260966052,1000,2.1971134600518116,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
229,28,point_to_line_pattern,P1,8990,15.896131872534333,1000,2.19611284848353,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
232,269,crop_resize,P1,8602,15.940249986656319,1000,2.151994734361544,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
234,274,crop_resize,P1,8581,15.942694264192879,1000,2.1495504568249846,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
236,200,point_to_line_pattern,P1,8306,15.975266575809302,1000,2.116978145208561,seed-to-line / ray / periodic pattern with color roles,"constant affine masks, row-column masks, small Conv line detectors","per-cell ScatterND table, long Where chains over all periods",seed、方向、period、stop conditionを分けて探索し、絶対色ではなくroleで記述する。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
238,263,crop_resize,P1,8054,16.006075858588602,1000,2.086168862429261,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
239,254,sparse_edit_or_object_completion,P1,7956,16.018318360026136,1000,2.0739263609917273,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
240,176,sparse_edit_or_object_completion,P1,7920,16.022853515191528,1000,2.069391205826335,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
242,372,crop_resize,P1,7880,16.027916817148075,1000,2.0643279038697884,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
244,39,crop_resize,P1,7772,16.04171718950267,1000,2.0505275315151934,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
245,369,line_grid_fill,P1,7729,16.04726523289313,1000,2.044979488124735,row-column completion / line extension / grid crossing rule,"ReduceSum row-column masks, small Conv kernels, constant masks plus Where","full-grid Tile, long Where chain, per-cell ScatterND",線分単位の閉形式maskを作り、unrollしない。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
248,327,crop_resize,P1,7548,16.07096209351156,1000,2.0212826275063023,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
249,180,crop_resize,P1,7450,16.084030688626395,1000,2.008214032391468,fixed crop / object-anchor crop / shape rule / bbox crop,"constant Slice/Gather, small Pad/Concat, static row-column indices","NonZero, Compress, full-grid GatherND bbox, full-grid Tile",bboxを見つけてもすぐONNX化せず、index table sizeとactivation memoryを先に見積もる。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
250,45,sparse_edit_or_object_completion,P1,7428,16.0869880775274,1000,2.005256643490462,changed-cell rule / component completion / object copy with sparse mask,"tiny coordinate ScatterND, small Conv kernels, Equal plus one Where","large coordinate initializer, repeated full-grid Where, unrolled local propagation",変更セル数が少ないことを証明してから、全grid処理を避けるloweringだけをemitする。,human-readable rule; train/test/all-arc-gen exact; official utility pass; candidate cost < current strict seed or accepted submit-safe artifact; leakage/overfit note,hold until family calibration is trusted
