added_total,all_top_deltas,all_top_line_types,balanced_removed_added_colors,color_count_preserved_nonzero_colors,color_counts_preserved,color_motion,dominant_delta,dominant_line_type,idx,input_nonzero_bbox,nonzero_count_preserved,output_nonzero_bbox,recolor_total,removed_total,shape,split
3,"0,5:1 0,4:1 0,-4:1",horizontal:3,1,1,False,"[{""added"": 3, ""added_bbox"": ""(7, 5, 17, 7)"", ""color"": 2, ""delta_counts"": {""0,-4"": 1, ""0,4"": 1, ""0,5"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 23, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 4.3333, ""output_count"": 23, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(7, 0, 17, 11)"", ""top_delta"": ""(0, 5):1 (0, 4):1 (0, -4):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(3, 11, 3, 11)""}]","0,5",horizontal,221,"(0, 0, 19, 11)",False,"(0, 5, 19, 7)",0,4,"(20, 13)",arc-gen
2,"2,0:1 1,0:1",vertical:2,1,1,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 3, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(8, 0, 11, 15)""}, {""added"": 2, ""added_bbox"": ""(4, 8, 4, 13)"", ""color"": 6, ""delta_counts"": {""1,0"": 1, ""2,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 20, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 1.5, ""output_count"": 20, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(2, 8, 3, 13)"", ""top_delta"": ""(2, 0):1 (1, 0):1"", ""top_line_type"": ""vertical:2""}]","2,0",vertical,222,"(2, 0, 11, 17)",False,"(4, 0, 5, 17)",0,4,"(12, 18)",arc-gen
3,"0,-1:1 0,13:1 0,11:1",horizontal:3,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(3, 5, 3, 5)""}, {""added"": 1, ""added_bbox"": ""(9, 4, 9, 4)"", ""color"": 4, ""delta_counts"": {""0,-1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(9, 5, 9, 5)"", ""top_delta"": ""(0, -1):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(4, 19, 4, 19)"", ""color"": 7, ""delta_counts"": {""0,13"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 13.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(4, 6, 4, 6)"", ""top_delta"": ""(0, 13):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(8, 11, 8, 11)"", ""color"": 9, ""delta_counts"": {""0,11"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 13, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 11.0, ""output_count"": 13, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 0, 8, 0)"", ""top_delta"": ""(0, 11):1"", ""top_line_type"": ""horizontal:1""}]","0,-1",horizontal,223,"(0, 0, 11, 20)",False,"(0, 3, 11, 20)",0,4,"(12, 21)",arc-gen
3,"0,5:1 0,-3:1 0,3:1",horizontal:3,3,3,False,"[{""added"": 1, ""added_bbox"": ""(0, 20, 0, 20)"", ""color"": 1, ""delta_counts"": {""0,5"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 5.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(0, 15, 0, 15)"", ""top_delta"": ""(0, 5):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 1, ""added_bbox"": ""(2, 14, 2, 14)"", ""color"": 5, ""delta_counts"": {""0,-3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(2, 17, 2, 17)"", ""top_delta"": ""(0, -3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(9, 9, 9, 9)""}, {""added"": 1, ""added_bbox"": ""(12, 5, 12, 5)"", ""color"": 8, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 17, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 17, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(12, 2, 12, 2)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}]","0,5",horizontal,224,"(0, 2, 15, 21)",False,"(0, 5, 15, 21)",0,4,"(16, 22)",arc-gen
7,"2,0:1 -2,0:1 -4,0:1 -9,0:1 -13,0:1 -17,0:1 12,0:1",vertical:7,3,3,True,"[{""added"": 6, ""added_bbox"": ""(5, 0, 7, 24)"", ""color"": 3, ""delta_counts"": {""-13,0"": 1, ""-17,0"": 1, ""-2,0"": 1, ""-4,0"": 1, ""-9,0"": 1, ""2,0"": 1}, ""dominant_delta_share"": 0.1667, ""dominant_line_share"": 1.0, ""input_count"": 32, ""line_counts"": {""vertical"": 6}, ""mean_manhattan"": 7.8333, ""output_count"": 32, ""pair_count"": 6, ""perfect_size_match"": true, ""removed"": 6, ""removed_bbox"": ""(3, 0, 24, 24)"", ""top_delta"": ""(2, 0):1 (-2, 0):1 (-4, 0):1 (-9, 0):1 (-13, 0):1"", ""top_line_type"": ""vertical:6""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 26, ""output_count"": 26, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 1, ""added_bbox"": ""(13, 6, 13, 6)"", ""color"": 9, ""delta_counts"": {""12,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 12.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 6, 1, 6)"", ""top_delta"": ""(12, 0):1"", ""top_line_type"": ""vertical:1""}]","2,0",vertical,225,"(1, 0, 24, 25)",True,"(5, 0, 22, 25)",0,7,"(27, 26)",arc-gen
0,,,1,1,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(10, 7, 10, 7)""}]",,,226,"(0, 5, 13, 7)",False,"(0, 5, 13, 5)",0,1,"(14, 13)",arc-gen
7,"0,3:1 0,2:1 0,-1:1 0,-9:1 0,5:1 0,11:1 0,-2:1",horizontal:7,2,2,False,"[{""added"": 4, ""added_bbox"": ""(2, 3, 12, 5)"", ""color"": 2, ""delta_counts"": {""0,-1"": 1, ""0,-9"": 1, ""0,2"": 1, ""0,3"": 1}, ""dominant_delta_share"": 0.25, ""dominant_line_share"": 1.0, ""input_count"": 26, ""line_counts"": {""horizontal"": 4}, ""mean_manhattan"": 3.75, ""output_count"": 26, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(2, 0, 12, 14)"", ""top_delta"": ""(0, 3):1 (0, 2):1 (0, -1):1 (0, -9):1"", ""top_line_type"": ""horizontal:4""}, {""added"": 3, ""added_bbox"": ""(2, 11, 12, 13)"", ""color"": 6, ""delta_counts"": {""0,-2"": 1, ""0,11"": 1, ""0,5"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 25, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 6.0, ""output_count"": 25, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(2, 0, 12, 15)"", ""top_delta"": ""(0, 5):1 (0, 11):1 (0, -2):1"", ""top_line_type"": ""horizontal:3""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(3, 0, 11, 10)""}]","0,3",horizontal,227,"(0, 0, 21, 15)",False,"(0, 3, 21, 13)",0,10,"(22, 16)",arc-gen
5,"0,20:1 0,19:1 0,-3:1 0,-5:1 0,8:1",horizontal:5,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 27, ""output_count"": 27, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 2, ""added_bbox"": ""(14, 20, 20, 20)"", ""color"": 3, ""delta_counts"": {""0,19"": 1, ""0,20"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 19.5, ""output_count"": 29, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(14, 0, 20, 1)"", ""top_delta"": ""(0, 20):1 (0, 19):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(1, 8, 22, 18)""}, {""added"": 3, ""added_bbox"": ""(5, 11, 22, 13)"", ""color"": 5, ""delta_counts"": {""0,-3"": 1, ""0,-5"": 1, ""0,8"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 5.3333, ""output_count"": 30, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(5, 3, 22, 18)"", ""top_delta"": ""(0, -3):1 (0, -5):1 (0, 8):1"", ""top_line_type"": ""horizontal:3""}]","0,20",horizontal,228,"(0, 0, 26, 21)",False,"(0, 6, 26, 21)",0,8,"(27, 26)",arc-gen
1,"2,0:1",vertical:1,3,3,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 1, ""input_count"": 28, ""output_count"": 28, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 28, ""output_count"": 28, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 1, ""added_bbox"": ""(8, 22, 8, 22)"", ""color"": 8, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 29, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 29, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(6, 22, 6, 22)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(1, 6, 5, 27)""}]","2,0",vertical,229,"(1, 0, 16, 27)",False,"(3, 0, 16, 27)",0,4,"(17, 28)",arc-gen
0,,,1,1,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 2, ""input_count"": 16, ""output_count"": 16, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 4, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 4, ""removed_bbox"": ""(0, 1, 11, 4)""}]",,,230,"(0, 1, 15, 6)",False,"(0, 6, 15, 6)",0,4,"(16, 12)",arc-gen
5,"2,0:2 1,0:2 -2,0:1",vertical:5,2,2,True,"[{""added"": 1, ""added_bbox"": ""(6, 4, 6, 4)"", ""color"": 3, ""delta_counts"": {""-2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 31, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 4, 8, 4)"", ""top_delta"": ""(-2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 4, ""added_bbox"": ""(11, 0, 11, 23)"", ""color"": 6, ""delta_counts"": {""1,0"": 2, ""2,0"": 2}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 34, ""line_counts"": {""vertical"": 4}, ""mean_manhattan"": 1.5, ""output_count"": 34, ""pair_count"": 4, ""perfect_size_match"": true, ""removed"": 4, ""removed_bbox"": ""(9, 0, 10, 23)"", ""top_delta"": ""(2, 0):2 (1, 0):2"", ""top_line_type"": ""vertical:4""}]","2,0",vertical,231,"(5, 0, 12, 29)",True,"(5, 0, 12, 29)",0,5,"(15, 30)",arc-gen
2,"0,3:1 0,1:1",horizontal:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(5, 3, 5, 3)"", ""color"": 1, ""delta_counts"": {""0,3"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 3.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(5, 0, 5, 0)"", ""top_delta"": ""(0, 3):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 1, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 1, ""removed_bbox"": ""(5, 2, 5, 2)""}, {""added"": 1, ""added_bbox"": ""(14, 10, 14, 10)"", ""color"": 5, ""delta_counts"": {""0,1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 16, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(14, 9, 14, 9)"", ""top_delta"": ""(0, 1):1"", ""top_line_type"": ""horizontal:1""}]","0,3",horizontal,232,"(0, 0, 14, 11)",False,"(0, 3, 14, 11)",0,3,"(15, 13)",arc-gen
2,"0,2:1 0,-6:1",horizontal:2,1,1,False,"[{""added"": 2, ""added_bbox"": ""(4, 4, 20, 6)"", ""color"": 2, ""delta_counts"": {""0,-6"": 1, ""0,2"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 4.0, ""output_count"": 27, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(4, 2, 20, 12)"", ""top_delta"": ""(0, 2):1 (0, -6):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 3, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 3, ""removed_bbox"": ""(6, 7, 20, 12)""}]","0,2",horizontal,233,"(0, 2, 24, 12)",False,"(0, 4, 24, 6)",0,5,"(25, 14)",arc-gen
1,"0,2:1",horizontal:1,2,2,True,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 6, ""input_count"": 20, ""output_count"": 20, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 1, ""added_bbox"": ""(3, 3, 3, 3)"", ""color"": 9, ""delta_counts"": {""0,2"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 21, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(3, 1, 3, 1)"", ""top_delta"": ""(0, 2):1"", ""top_line_type"": ""horizontal:1""}]","0,2",horizontal,234,"(0, 1, 19, 13)",True,"(0, 3, 19, 13)",0,1,"(20, 15)",arc-gen
1,"0,17:1",horizontal:1,3,3,False,"[{""added"": 1, ""added_bbox"": ""(4, 17, 4, 17)"", ""color"": 1, ""delta_counts"": {""0,17"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 15, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 17.0, ""output_count"": 15, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(4, 0, 4, 0)"", ""top_delta"": ""(0, 17):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 4, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(8, 0, 12, 5)""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 7, ""input_count"": 14, ""output_count"": 14, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,17",horizontal,235,"(0, 0, 13, 18)",False,"(0, 3, 13, 18)",0,3,"(14, 20)",arc-gen
3,"0,-5:1 0,8:1 0,-12:1",horizontal:3,3,3,True,"[{""added"": 2, ""added_bbox"": ""(5, 9, 24, 11)"", ""color"": 2, ""delta_counts"": {""0,-5"": 1, ""0,8"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 31, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 6.5, ""output_count"": 31, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 1, 24, 16)"", ""top_delta"": ""(0, -5):1 (0, 8):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 1, ""added_bbox"": ""(21, 5, 21, 5)"", ""color"": 3, ""delta_counts"": {""0,-12"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 30, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 12.0, ""output_count"": 30, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(21, 17, 21, 17)"", ""top_delta"": ""(0, -12):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 29, ""output_count"": 29, ""pair_count"": 0, ""perfect_size_match"": true, ""removed"": 0, ""removed_bbox"": ""None""}]","0,-5",horizontal,236,"(0, 1, 28, 19)",True,"(0, 4, 28, 19)",0,3,"(29, 21)",arc-gen
2,"2,0:1 5,0:1",vertical:2,2,2,False,"[{""added"": 1, ""added_bbox"": ""(5, 0, 5, 0)"", ""color"": 4, ""delta_counts"": {""2,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 2.0, ""output_count"": 21, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(3, 0, 3, 0)"", ""top_delta"": ""(2, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 1, ""added_bbox"": ""(13, 7, 13, 7)"", ""color"": 5, ""delta_counts"": {""5,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 21, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 5.0, ""output_count"": 21, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 7, 8, 7)"", ""top_delta"": ""(5, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(11, 12, 17, 13)""}]","2,0",vertical,237,"(3, 0, 17, 19)",False,"(5, 0, 14, 19)",0,4,"(18, 20)",arc-gen
3,"0,1:2 0,9:1",horizontal:3,2,2,False,"[{""added"": 1, ""added_bbox"": ""(8, 4, 8, 4)"", ""color"": 1, ""delta_counts"": {""0,1"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 27, ""line_counts"": {""horizontal"": 1}, ""mean_manhattan"": 1.0, ""output_count"": 27, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(8, 3, 8, 3)"", ""top_delta"": ""(0, 1):1"", ""top_line_type"": ""horizontal:1""}, {""added"": 2, ""added_bbox"": ""(5, 10, 10, 10)"", ""color"": 3, ""delta_counts"": {""0,1"": 1, ""0,9"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 2}, ""mean_manhattan"": 5.0, ""output_count"": 28, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 1, 10, 9)"", ""top_delta"": ""(0, 9):1 (0, 1):1"", ""top_line_type"": ""horizontal:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 8, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(5, 0, 17, 7)""}]","0,1",horizontal,238,"(0, 0, 25, 11)",False,"(0, 4, 25, 11)",0,5,"(26, 13)",arc-gen
8,"-11,0:1 -23,0:1 -25,0:1 15,0:1 2,0:1 -19,0:1 18,0:1 3,0:1",vertical:8,4,4,False,"[{""added"": 3, ""added_bbox"": ""(4, 0, 4, 11)"", ""color"": 1, ""delta_counts"": {""-11,0"": 1, ""-23,0"": 1, ""-25,0"": 1}, ""dominant_delta_share"": 0.3333, ""dominant_line_share"": 1.0, ""input_count"": 16, ""line_counts"": {""vertical"": 3}, ""mean_manhattan"": 19.6667, ""output_count"": 16, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(15, 0, 29, 11)"", ""top_delta"": ""(-11, 0):1 (-23, 0):1 (-25, 0):1"", ""top_line_type"": ""vertical:3""}, {""added"": 1, ""added_bbox"": ""(16, 0, 16, 0)"", ""color"": 2, ""delta_counts"": {""15,0"": 1}, ""dominant_delta_share"": 1.0, ""dominant_line_share"": 1.0, ""input_count"": 14, ""line_counts"": {""vertical"": 1}, ""mean_manhattan"": 15.0, ""output_count"": 14, ""pair_count"": 1, ""perfect_size_match"": true, ""removed"": 1, ""removed_bbox"": ""(1, 0, 1, 0)"", ""top_delta"": ""(15, 0):1"", ""top_line_type"": ""vertical:1""}, {""added"": 2, ""added_bbox"": ""(8, 4, 10, 8)"", ""color"": 6, ""delta_counts"": {""-19,0"": 1, ""2,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 15, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 10.5, ""output_count"": 15, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(6, 4, 29, 8)"", ""top_delta"": ""(2, 0):1 (-19, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 2, ""added_bbox"": ""(23, 9, 23, 12)"", ""color"": 8, ""delta_counts"": {""18,0"": 1, ""3,0"": 1}, ""dominant_delta_share"": 0.5, ""dominant_line_share"": 1.0, ""input_count"": 15, ""line_counts"": {""vertical"": 2}, ""mean_manhattan"": 10.5, ""output_count"": 15, ""pair_count"": 2, ""perfect_size_match"": true, ""removed"": 2, ""removed_bbox"": ""(5, 9, 20, 12)"", ""top_delta"": ""(18, 0):1 (3, 0):1"", ""top_line_type"": ""vertical:2""}, {""added"": 0, ""added_bbox"": ""None"", ""color"": 9, ""input_count"": 2, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 2, ""removed_bbox"": ""(0, 0, 7, 2)""}]","-11,0",vertical,239,"(0, 0, 29, 12)",False,"(3, 0, 24, 12)",0,10,"(30, 13)",arc-gen
3,"0,-1:2 0,-4:1",horizontal:3,1,1,False,"[{""added"": 0, ""added_bbox"": ""None"", ""color"": 5, ""input_count"": 4, ""output_count"": 0, ""pair_count"": 0, ""perfect_size_match"": false, ""removed"": 4, ""removed_bbox"": ""(4, 1, 21, 9)""}, {""added"": 3, ""added_bbox"": ""(13, 6, 19, 6)"", ""color"": 9, ""delta_counts"": {""0,-1"": 2, ""0,-4"": 1}, ""dominant_delta_share"": 0.6667, ""dominant_line_share"": 1.0, ""input_count"": 28, ""line_counts"": {""horizontal"": 3}, ""mean_manhattan"": 2.0, ""output_count"": 28, ""pair_count"": 3, ""perfect_size_match"": true, ""removed"": 3, ""removed_bbox"": ""(13, 7, 19, 10)"", ""top_delta"": ""(0, -1):2 (0, -4):1"", ""top_line_type"": ""horizontal:3""}]","0,-1",horizontal,240,"(0, 1, 24, 10)",False,"(0, 5, 24, 6)",0,7,"(25, 13)",arc-gen
