idx,target,mode_low,mode_ok,target_stat,stats,rules_hit
70,9,9,True,"{'color': 9, 'count': 22, 'rank': 0, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 9}","[{'color': 9, 'count': 22, 'rank': 0, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 9}, {'color': 5, 'count': 16, 'rank': 1, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'on_edge': 0, 'r0': 4, 'c0': 2, 'r1': 8, 'c1': 6}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
71,4,4,True,"{'color': 4, 'count': 20, 'rank': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 5, 'c1': 9}","[{'color': 4, 'count': 20, 'rank': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 5, 'c1': 9}, {'color': 7, 'count': 20, 'rank': 1, 'bbox_h': 4, 'bbox_w': 8, 'bbox_area': 32, 'on_edge': 1, 'r0': 6, 'c0': 1, 'r1': 9, 'c1': 8}]","['count_max', 'count_min', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low']"
72,3,3,True,"{'color': 3, 'count': 14, 'rank': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 1, 'c0': 6, 'r1': 5, 'c1': 9}","[{'color': 3, 'count': 14, 'rank': 0, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 1, 'c0': 6, 'r1': 5, 'c1': 9}, {'color': 6, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 6, 'c0': 0, 'r1': 8, 'c1': 5}]","['count_max', 'count_min', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low']"
73,6,6,True,"{'color': 6, 'count': 24, 'rank': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'on_edge': 1, 'r0': 1, 'c0': 4, 'r1': 9, 'c1': 8}","[{'color': 6, 'count': 24, 'rank': 0, 'bbox_h': 9, 'bbox_w': 5, 'bbox_area': 45, 'on_edge': 1, 'r0': 1, 'c0': 4, 'r1': 9, 'c1': 8}, {'color': 2, 'count': 8, 'rank': 1, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'on_edge': 1, 'r0': 2, 'c0': 0, 'r1': 4, 'c1': 2}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
74,6,6,True,"{'color': 6, 'count': 30, 'rank': 0, 'bbox_h': 10, 'bbox_w': 7, 'bbox_area': 70, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 6}","[{'color': 6, 'count': 30, 'rank': 0, 'bbox_h': 10, 'bbox_w': 7, 'bbox_area': 70, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 6}, {'color': 9, 'count': 12, 'rank': 1, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'on_edge': 1, 'r0': 0, 'c0': 7, 'r1': 4, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'r0_min', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
75,5,5,True,"{'color': 5, 'count': 22, 'rank': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 6, 'c1': 7}","[{'color': 5, 'count': 22, 'rank': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 6, 'c1': 7}, {'color': 1, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
76,6,4,False,"{'color': 6, 'count': 18, 'rank': 1, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'on_edge': 1, 'r0': 3, 'c0': 6, 'r1': 9, 'c1': 9}","[{'color': 4, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 2, 'c1': 9}, {'color': 6, 'count': 18, 'rank': 1, 'bbox_h': 7, 'bbox_w': 4, 'bbox_area': 28, 'on_edge': 1, 'r0': 3, 'c0': 6, 'r1': 9, 'c1': 9}]","['count_min', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'r0_max', 'c0_max', 'r1_max', 'rank1']"
77,4,4,True,"{'color': 4, 'count': 14, 'rank': 0, 'bbox_h': 6, 'bbox_w': 3, 'bbox_area': 18, 'on_edge': 0, 'r0': 3, 'c0': 5, 'r1': 8, 'c1': 7}","[{'color': 4, 'count': 14, 'rank': 0, 'bbox_h': 6, 'bbox_w': 3, 'bbox_area': 18, 'on_edge': 0, 'r0': 3, 'c0': 5, 'r1': 8, 'c1': 7}, {'color': 9, 'count': 12, 'rank': 1, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 8, 'c1': 3}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
78,1,1,True,"{'color': 1, 'count': 26, 'rank': 0, 'bbox_h': 9, 'bbox_w': 6, 'bbox_area': 54, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 8, 'c1': 5}","[{'color': 1, 'count': 26, 'rank': 0, 'bbox_h': 9, 'bbox_w': 6, 'bbox_area': 54, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 8, 'c1': 5}, {'color': 4, 'count': 16, 'rank': 1, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'on_edge': 1, 'r0': 0, 'c0': 7, 'r1': 6, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'r0_min', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
79,1,1,True,"{'color': 1, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 6, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 1, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 6, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 6, 'count': 14, 'rank': 1, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 4, 'c1': 3}]","['count_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'c0_min', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
80,3,3,True,"{'color': 3, 'count': 16, 'rank': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 4, 'c1': 6}","[{'color': 3, 'count': 16, 'rank': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 4, 'c1': 6}, {'color': 9, 'count': 12, 'rank': 1, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'on_edge': 1, 'r0': 5, 'c0': 2, 'r1': 9, 'c1': 4}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
81,2,2,True,"{'color': 2, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 2, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 7, 'count': 14, 'rank': 1, 'bbox_h': 5, 'bbox_w': 4, 'bbox_area': 20, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 4, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
82,1,1,True,"{'color': 1, 'count': 18, 'rank': 0, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'on_edge': 1, 'r0': 2, 'c0': 0, 'r1': 9, 'c1': 2}","[{'color': 1, 'count': 18, 'rank': 0, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'on_edge': 1, 'r0': 2, 'c0': 0, 'r1': 9, 'c1': 2}, {'color': 5, 'count': 16, 'rank': 1, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'on_edge': 1, 'r0': 6, 'c0': 3, 'r1': 8, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
83,7,7,True,"{'color': 7, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 9}","[{'color': 7, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 9}, {'color': 3, 'count': 22, 'rank': 1, 'bbox_h': 4, 'bbox_w': 9, 'bbox_area': 36, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 8, 'c1': 8}]","['count_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
84,8,8,True,"{'color': 8, 'count': 26, 'rank': 0, 'bbox_h': 6, 'bbox_w': 9, 'bbox_area': 54, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 8}","[{'color': 8, 'count': 26, 'rank': 0, 'bbox_h': 6, 'bbox_w': 9, 'bbox_area': 54, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 9, 'c1': 8}, {'color': 2, 'count': 10, 'rank': 1, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'on_edge': 1, 'r0': 0, 'c0': 7, 'r1': 3, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
85,2,2,True,"{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 5, 'c1': 9}","[{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 6, 'bbox_w': 8, 'bbox_area': 48, 'on_edge': 1, 'r0': 0, 'c0': 2, 'r1': 5, 'c1': 9}, {'color': 5, 'count': 8, 'rank': 1, 'bbox_h': 3, 'bbox_w': 3, 'bbox_area': 9, 'on_edge': 1, 'r0': 7, 'c0': 3, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
86,5,5,True,"{'color': 5, 'count': 22, 'rank': 0, 'bbox_h': 4, 'bbox_w': 9, 'bbox_area': 36, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 7, 'c1': 8}","[{'color': 5, 'count': 22, 'rank': 0, 'bbox_h': 4, 'bbox_w': 9, 'bbox_area': 36, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 7, 'c1': 8}, {'color': 2, 'count': 16, 'rank': 1, 'bbox_h': 3, 'bbox_w': 7, 'bbox_area': 21, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 6}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
87,5,5,True,"{'color': 5, 'count': 22, 'rank': 0, 'bbox_h': 5, 'bbox_w': 8, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 4, 'c1': 7}","[{'color': 5, 'count': 22, 'rank': 0, 'bbox_h': 5, 'bbox_w': 8, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 4, 'c1': 7}, {'color': 7, 'count': 12, 'rank': 1, 'bbox_h': 3, 'bbox_w': 5, 'bbox_area': 15, 'on_edge': 0, 'r0': 6, 'c0': 2, 'r1': 8, 'c1': 6}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
88,2,2,True,"{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 8, 'bbox_w': 6, 'bbox_area': 48, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 8, 'c1': 5}","[{'color': 2, 'count': 24, 'rank': 0, 'bbox_h': 8, 'bbox_w': 6, 'bbox_area': 48, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 8, 'c1': 5}, {'color': 4, 'count': 10, 'rank': 1, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'on_edge': 1, 'r0': 7, 'c0': 6, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
89,1,1,True,"{'color': 1, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 7, 'c1': 9}","[{'color': 1, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 4, 'c0': 0, 'r1': 7, 'c1': 9}, {'color': 3, 'count': 22, 'rank': 1, 'bbox_h': 3, 'bbox_w': 10, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 2, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'c0_min', 'r1_max', 'c1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
90,6,6,True,"{'color': 6, 'count': 30, 'rank': 0, 'bbox_h': 7, 'bbox_w': 10, 'bbox_area': 70, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 9}","[{'color': 6, 'count': 30, 'rank': 0, 'bbox_h': 7, 'bbox_w': 10, 'bbox_area': 70, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 9}, {'color': 1, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
91,9,9,True,"{'color': 9, 'count': 22, 'rank': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 6, 'c1': 9}","[{'color': 9, 'count': 22, 'rank': 0, 'bbox_h': 7, 'bbox_w': 6, 'bbox_area': 42, 'on_edge': 1, 'r0': 0, 'c0': 4, 'r1': 6, 'c1': 9}, {'color': 8, 'count': 16, 'rank': 1, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 6, 'c1': 2}]","['count_max', 'bbox_w_max', 'bbox_area_max', 'c0_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
92,2,2,True,"{'color': 2, 'count': 16, 'rank': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'on_edge': 0, 'r0': 4, 'c0': 4, 'r1': 8, 'c1': 8}","[{'color': 2, 'count': 16, 'rank': 0, 'bbox_h': 5, 'bbox_w': 5, 'bbox_area': 25, 'on_edge': 0, 'r0': 4, 'c0': 4, 'r1': 8, 'c1': 8}, {'color': 9, 'count': 16, 'rank': 1, 'bbox_h': 7, 'bbox_w': 3, 'bbox_area': 21, 'on_edge': 1, 'r0': 2, 'c0': 0, 'r1': 8, 'c1': 2}]","['count_max', 'count_min', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_min', 'r0_max', 'c0_max', 'r1_max', 'r1_min', 'c1_max', 'rank0', 'mode_low']"
93,1,1,True,"{'color': 1, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 9}","[{'color': 1, 'count': 24, 'rank': 0, 'bbox_h': 4, 'bbox_w': 10, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 9}, {'color': 4, 'count': 16, 'rank': 1, 'bbox_h': 4, 'bbox_w': 6, 'bbox_area': 24, 'on_edge': 0, 'r0': 5, 'c0': 2, 'r1': 8, 'c1': 7}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'r0_min', 'c0_min', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
94,9,9,True,"{'color': 9, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 9, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 6, 'count': 22, 'rank': 1, 'bbox_h': 5, 'bbox_w': 8, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 4, 'c1': 7}]","['count_max', 'bbox_w_max', 'bbox_area_max', 'r0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
95,8,8,True,"{'color': 8, 'count': 20, 'rank': 0, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 6, 'c1': 5}","[{'color': 8, 'count': 20, 'rank': 0, 'bbox_h': 7, 'bbox_w': 5, 'bbox_area': 35, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 6, 'c1': 5}, {'color': 3, 'count': 18, 'rank': 1, 'bbox_h': 3, 'bbox_w': 8, 'bbox_area': 24, 'on_edge': 1, 'r0': 7, 'c0': 1, 'r1': 9, 'c1': 8}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'r0_min', 'r1_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
96,7,7,True,"{'color': 7, 'count': 24, 'rank': 0, 'bbox_h': 10, 'bbox_w': 4, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 3}","[{'color': 7, 'count': 24, 'rank': 0, 'bbox_h': 10, 'bbox_w': 4, 'bbox_area': 40, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 9, 'c1': 3}, {'color': 3, 'count': 18, 'rank': 1, 'bbox_h': 5, 'bbox_w': 6, 'bbox_area': 30, 'on_edge': 1, 'r0': 1, 'c0': 4, 'r1': 5, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'r0_min', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
97,4,4,True,"{'color': 4, 'count': 18, 'rank': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 5, 'c1': 9}","[{'color': 4, 'count': 18, 'rank': 0, 'bbox_h': 6, 'bbox_w': 5, 'bbox_area': 30, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 5, 'c1': 9}, {'color': 1, 'count': 10, 'rank': 1, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'on_edge': 1, 'r0': 6, 'c0': 7, 'r1': 9, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_min', 'r1_min', 'rank0', 'mode_low', 'mode_high']"
98,7,7,True,"{'color': 7, 'count': 26, 'rank': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 9, 'c1': 9}","[{'color': 7, 'count': 26, 'rank': 0, 'bbox_h': 10, 'bbox_w': 5, 'bbox_area': 50, 'on_edge': 1, 'r0': 0, 'c0': 5, 'r1': 9, 'c1': 9}, {'color': 1, 'count': 10, 'rank': 1, 'bbox_h': 3, 'bbox_w': 4, 'bbox_area': 12, 'on_edge': 1, 'r0': 3, 'c0': 0, 'r1': 5, 'c1': 3}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
99,7,7,True,"{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 6, 'bbox_w': 7, 'bbox_area': 42, 'on_edge': 1, 'r0': 3, 'c0': 0, 'r1': 8, 'c1': 6}","[{'color': 7, 'count': 22, 'rank': 0, 'bbox_h': 6, 'bbox_w': 7, 'bbox_area': 42, 'on_edge': 1, 'r0': 3, 'c0': 0, 'r1': 8, 'c1': 6}, {'color': 9, 'count': 10, 'rank': 1, 'bbox_h': 4, 'bbox_w': 3, 'bbox_area': 12, 'on_edge': 1, 'r0': 1, 'c0': 7, 'r1': 4, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_min', 'r1_max', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
100,4,8,False,"{'color': 4, 'count': 18, 'rank': 1, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 6}","[{'color': 8, 'count': 20, 'rank': 0, 'bbox_h': 3, 'bbox_w': 9, 'bbox_area': 27, 'on_edge': 1, 'r0': 5, 'c0': 1, 'r1': 7, 'c1': 9}, {'color': 4, 'count': 18, 'rank': 1, 'bbox_h': 4, 'bbox_w': 7, 'bbox_area': 28, 'on_edge': 1, 'r0': 0, 'c0': 0, 'r1': 3, 'c1': 6}]","['count_min', 'bbox_h_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_min', 'r1_min', 'c1_min', 'rank1']"
101,7,7,True,"{'color': 7, 'count': 20, 'rank': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'on_edge': 1, 'r0': 2, 'c0': 0, 'r1': 7, 'c1': 5}","[{'color': 7, 'count': 20, 'rank': 0, 'bbox_h': 6, 'bbox_w': 6, 'bbox_area': 36, 'on_edge': 1, 'r0': 2, 'c0': 0, 'r1': 7, 'c1': 5}, {'color': 2, 'count': 12, 'rank': 1, 'bbox_h': 4, 'bbox_w': 4, 'bbox_area': 16, 'on_edge': 1, 'r0': 4, 'c0': 6, 'r1': 7, 'c1': 9}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'r0_min', 'c0_min', 'c1_min', 'rank0', 'mode_low', 'mode_high']"
102,2,2,True,"{'color': 2, 'count': 26, 'rank': 0, 'bbox_h': 6, 'bbox_w': 9, 'bbox_area': 54, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 5, 'c1': 9}","[{'color': 2, 'count': 26, 'rank': 0, 'bbox_h': 6, 'bbox_w': 9, 'bbox_area': 54, 'on_edge': 1, 'r0': 0, 'c0': 1, 'r1': 5, 'c1': 9}, {'color': 3, 'count': 14, 'rank': 1, 'bbox_h': 3, 'bbox_w': 6, 'bbox_area': 18, 'on_edge': 1, 'r0': 7, 'c0': 0, 'r1': 9, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_min', 'c0_max', 'r1_min', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
103,2,2,True,"{'color': 2, 'count': 18, 'rank': 0, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'on_edge': 1, 'r0': 2, 'c0': 4, 'r1': 9, 'c1': 6}","[{'color': 2, 'count': 18, 'rank': 0, 'bbox_h': 8, 'bbox_w': 3, 'bbox_area': 24, 'on_edge': 1, 'r0': 2, 'c0': 4, 'r1': 9, 'c1': 6}, {'color': 7, 'count': 12, 'rank': 1, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'on_edge': 1, 'r0': 1, 'c0': 0, 'r1': 5, 'c1': 2}]","['count_max', 'bbox_h_max', 'bbox_w_max', 'bbox_w_min', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_max', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
104,1,1,True,"{'color': 1, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}","[{'color': 1, 'count': 26, 'rank': 0, 'bbox_h': 5, 'bbox_w': 10, 'bbox_area': 50, 'on_edge': 1, 'r0': 5, 'c0': 0, 'r1': 9, 'c1': 9}, {'color': 3, 'count': 12, 'rank': 1, 'bbox_h': 5, 'bbox_w': 3, 'bbox_area': 15, 'on_edge': 1, 'r0': 0, 'c0': 3, 'r1': 4, 'c1': 5}]","['count_max', 'bbox_h_max', 'bbox_h_min', 'bbox_w_max', 'bbox_area_max', 'on_edge_max', 'on_edge_min', 'r0_max', 'c0_min', 'r1_max', 'c1_max', 'rank0', 'mode_low', 'mode_high']"
