task_id,synthesis_family,route_prediction,current_source,current_template,current_cost,current_points,train_count,test_count,arc_gen_count,shape_pairs,input_colors,output_colors,avg_changed_ratio,avg_input_nonzero_ratio,avg_output_nonzero_ratio,avg_line_score,avg_component_count,needs_program_synthesis,cost_rank,priority_band
153,crop_resize,crop_or_resize,kojimar_5800_minimal_blend,baseline,11212,15.675260,3,1,261,"(10, 10)->(3, 3):3",0 1 3 4 6 7,1 3 4 6 7,0.000000,0.090000,1.000000,0.000,2.000,1,186,top200
360,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,11146,15.681164,3,1,262,"(10, 9)->(10, 4):3",0 2 3 4 5 6 7 8,0 2 3 4 6 7 8,0.000000,0.262963,0.300000,1.000,1.333,1,187,top200
193,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11100,15.685300,3,1,262,"(13, 13)->(13, 13):1;(17, 17)->(17, 17):1;(7, 7)->(7, 7):1",0 5 6 7,0 5 6 7,0.058535,0.250239,0.191704,0.000,8.333,0,188,top200
343,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,11100,15.685300,3,1,262,"(5, 15)->(5, 15):3",0 1 2 3 4,0 1 2 3 4,0.160000,0.186667,0.346667,0.000,1.000,0,189,top200
340,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10940,15.699819,3,1,262,"(10, 15)->(10, 15):1;(12, 12)->(12, 12):1;(14, 11)->(14, 11):1",0 1 2 3 4 6 7 8,0 1 2 3 4 6 7 8,0.080476,0.321581,0.312565,0.000,10.667,0,190,top200
23,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10876,15.705686,3,1,262,"(8, 10)->(8, 10):1;(8, 9)->(8, 9):1;(9, 11)->(9, 11):1",0 5,0 2 8,0.223022,0.223022,0.223022,0.000,1.333,0,191,top200
66,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10876,15.705686,3,1,262,"(10, 10)->(10, 10):1;(15, 15)->(15, 15):1;(20, 20)->(20, 20):1",0 2 3 8,0 2 3 8,0.062593,0.251759,0.314352,0.000,26.000,0,192,top200
208,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10876,15.705686,3,1,262,"(21, 21)->(21, 21):3",0 1 2 3 4 8,0 1 2 3 4 8,0.034769,0.656841,0.665911,0.000,10.667,0,193,top200
251,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10876,15.705686,3,1,262,"(12, 12)->(12, 12):1;(8, 8)->(8, 8):2",0 2,0 1 2,0.134259,0.319444,0.453704,0.333,3.000,0,194,top200
64,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10772,15.715295,4,1,262,"(10, 12)->(10, 12):1;(14, 12)->(14, 12):1;(14, 18)->(14, 18):1;(9, 12)->(9, 12):1",1 2 3 4 5 8,1 2 3 4 5 8,0.032374,1.000000,1.000000,14.000,1.000,0,195,top200
188,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,10664,15.725371,3,1,262,"(3, 6)->(3, 3):1;(4, 8)->(4, 4):1;(6, 2)->(3, 2):1",1 2 3 4 6 8,1 2 3 4 6 8,0.000000,1.000000,1.000000,1.000,1.000,1,196,top200
8,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10556,15.735550,3,1,262,"(11, 10)->(11, 10):1;(14, 9)->(14, 9):1;(9, 10)->(9, 10):1",0 2 8,0 2 8,0.159019,0.117027,0.117027,0.000,2.000,0,197,top200
77,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10492,15.741632,3,1,262,"(15, 14)->(15, 14):1;(15, 16)->(15, 16):1;(17, 18)->(17, 18):1",0 1 2 3 8,0 1 2 3 4 8,0.051054,0.490099,0.490099,0.000,20.333,0,198,top200
94,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,10453,15.745356,2,1,262,"(15, 15)->(15, 15):2",1 8,1 6 8,0.162222,1.000000,1.000000,15.000,1.000,1,199,top200
25,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10332,15.756999,3,1,262,"(15, 14)->(15, 14):1;(15, 16)->(15, 16):1;(18, 19)->(18, 19):1",0 1 2 3 4 8,0 1 2 3 4 8,0.037343,0.123096,0.117756,1.667,7.000,0,200,top200
329,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,10260,15.763992,3,1,262,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):2",0 1 2 3 4 5 6 7 8 9,0 3 4 5 8 9,0.337778,0.505185,0.167407,0.000,4.333,1,201,tail
397,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10236,15.766334,3,1,262,"(10, 10)->(10, 10):3",0 1 2 4 6 7 8 9,0 1 2 3 4 6 7 8 9,0.120000,0.093333,0.213333,0.000,2.333,0,202,tail
102,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10234,15.766529,4,1,262,"(12, 12)->(12, 12):4",0 5,0 2 5,0.052083,0.302083,0.354167,0.000,2.750,0,203,tail
391,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,10021,15.787562,4,1,262,"(13, 10)->(3, 1):1;(13, 13)->(3, 1):2;(13, 16)->(3, 1):1",0 1 2 3 4 6 8,1 2 3 4 6 8,0.000000,0.283358,1.000000,0.000,24.000,1,204,tail
118,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,10001,15.789560,4,1,262,"(11, 12)->(11, 12):1;(18, 19)->(18, 19):1;(20, 20)->(20, 20):1;(20, 22)->(20, 22):1",0 2 5,0 2 5 8,0.022768,0.506290,0.506290,0.000,24.750,0,205,tail
312,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9979,15.791762,2,1,262,"(12, 12)->(12, 12):2",0 1 2 3 4 5,0 1 2 3 4,0.385417,0.461806,0.461806,0.000,3.000,1,206,tail
212,line_grid_fill,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,9969,15.792764,2,1,262,"(10, 10)->(10, 10):2",0 1 2 5,0 1 2 5,0.120000,0.185000,0.305000,1.000,9.500,1,207,tail
270,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9820,15.807824,3,1,262,"(15, 15)->(15, 15):3",0 1 2 3 7,0 1 2 3 7,0.056296,0.037037,0.037037,0.000,8.333,0,208,tail
169,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9788,15.811088,3,1,262,"(10, 10)->(10, 10):3",0 5,0 1 2 3,0.150000,0.150000,0.150000,0.000,5.000,0,209,tail
341,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9788,15.811088,3,1,262,"(10, 10)->(10, 10):3",0 2 3 4 6 7 9,0 2 3 4 6 7 8 9,0.116667,0.360000,0.476667,0.000,2.000,0,210,tail
246,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9756,15.814362,3,1,262,"(10, 16)->(10, 16):1;(12, 14)->(12, 14):1;(15, 15)->(15, 15):1",0 2 3,0 2 3 8,0.086197,0.011098,0.097295,0.000,2.000,0,211,tail
315,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,9557,15.834971,3,1,262,"(3, 3)->(9, 9):3",0 1 2,0 1 2,0.000000,0.592593,0.172840,0.000,1.333,1,212,tail
252,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9532,15.837590,3,1,262,"(3, 3)->(3, 3):1;(6, 6)->(6, 6):1;(8, 8)->(8, 8):1",0 2 3 9,0 2 3 4 9,0.090856,0.228009,0.228009,0.000,6.667,0,213,tail
71,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9503,15.840637,2,1,262,"(16, 16)->(16, 16):2",0 1 2 3 6,0 2 6,0.054688,0.160156,0.128906,0.000,1.000,0,214,tail
156,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9503,15.840637,2,1,262,"(10, 10)->(10, 10):2",0 4,0 1 2 4,0.115000,0.385000,0.385000,0.000,2.000,0,215,tail
225,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9372,15.854518,3,1,261,"(6, 6)->(6, 6):3",0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,0.379630,0.111111,0.490741,0.000,1.000,0,216,tail
335,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9308,15.861370,3,1,262,"(10, 12)->(10, 12):1;(12, 11)->(12, 11):1;(8, 11)->(8, 11):1",0 2 8,0 2 4 8,0.109343,0.018182,0.127525,0.000,2.000,0,217,tail
41,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9244,15.868270,3,1,262,"(10, 10)->(10, 10):3",0 1 3 4 6 8,0 1 3 4 6 8,0.140000,0.146667,0.286667,0.000,9.667,0,218,tail
192,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9232,15.869569,2,1,262,"(13, 14)->(13, 14):1;(13, 16)->(13, 16):1",0 1 2 3 8,0 2 3,0.072802,0.487637,0.456387,0.000,7.500,0,219,tail
346,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,9178,15.875435,4,1,262,"(11, 12)->(1, 1):1;(11, 9)->(1, 1):1;(5, 9)->(1, 1):1;(7, 9)->(1, 1):1",0 1 2 3 4 8,1 2 8,0.000000,0.295779,1.000000,0.000,12.000,1,220,tail
297,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9172,15.876089,3,1,261,"(10, 4)->(10, 4):1;(6, 2)->(6, 2):1;(8, 3)->(8, 3):1",0 1 2 3 4 5 8,1 2 3 4 5 8,0.738889,0.261111,1.000000,1.000,1.000,1,221,tail
50,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,9147,15.878819,8,1,262,"(10, 11)->(10, 11):1;(12, 11)->(12, 11):2;(3, 3)->(3, 3):1;(5, 6)->(5, 6):1;(7, 13)->(7, 13):1;(7, 6)->(7, 6):1;(9, 6)->(9, 6):1",0 8,0 3 8,0.060698,0.051596,0.112294,0.000,2.875,0,222,tail
3,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,9102,15.883751,3,1,261,"(6, 3)->(9, 3):3",0 1,0 2,0.000000,0.481481,0.469136,0.667,3.667,1,223,tail
24,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,9080,15.886171,3,1,262,"(10, 11)->(10, 11):1;(10, 8)->(10, 8):1;(9, 9)->(9, 9):1",0 1 2 3,0 1 2 3,0.330308,0.044164,0.374472,0.000,4.000,1,224,tail
249,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,8999,15.895131,3,1,261,"(3, 3)->(3, 6):1;(4, 3)->(4, 6):1;(4, 4)->(4, 8):1",0 1 2 3 5 6 8,0 1 2 3 5 6 8,0.000000,0.571759,0.571759,0.000,1.000,1,225,tail
28,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8990,15.896132,2,1,262,"(10, 10)->(10, 10):2",0 1 4 6 7,0 1 4 6 7,0.500000,0.020000,0.520000,0.000,2.000,1,226,tail
250,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8970,15.898359,2,1,262,"(10, 10)->(10, 10):2",0 2 5,0 2 5,0.070000,0.075000,0.075000,0.000,4.500,0,227,tail
245,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8819,15.915336,4,1,262,"(7, 7)->(7, 7):1;(9, 10)->(9, 10):1;(9, 8)->(9, 8):1;(9, 9)->(9, 9):1",0 2 3,0 2 3,0.205534,0.225528,0.225528,0.000,4.750,0,228,tail
237,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8730,15.925479,4,1,261,"(3, 3)->(3, 3):1;(6, 6)->(6, 6):2;(7, 5)->(7, 5):1",0 2 3 5 6 7 8,0 2 3 5 6 7 8,0.258929,0.076984,0.335913,0.000,2.000,0,229,tail
269,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,8602,15.940250,3,1,262,"(3, 3)->(15, 15):1;(3, 3)->(6, 6):1;(3, 3)->(9, 9):1",0 2 3 4 6 7 8 9,0 2 3 4 6 7 8 9,0.000000,0.370370,0.370370,0.000,2.667,1,230,tail
274,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,8581,15.942694,6,1,262,"(5, 6)->(3, 3):1;(6, 6)->(3, 3):1;(7, 7)->(3, 3):1;(9, 9)->(3, 3):3",0 5 8,0 8,0.000000,0.394461,0.277778,0.000,1.000,1,231,tail
173,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8476,15.955006,3,1,262,"(13, 12)->(13, 12):1;(13, 22)->(13, 22):1;(14, 19)->(14, 19):1",0 1 2 3 4 6 8,0 1 2 3 4 6 8,0.032101,0.047302,0.079403,0.000,8.000,0,232,tail
37,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8380,15.966397,3,1,262,"(10, 10)->(10, 10):3",0 2 3 4 6 7 8 9,0 2 3 4 6 7 8 9,0.093333,0.073333,0.166667,0.000,7.333,0,233,tail
361,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8316,15.974063,3,1,262,"(10, 10)->(10, 10):3",0 3 4 6 7 8 9,0 3 4 6 7 8 9,0.050000,0.090000,0.140000,0.000,2.000,0,234,tail
200,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,8306,15.975267,3,1,80,"(10, 10)->(10, 10):3",0 2 3 4,0 2 3 4 5,0.386667,0.010000,0.396667,0.000,1.000,1,235,tail
97,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8264,15.980336,4,1,262,"(11, 19)->(11, 19):1;(12, 18)->(12, 18):1;(16, 11)->(16, 11):1;(17, 9)->(17, 9):1",0 4 5 6 8,0 4 5 6 8,0.055705,0.171272,0.115567,0.000,23.500,0,236,tail
263,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,8054,16.006076,4,1,262,"(12, 3)->(3, 3):1;(3, 12)->(3, 3):1;(3, 15)->(3, 3):1;(9, 3)->(3, 3):1",0 1 2 3 4 6 7 8,0 4 7 8,0.000000,0.556019,0.722222,1.000,6.750,1,237,tail
90,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,8031,16.008936,4,1,262,"(2, 20)->(2, 20):1;(3, 30)->(3, 30):1;(4, 20)->(4, 20):2",0 1 5,0 1 5 6,0.131597,0.444444,0.576042,1.250,8.000,0,238,tail
254,sparse_edit_or_object_completion,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,7956,16.018318,2,1,262,"(9, 9)->(9, 9):2",0 5,0 1 2,0.320988,0.320988,0.135802,0.500,4.500,1,239,tail
176,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7920,16.022854,3,1,21,"(3, 10)->(3, 10):1;(3, 15)->(3, 15):1;(3, 18)->(3, 18):1",0 2,0 2 4,0.233333,0.333333,0.566667,0.000,14.333,1,240,tail
372,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,7880,16.027917,3,1,262,"(11, 11)->(5, 11):3",0 1 2 3 5 7 8,0 1 2 3 7 8,0.000000,0.203857,0.248485,1.000,11.333,1,241,tail
39,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,7772,16.041717,2,1,261,"(10, 10)->(3, 3):2",0 1 2 3 4 5 6 7 8,0 1 2 3 4 5 6 7 8,0.000000,0.220000,0.611111,0.000,3.000,1,242,tail
369,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7729,16.047265,3,1,261,"(10, 10)->(10, 10):3",0 5,1 2 3 5,0.260000,0.740000,1.000000,1.333,1.667,1,243,tail
76,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,7644,16.058324,3,1,262,"(13, 13)->(13, 13):3",0 1 2 3 4,0 1 2 3 4,0.047337,0.130178,0.177515,0.000,3.000,0,244,tail
363,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,7580,16.066732,3,1,261,"(10, 10)->(10, 10):3",0 2 5,0 2 5,0.106667,0.586667,0.693333,0.000,7.667,0,245,tail
327,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,7548,16.070962,3,1,261,"(3, 3)->(6, 6):3",0 1 2 3 4 6 8,0 1 2 3 4 6 8,0.000000,0.333333,0.407407,0.000,1.667,1,246,tail
51,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,7484,16.079477,3,1,261,"(10, 15)->(10, 15):1;(12, 12)->(12, 12):1;(15, 12)->(15, 12):1",0 1 2 3 8,0 1 2 3 8,0.050093,0.073704,0.123796,0.000,1.000,0,247,tail
302,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,7484,16.079477,3,1,262,"(12, 12)->(12, 12):3",0 5,0 5 6 7 8,0.094907,0.231481,0.326389,0.000,2.667,0,248,tail
180,crop_resize,crop_or_resize,afr1ste_5689_artifact,baseline,7450,16.084031,5,1,262,"(8, 8)->(4, 4):5",0 4 5 6 9,0 4 5 6 9,0.000000,0.440625,0.900000,0.000,8.600,1,249,tail
45,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7428,16.086988,3,1,261,"(10, 10)->(10, 10):3",0 1 2 3 4 5 6 8 9,0 1 2 3 4 5 6 8 9,0.080000,0.086667,0.166667,0.000,8.667,1,250,tail
7,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7271,16.108351,3,1,262,"(7, 7)->(7, 7):3",0 1 2 3 4 8,1 2 3 4 8,0.775510,0.224490,1.000000,0.000,2.333,1,251,tail
348,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,7207,16.117192,2,1,262,"(5, 7)->(5, 7):1;(7, 8)->(7, 8):1",0 7,0 7 8,0.323214,0.101786,0.425000,0.000,1.000,1,252,tail
43,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7119,16.129477,3,1,262,"(10, 10)->(10, 10):3",0 5,0 2 5,0.126667,0.070000,0.196667,0.000,5.667,1,253,tail
105,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,7055,16.138508,3,1,262,"(11, 13)->(11, 13):1;(13, 13)->(13, 13):1;(9, 13)->(9, 13):1",0 1,0 1 2,0.078836,0.141514,0.220349,0.000,8.333,1,254,tail
288,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,6887,16.162609,4,1,262,"(3, 3)->(3, 3):1;(5, 5)->(5, 5):2;(7, 7)->(7, 7):1",0 1 2 3 4 6 8,0 1 2 3 4 6 8,0.135964,0.302132,0.438095,0.000,1.000,0,255,tail
259,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,6843,16.169018,3,1,262,"(5, 7)->(3, 3):1;(7, 6)->(3, 2):1;(7, 7)->(2, 3):1",1 2 3 5 6,0 2 3 5 6,0.000000,1.000000,0.777778,8.000,1.000,1,256,tail
27,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,6716,16.187752,3,1,261,"(10, 10)->(10, 10):3",0 1,0 1 2,0.093333,0.300000,0.393333,0.000,1.000,0,257,tail
352,point_to_line_pattern,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,6626,16.201243,3,1,262,"(4, 5)->(4, 5):1;(5, 5)->(5, 5):1;(8, 8)->(8, 8):1",0 2 3 6 8,0 1 2 3 6 8,0.337292,0.077500,0.414792,0.000,2.667,1,258,tail
119,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,6620,16.202149,3,1,262,"(12, 12)->(12, 12):3",0 2 8,0 2 3 8,0.064815,0.212963,0.277778,2.333,3.667,0,259,tail
357,point_to_line_pattern,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,6581,16.208058,3,1,9,"(10, 2)->(10, 2):1;(10, 3)->(10, 3):1;(10, 4)->(10, 4):1",0 1,1 8,0.963889,0.036111,1.000000,0.000,1.000,1,260,tail
100,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,6536,16.214919,3,1,262,"(10, 10)->(2, 2):3",0 2 4 6 7 8,4 7 8,0.000000,0.286667,1.000000,0.000,2.000,1,261,tail
121,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,6530,16.215838,3,1,262,"(13, 13)->(3, 3):3",0 1 2 3 4 6 8,0 2 3 4,0.000000,0.118343,0.629630,0.000,3.333,1,262,tail
388,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,6468,16.225378,3,1,262,"(2, 2)->(4, 4):1;(3, 3)->(6, 6):1;(6, 6)->(12, 12):1",0 2 4 5,0 2 4 5 8,0.000000,0.185185,0.555556,0.000,2.000,1,263,tail
292,line_grid_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,6305,16.250902,5,1,22,"(3, 10)->(3, 10):1;(3, 11)->(3, 11):2;(3, 13)->(3, 13):1;(3, 14)->(3, 14):1",0 4,0 4 6,0.249204,0.666667,0.666667,1.000,1.000,1,264,tail
336,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,6036,16.294503,2,1,28,"(10, 10)->(10, 10):2",0 5,0 5 8,0.185000,0.180000,0.365000,0.000,1.000,1,265,tail
40,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5948,16.309190,3,1,262,"(10, 10)->(10, 10):3",0 1 2 3 4 7 8 9,0 1 2 4 7 8 9,0.046667,0.246667,0.246667,2.000,6.667,0,266,tail
273,sparse_edit_or_object_completion,sparse_edit_or_object_completion,afr1ste_5689_artifact,baseline,5937,16.311041,3,1,262,"(10, 10)->(10, 10):3",0 4,0 2 4,0.086667,0.053333,0.140000,0.000,5.333,1,267,tail
332,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5900,16.317292,4,1,262,"(3, 10)->(3, 10):1;(3, 12)->(3, 12):1;(3, 13)->(3, 13):1;(3, 14)->(3, 14):1",0 5,0 3 5,0.169872,0.333333,0.333333,0.000,12.250,0,268,tail
190,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5852,16.325461,3,1,262,"(10, 10)->(10, 10):3",0 3 4 7,0 3 4 7,0.046667,0.056667,0.103333,0.000,2.667,0,269,tail
333,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5788,16.336458,3,1,261,"(10, 10)->(10, 10):3",0 1 3 6 7 8,0 1 3 6 7 8,0.066667,0.110000,0.176667,0.000,8.000,0,270,tail
42,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5784,16.337149,3,1,262,"(10, 10)->(10, 10):3",0 3,0 3 8,0.040000,0.046667,0.086667,0.000,2.667,0,271,tail
168,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5660,16.358821,2,1,262,"(10, 10)->(10, 10):2",0 7 9,0 7 9,0.070000,0.060000,0.130000,0.000,2.000,0,272,tail
342,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5628,16.364491,3,1,262,"(10, 10)->(10, 10):3",0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 9,0.080000,0.080000,0.040000,0.000,5.000,0,273,tail
48,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,5609,16.367872,6,2,262,"(5, 5)->(1, 1):1;(5, 7)->(1, 1):1;(6, 6)->(1, 1):1;(6, 7)->(1, 1):3",0 2 8,0 8,0.000000,0.504312,0.500000,0.000,4.833,1,274,tail
314,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5596,16.370193,3,1,262,"(8, 8)->(8, 8):3",0 1 2 3 4 7,0 1 2 3 4 7,0.036458,0.562500,0.562500,0.000,9.000,0,275,tail
60,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5581,16.372877,2,1,262,"(5, 11)->(5, 11):2",0 1 2 3 7,0 1 2 3 5 7,0.163636,0.036364,0.200000,0.000,2.000,1,276,tail
226,region_partition_fill,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5559,16.376826,3,1,129,"(10, 10)->(10, 10):3",0 5,0 1 2 3 5,0.140000,0.466667,0.606667,5.333,1.000,1,277,tail
321,crop_resize,crop_or_resize,massimilianoghiotto_6254,baseline,5511,16.385499,5,1,261,"(4, 14)->(4, 4):5",0 1 2 4 9,0 1 4 9,0.000000,0.546429,0.837500,2.400,5.600,1,278,tail
35,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5340,16.417019,3,1,262,"(10, 10)->(10, 10):3",0 1 2 3 4 6 7 8 9,0 1 2 3 4 6 7 8 9,0.046667,0.173333,0.173333,0.000,5.667,0,279,tail
320,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5190,16.445511,3,1,262,"(7, 9)->(7, 9):1;(8, 9)->(8, 9):1;(9, 9)->(9, 9):1",0 2,0 2 8,0.125147,0.282995,0.282995,0.000,4.000,1,280,tail
228,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5180,16.447440,3,1,262,"(10, 10)->(10, 10):3",0 1 2 3 4 5 6 7 8 9,0 1 2 3 4 5 6 7 8 9,0.080000,0.213333,0.213333,0.000,1.000,0,281,tail
10,sparse_edit_or_object_completion,sparse_edit_or_object_completion,massimilianoghiotto_6254,baseline,5016,16.479612,2,1,262,"(9, 9)->(9, 9):2",0 5,0 1 2 3 4,0.277778,0.277778,0.277778,0.500,4.000,1,282,tail
353,signature_lookup_current,sparse_edit_or_object_completion,exp016_signature_scatternd_lookup,signature_scatternd_lookup,5015,16.479811,7,2,262,"(10, 10)->(10, 10):1;(11, 11)->(11, 11):1;(3, 3)->(3, 3):2;(5, 3)->(5, 3):1;(5, 5)->(5, 5):1;(7, 7)->(7, 7):1",0 3 4,0 3 4,0.105018,0.105018,0.105018,0.000,2.000,0,283,tail
